name,x0,y0,z0,x1,y1,z1
branch_'126',196.75015985548356,-23.507352431212354,0.0,134.76822899849736,166.65746059454094,22.04379
branch_Archaeognatha,196.75015985548356,-23.507352431212354,0.0,274.2275734267163,-261.21336871340395,435.21434
branch_Zygentoma,134.76822899849736,166.65746059454094,22.04379,130.75892004854038,320.5195803241189,435.21434
branch_'128',134.76822899849736,166.65746059454094,22.04379,113.18290381566851,119.63369002117983,34.22984
branch_'114',113.18290381566851,119.63369002117983,34.22984,102.0956990604086,-38.62505948070216,52.06434
branch_'112',113.18290381566851,119.63369002117983,34.22984,115.63597849779686,259.08293129371737,69.68434
branch_'32',102.0956990604086,-38.62505948070216,52.06434,210.54033583777147,-7.246602906062079,127.1208
branch_'116',102.0956990604086,-38.62505948070216,52.06434,-10.783819619058242,-133.30701585609506,73.6821
branch_Odonata,115.63597849779686,259.08293129371737,69.68434,175.02335119215698,266.3619046421433,435.21434
branch_Ephemeroptera,115.63597849779686,259.08293129371737,69.68434,57.47514314450088,321.5285785815602,435.21434
branch_'22',210.54033583777147,-7.246602906062079,127.1208,234.0653562470087,-16.242236199716768,127.1208
branch_'15',210.54033583777147,-7.246602906062079,127.1208,230.39317013947942,14.300413017448644,135.91954
branch_'94',-10.783819619058242,-133.30701585609506,73.6821,61.86070508498657,-187.10597786514174,91.21434
branch_'59',-10.783819619058242,-133.30701585609506,73.6821,-128.5801517948898,-117.38083639720551,82.13934
branch_'24',234.0653562470087,-16.242236199716768,127.1208,230.79565640829236,41.98679139773089,150.33742
branch_Plecoptera,234.0653562470087,-16.242236199716768,127.1208,249.9149912500227,-93.52633734335367,435.21434
branch_'16',230.39317013947942,14.300413017448644,135.91954,248.10533031312082,48.64882647093383,135.91954
branch_Orthoptera,230.39317013947942,14.300413017448644,135.91954,218.1793870732816,-17.861595837652473,435.21434
branch_Hymenoptera,61.86070508498657,-187.10597786514174,91.21434,163.98106258528662,-181.59396541540536,435.21434
branch_'9',61.86070508498657,-187.10597786514174,91.21434,9.222228966364447,-213.03517262854956,102.54677000000001
branch_'92',-128.5801517948898,-117.38083639720551,82.13934,-107.85814270179824,-151.79350845596292,96.08670000000001
branch_'61',-128.5801517948898,-117.38083639720551,82.13934,-196.42069375831397,-76.59769255489228,134.15928
branch_Dermaptera,230.79565640829236,41.98679139773089,150.33742,190.22889214977704,168.22767166493207,435.21434
branch_Zoraptera,230.79565640829236,41.98679139773089,150.33742,269.72757074744953,-55.13957507074648,435.21434
branch_'20',248.10533031312082,48.64882647093383,135.91954,237.9162547307584,91.18010877606416,187.23226
branch_'18',248.10533031312082,48.64882647093383,135.91954,265.3792699649398,19.85690954719756,209.72990000000001
branch_'36',9.222228966364447,-213.03517262854956,102.54677000000001,69.93313696078059,-199.18202971839847,113.99424
branch_'39',9.222228966364447,-213.03517262854956,102.54677000000001,-72.54406947550055,-237.25999344406378,135.82423
branch_Hemiptera,-107.85814270179824,-151.79350845596292,96.08670000000001,-215.55078366878615,-188.372807692824,435.21434
branch_Thysanoptera,-107.85814270179824,-151.79350845596292,96.08670000000001,10.195502811735452,-132.42054524848055,435.21434
branch_Phthiraptera-1,-196.42069375831397,-76.59769255489228,134.15928,-231.8604219881254,-103.5999413400001,435.21434
branch_'63',-196.42069375831397,-76.59769255489228,134.15928,-195.2051279598345,-38.682635989880715,180.35806
branch_'27',237.9162547307584,91.18010877606416,187.23226,219.31553059611306,104.5320596744496,193.27236
branch_'21',237.9162547307584,91.18010877606416,187.23226,252.4413486324588,94.84067079973087,214.72294
branch_Blattodea,265.3792699649398,19.85690954719756,209.72990000000001,282.0131351178083,2.450288311676177,435.21434
branch_Mantodea,265.3792699649398,19.85690954719756,209.72990000000001,257.3823746379807,22.8675723208508,435.21434
branch_'14',69.93313696078059,-199.18202971839847,113.99424,99.80744654977511,-154.37777098573557,125.89784
branch_'11',69.93313696078059,-199.18202971839847,113.99424,64.34319056955255,-238.44503128700094,167.7156
branch_'40',-72.54406947550055,-237.25999344406378,135.82423,-62.37392942821972,-253.83261338641077,135.82423
branch_'43',-72.54406947550055,-237.25999344406378,135.82423,-115.42072889952738,-230.37730182792245,188.81217
branch_'103',-195.2051279598345,-38.682635989880715,180.35806,-204.70402107874781,-11.9719116081287,182.42784
branch_Phthiraptera-13,-195.2051279598345,-38.682635989880715,180.35806,-182.72372866195312,-53.113513184564944,435.21434
branch_Phasmatodea,219.31553059611306,104.5320596744496,193.27236,207.0434718484411,82.70738766077152,435.21434
branch_Embioptera,219.31553059611306,104.5320596744496,193.27236,222.28722727646235,133.0327071373204,435.21434
branch_Grylloblattodea,252.4413486324588,94.84067079973087,214.72294,258.9085340413515,79.2230453934098,435.21434
branch_Mantophasmatodea,252.4413486324588,94.84067079973087,214.72294,253.23671017441623,112.28857721788528,435.21434
branch_Coleoptera,99.80744654977511,-154.37777098573557,125.89784,110.69880352994976,-115.00781459981955,435.21434
branch_Strepsiptera,99.80744654977511,-154.37777098573557,125.89784,103.85324436409768,-171.34559800532014,435.21434
branch_Raphidioptera,64.34319056955255,-238.44503128700094,167.7156,49.89617976719839,-265.1150745711832,435.21434
branch_'12',64.34319056955255,-238.44503128700094,167.7156,73.66482065494463,-232.8141972870961,176.71944
branch_'10',-62.37392942821972,-253.83261338641077,135.82423,-38.9253640143263,-251.83753811742562,243.36721
branch_Diptera,-62.37392942821972,-253.83261338641077,135.82423,-86.59956617194607,-264.61276744381564,435.21434
branch_Lepidoptera,-115.42072889952738,-230.37730182792245,188.81217,-142.8667265468115,-234.98142030374692,435.21434
