taxon,x,y,z
Odonata,-0.10978618619012688,-0.8529587779077853,0.5103021815668479
Odonata,-0.014062213153387619,-0.8611210519140289,0.5082054585615006
Lepidoptera,0.7542421968554743,-0.05302463530167661,0.6544517526401409
Hymenoptera,-0.03376350879839473,-0.7075549884423257,0.7058512334791243
Lepidoptera,0.7079246941371572,0.08227671985219688,0.7014792718257437
Hemiptera,0.17430368854021042,-0.7572975754791538,0.6293795407658821
Lepidoptera,-0.6933371218172548,0.7203692149551478,-0.01875712278226813
Lepidoptera,0.38340533169402363,0.1827571782376371,0.9053177151868907
Orthoptera,0.674891932958351,0.2714860742123761,0.6861604698148187
Lepidoptera,0.2989856388601644,-0.6609763837498862,0.6882716090907008
Diptera,-0.322119837258627,-0.4949616199312992,0.8070017380647081
Orthoptera,-0.03915511340664171,-0.7059548959783505,0.7071736434132068
Lepidoptera,0.21913864563108718,-0.6960976957801832,0.6836857844949624
Orthoptera,0.1733589907179758,-0.7593065811900288,0.6272162116039054
Odonata,0.2237091944639822,-0.6451089219341589,0.7306084280606291
Dermaptera,0.6271560540071593,0.27468290064463213,0.7288515541697227
Lepidoptera,0.5387834592623612,-0.03749595783113478,0.8416094326774204
Lepidoptera,-0.06596575802940026,0.8903877098388809,0.45039787403525733
Lepidoptera,-0.0025052687014246273,-0.7792154069574867,0.6267512051753965
Orthoptera,0.13395717219703154,-0.8703804013662335,0.47380737956951363
Lepidoptera,0.23849996604468596,-0.7067310815839037,0.666069774513098
Hymenoptera,0.17352880679243332,-0.6800929824164544,0.7122929793849484
Odonata,0.007597587274909403,-0.8207781941775829,0.5711964921375009
Lepidoptera,0.09301914285583919,-0.8075794235535786,0.5823769515659379
Diptera,0.31677003338203213,-0.6362145633359008,0.703482604866997
Lepidoptera,0.6375108209675208,0.15518832419100956,0.7546499434731999
Orthoptera,0.6416618079516686,0.18645146680045585,0.7439798214630251
Lepidoptera,0.1567961150523382,-0.7928701530056141,0.5888734149011552
Lepidoptera,0.07747729402961717,-0.7660112782421676,0.6381410428076606
Lepidoptera,0.031303060659088784,-0.7450347056154383,0.6662907817326387
Hymenoptera,-0.7937662015038016,0.5629221062358768,0.23033436491585527
Lepidoptera,0.15448181362857358,0.8547370094054775,0.495540123512322
Hymenoptera,0.14994454424340098,-0.8882011325496398,0.43429872413947507
Lepidoptera,0.1306789748181005,-0.786421971667167,0.6037081149194666
Lepidoptera,0.6232971157647276,0.15955976646965087,0.7655333999268237
Orthoptera,-0.339213733020507,-0.6082830204880649,0.7175833124566153
Coleoptera,0.18000780244342823,-0.754894474074619,0.6306595944494084
Lepidoptera,-0.18578600933044406,-0.8445725841666888,0.5021759739484452
Coleoptera,0.7136182732460388,0.09930765608952,0.6934601282924258
Lepidoptera,0.20969588529277877,-0.6829176430020089,0.6997507617486804
Lepidoptera,-0.12147556109514336,-0.8556599837579382,0.5030801926651307
Hymenoptera,0.25667835066266453,-0.6615354689385384,0.7046183702099756
Lepidoptera,0.012378189588854479,-0.72054366452036,0.6932990753939263
Hymenoptera,-0.23840812721105625,-0.8157566579495,0.5269749898152466
Hymenoptera,-0.474385993579456,0.7720253937453612,0.4230067617756864
Coleoptera,0.6224503143751638,0.07603236563286005,0.7789574349799422
Odonata,0.08023947360906808,-0.7650520100548124,0.6389499579669998
Hymenoptera,0.6266141833902715,0.18580684409310186,0.7568556545751012
Lepidoptera,-0.1422146151994567,-0.8829366209300694,0.44743482949392893
Orthoptera,-0.3609391143359414,-0.5408885684301816,0.7597121246129583
Lepidoptera,-0.19115675073035127,-0.9077027728628431,0.37354353533064977
Orthoptera,-0.6212681864415636,0.5285050573038574,0.5785397522382165
Hymenoptera,-0.7381860463003516,0.4002116122604437,-0.5430580323127091
Blattodea,0.6576778477244962,0.026468602003651264,0.7528341528653218
Lepidoptera,0.5959195703332594,-0.02970374174719616,0.8024945815518254
Coleoptera,0.7960778716367314,-0.06320757934582845,0.6018843943844803
Lepidoptera,0.24342096408765518,-0.7019259935142145,0.6693624831671696
Orthoptera,0.19729063212059467,-0.7448645583181603,0.6373799465302844
Orthoptera,-0.615867293067538,0.5300067506123686,0.5829239415523966
Lepidoptera,0.1173412910458141,-0.8609437975181831,0.4949816147400541
Odonata,-0.4185399447465853,-0.6182941343682877,0.665234303127323
Hemiptera,0.41754205860843246,0.2022615234157415,0.8858605451416017
Lepidoptera,0.7377171330222735,0.03899676372417313,0.6739827030899519
Hemiptera,0.28691287915594066,-0.6392007537660179,0.7135148184581754
Lepidoptera,0.22046340099450118,-0.7167224235067841,0.661592666574003
Lepidoptera,0.16460680690423724,0.9600349812459446,0.22635687289077433
Lepidoptera,0.6315885091282141,0.027318455044580508,0.7748223390888888
Hymenoptera,0.6065643328590967,0.10536858535529381,0.7880210475129602
Lepidoptera,-0.4201671562549063,-0.6689616651894735,0.6131474955600746
Hymenoptera,-0.6379825886314614,0.46134130631622117,-0.6165569038536038
Odonata,-0.2569324126637406,-0.6766180401734082,0.6900534494042367
Hymenoptera,-0.12314864726176433,-0.820739308100897,0.5578722065273178
Lepidoptera,-0.49632226120889417,0.5342678688741542,0.6842675334378796
Hemiptera,-0.09724032412707069,-0.8333655419198063,0.5441012708167202
Lepidoptera,0.6077690329498976,-0.6752268596536363,-0.4179539335733483
Lepidoptera,-0.16555260011902007,-0.8518489191144992,0.49693636976708727
Mantodea,-0.13170299753016543,-0.8719607010098476,0.47152821372213194
Odonata,0.6339331919186758,0.018063643169535498,0.773176831636362
Lepidoptera,-0.10430404696099509,-0.8342339070862261,0.5414558652883985
Odonata,-0.3033325881191906,-0.7891729197280601,0.534036931075747
Hemiptera,-0.10316340376775662,-0.8321547788565653,0.5448630434790304
Lepidoptera,0.07255703495302213,-0.8054584113548688,0.5881940362299816
