name,x0,y0,z0,x1,y1,z1
branch_internal1,-18.01679705352415,23.08093344997205,48.895955401967804,-15.148436725312092,10.845333144580524,74.07686030648021
branch_internal2,-18.01679705352415,23.08093344997205,48.895955401967804,-20.885157381736214,35.31653375536358,23.715050497455387
branch_Struthionidae,-15.148436725312092,10.845333144580524,74.07686030648021,3.8097850522160552,26.1326411141563,95.16350867843973
branch_internal4,-15.148436725312092,10.845333144580524,74.07686030648021,-24.228681529259333,-8.115531881478162,81.56959520691444
branch_internal5,-20.885157381736214,35.31653375536358,23.715050497455387,-35.20478443833547,45.35486113538789,23.75184921014322
branch_internal6,-20.885157381736214,35.31653375536358,23.715050497455387,-8.860218587706601,35.06668661965249,3.53352786115762
branch_internal7,-24.228681529259333,-8.115531881478162,81.56959520691444,-18.1979171370509,-10.150963198513256,88.79866153340666
branch_internal8,-24.228681529259333,-8.115531881478162,81.56959520691444,-37.52364176462556,-21.24879258529002,80.3347168007696
branch_Anseriformes,-35.20478443833547,45.35486113538789,23.75184921014322,-44.98198416614618,51.13943966130132,14.187306951512006
branch_Galliformes,-35.20478443833547,45.35486113538789,23.75184921014322,-36.88328635580419,47.60094451349393,33.34583043892469
branch_internal11,-8.860218587706601,35.06668661965249,3.53352786115762,4.407285779764354,28.444739081215722,2.6700535286576077
branch_internal12,-8.860218587706601,35.06668661965249,3.53352786115762,-12.507771919953868,41.48875644952037,-11.74821591538058
branch_internal13,-18.1979171370509,-10.150963198513256,88.79866153340666,-8.014190218974056,-21.32666596337995,91.37900606245488
branch_Rheidae,-18.1979171370509,-10.150963198513256,88.79866153340666,-27.1297761442344,5.761299653551105,94.13684242031589
branch_Dinornithiformes,-37.52364176462556,-21.24879258529002,80.3347168007696,-48.938827572768666,-17.715246135355038,79.43889869164187
branch_Tinamidae,-37.52364176462556,-21.24879258529002,80.3347168007696,-36.224945731542014,-44.64905094026413,80.18124244112268
branch_internal17,-44.98198416614618,51.13943966130132,14.187306951512006,-43.883531916696086,57.749897594868116,11.44287462263517
branch_Anhimidae,-44.98198416614618,51.13943966130132,14.187306951512006,-59.84900421897726,47.83478113990788,6.008637821465115
branch_internal19,-36.88328635580419,47.60094451349393,33.34583043892469,-43.83024857581635,43.03040315589023,36.94647895218129
branch_Megapodiidae,-36.88328635580419,47.60094451349393,33.34583043892469,-27.543018545742196,58.21329128030814,40.13672455520567
branch_internal21,4.407285779764354,28.444739081215722,2.6700535286576077,13.770858358464606,20.48586138179067,4.0247863965772055
branch_internal22,4.407285779764354,28.444739081215722,2.6700535286576077,5.657716695040871,31.106058749891368,0.624541194738
branch_internal23,-12.507771919953868,41.48875644952037,-11.74821591538058,-17.473270028584757,42.611357664193214,-18.717140541359168
branch_internal24,-12.507771919953868,41.48875644952037,-11.74821591538058,-10.46031647712079,45.50381109874185,-17.004686310632554
branch_Casuariidae,-8.014190218974056,-21.32666596337995,91.37900606245488,-5.828243790724497,-43.05416708258042,88.7361582066701
branch_Apterygidae,-8.014190218974056,-21.32666596337995,91.37900606245488,3.3781659102121773,-14.500101864001737,97.46231329030395
branch_Emeidae,-48.938827572768666,-17.715246135355038,79.43889869164187,-57.23541441588439,-16.36295764746358,78.1826589134656
branch_Dinornithidae,-48.938827572768666,-17.715246135355038,79.43889869164187,-55.86248847384376,-14.356139356666516,79.5007143243145
branch_Anatidae,-43.883531916696086,57.749897594868116,11.44287462263517,-37.45249638671701,64.82080516987915,16.487404730497314
branch_Anseranatidae,-43.883531916696086,57.749897594868116,11.44287462263517,-48.84996444740836,59.492933931279474,2.73910140960391
branch_Cracidae,-43.83024857581635,43.03040315589023,36.94647895218129,-39.5507747933119,44.57691093952998,45.604984621590745
branch_internal32,-43.83024857581635,43.03040315589023,36.94647895218129,-51.95550262132875,38.44606539962342,34.631894361140894
branch_internal33,13.770858358464606,20.48586138179067,4.0247863965772055,19.05130080994264,11.04898579159382,-6.978749332963748
branch_internal34,13.770858358464606,20.48586138179067,4.0247863965772055,15.981273969946772,23.555634812447472,16.112108420453836
branch_internal35,5.657716695040871,31.106058749891368,0.624541194738,13.261556412798729,25.205651701418446,5.381809954489207
branch_internal36,5.657716695040871,31.106058749891368,0.624541194738,-0.9457782904957748,39.13552153330481,-5.769137432148893
branch_Columbidae,-17.473270028584757,42.611357664193214,-18.717140541359168,-18.99963123080749,42.2944566359055,-28.96610671400026
branch_Pteroclidae,-17.473270028584757,42.611357664193214,-18.717140541359168,-22.56757297120321,44.42506031204472,-17.76007387002286
branch_Phoenicopteridae,-10.46031647712079,45.50381109874185,-17.004686310632554,-9.514157836813176,49.21702247999869,-16.635479672275547
branch_Podicipedidae,-10.46031647712079,45.50381109874185,-17.004686310632554,-8.6765345269843,47.14400591644696,-24.38252014265886
branch_Numididae,-51.95550262132875,38.44606539962342,34.631894361140894,-60.848743151485735,33.28385284285946,30.08332557098721
branch_internal42,-51.95550262132875,38.44606539962342,34.631894361140894,-53.119761539644486,37.87592272866836,35.50936796240078
branch_internal43,19.05130080994264,11.04898579159382,-6.978749332963748,21.39757331320951,-4.490750541374797,-2.5425421210582595
branch_internal44,19.05130080994264,11.04898579159382,-6.978749332963748,20.929382267858195,19.039221652404954,-20.217785128501998
branch_Charadriiformes,15.981273969946772,23.555634812447472,16.112108420453836,14.802528061702361,33.12766628603795,13.024344591137423
branch_Gruiformes,15.981273969946772,23.555634812447472,16.112108420453836,18.928352367376913,16.439422083382436,28.869729868871552
branch_internal47,13.261556412798729,25.205651701418446,5.381809954489207,-0.4982028414633941,26.39109157391292,2.210563462228607
