,x,y,z,genus,has_sequences,family,superfamily,suborder,order,nb_species
Heliocharis,0.0,0.0,1.0,Heliocharis,True,Dicteriadidae,Calopterygoidea,Zygoptera,Odonata,1
Dicterias,0.17727540697413943,-0.9194781697167576,0.35090358433118723,Dicterias,False,Dicteriadidae,Calopterygoidea,Zygoptera,Odonata,1
