,x,y,z,genus,has_sequences,family,superfamily,suborder,order,nb_species
Euphaea,0.025730747907131,0.984575243412384,0.173059292358383,Euphaea,True,Euphaeidae,Calopterygoidea,Zygoptera,Odonata,35
Cryptophaea,0.0999819030166228,-0.993145932536059,0.0605373913895876,Cryptophaea,True,Euphaeidae,Calopterygoidea,Zygoptera,Odonata,3
Bayadera,0.949233538706225,0.0101107988524328,0.314409702047859,Bayadera,True,Euphaeidae,Calopterygoidea,Zygoptera,Odonata,17
Anisopleura,-0.189518571193441,0.0605229187275226,0.980010044581941,Anisopleura,True,Euphaeidae,Calopterygoidea,Zygoptera,Odonata,11
Epallage,0.541204662644432,0.187048329719227,-0.819823417255919,Epallage,True,Euphaeidae,Calopterygoidea,Zygoptera,Odonata,1
Dysphaea,-0.956747597541169,0.0165129332736637,-0.290450267057721,Dysphaea,True,Euphaeidae,Calopterygoidea,Zygoptera,Odonata,9
Schmidtiphaea,0.4633054538561459,-0.5701681644676823,0.6784219340902126,Schmidtiphaea,False,Euphaeidae,Calopterygoidea,Zygoptera,Odonata,1
Cyclophaea,-0.2648944245477211,-0.5476474498520627,-0.7936707217190666,Cyclophaea,False,Euphaeidae,Calopterygoidea,Zygoptera,Odonata,1
Heterophaea,-0.10036362895476626,0.7562765714372641,-0.6465082284690016,Heterophaea,False,Euphaeidae,Calopterygoidea,Zygoptera,Odonata,1
