,x,y,z,genus,has_sequences,family,superfamily,suborder,order,nb_species
Bornargiolestes,0.241597256782642,0.970376610144279,0.0,Bornargiolestes,True,Rhipidolestidae,Calopterygoidea,Zygoptera,Odonata,3
Burmargiolestes,-0.96184964831077,-0.273578606700976,0.0,Burmargiolestes,True,Rhipidolestidae,Calopterygoidea,Zygoptera,Odonata,2
Agriomorpha,0.742748167448929,-0.66957087731715,0.0,Agriomorpha,True,Rhipidolestidae,Calopterygoidea,Zygoptera,Odonata,2
Rhipidolestes,-0.24094722096808527,-0.9518335032383085,-0.18962441514964692,Rhipidolestes,False,Rhipidolestidae,Calopterygoidea,Zygoptera,Odonata,23
