,x,y,z,genus,has_sequences,family,superfamily,suborder,order,nb_species
Diphlebia,1,0,0,Diphlebia,True,Lestoideidae,Calopterygoidea,Zygoptera,Odonata,5
Lestoidea,-1,0,0,Lestoidea,True,Lestoideidae,Calopterygoidea,Zygoptera,Odonata,4
