taxId	scientific name	common name
74137	Uaru amphiacanthoides	uaru
161624	Passerculus sandwichensis	Savannah sparrow
161624	Passerculus sandwichensis	Grasammer
1582325	Lavia frons	yellow-winged bat
997982	Pseudocheilinus ocellatus	whitebarred wrasse
34945	Vireo gilvus	warbling vireo
980344	Stichaeus punctatus	Arctic shanny
482919	Orthopristis chrysoptera	pigfish
1581701	Eugerres mexicanus	Mexican mojarra
938399	Prognichthys occidentalis	bluntnose flyingfish
557338	Bothrocara brunneum	twoline eelpout
281732	Tethya aurantium	orange puffball sponge
39313	Gonyosoma oxycephalum	red-tailed green ratsnake
1003703	Chaetodon mitratus	Indian butterflyfish
337444	Columba janthina	Japanese wood-pigeon
255718	Liparis gibbus	variegated snailfish
512457	Microhyla achatina	Java chorus frog
512457	Microhyla achatina	Java rice frog
512457	Microhyla achatina	Javanese narrow-mouthed frog
480298	Rhinecanthus verrucosus	blackbelly triggerfish
1459831	Hydrolagus affinis	small-eyed rabbitfish
109917	Heniochus acuminatus	pennant coralfish
318254	Aparasphenodon brunoi	Bruno's bony-headed frog
318254	Aparasphenodon brunoi	Bruno's casque-headed frog
473299	Bolinichthys indicus	lanternfish
443783	Glaucosoma magnificum	threadfin pearl-perch
1793888	Scutiger jiulongensis	Jiulong cat-eyed toad
123245	Bolinichthys longipes	popeye lanternfish
255217	Balaenoptera omurai	Omura's baleen whale
80722	Trisopterus minutus	poor cod
2784303	Scapharca inaequivalvis	ark clam
473320	Maulisia argipalla	palegold searsid
61452	Neofelis nebulosa	Clouded leopard
211599	Charadrius morinellus	eurasian dotterel
10068	Acomys cahirinus	Cairo spiny mouse
10068	Acomys cahirinus	Egyptian spiny mouse
1873076	Aselliscus dongbacana	Dong Bac's trident bat
34770	Rhizoprionodon acutus	milk shark
1230717	Platycephalus orbitalis	Western Australian flathead
1077477	Gambusia aurata	golden gambusia
200927	Adelphobates quinquevittatus	Rio Madeira poison frog
319774	Citharichthys sordidus	Pacific sanddab
9411	Macroderma gigas	Australian ghost bat
9411	Macroderma gigas	Australian giant false vampire
9411	Macroderma gigas	Australian false vampire bat
156697	Notropis edwardraneyi	fluvial shiner
2291932	Kassina cassinoides	silver running frog
2291932	Kassina cassinoides	large running frog
256424	Esox reichertii	Amur pike
318676	Australoheros facetus	chameleon cichlid
238055	Naso brevirostris	spotted unicornfish
332664	Dacnomys millardi	Millard's rat
123382	Myrmotherula axillaris	white-fronted antwren
722517	Acyrtops beryllinus	emerald clingfisn
77229	Balionycteris maculata	spotted-winged fruit bat
34943	Cyclarhis gujanensis	rufous-browed peppershrike
2033029	Crossobamon eversmanni	Comb-toed gecko
156692	Notropis amabilis	Texas shiner
548488	Oryzoborus maximiliani	Great-billed seed-finch
40692	Trematomus loennbergii	deepwater notothen
116994	Paroaria dominicana	red-cowled cardinal
9490	Saguinus oedipus	cotton-top tamarin
87712	Cyprinella camura	bluntface shiner
530183	Transandinomys bolivaris	Bolivar rice rat
111854	Notropis potteri	chub shiner
301907	Cyprogenia stegaria	fanshell
43645	Uma notata	Colorado Desert fringe-toed lizard
1146990	Sebastapistes tinkhami	darkspotted scorpionfish
190274	Rana septentrionalis	mink frog
273521	Bipes canaliculatus	four-toed worm lizard
9358	Choloepus hoffmanni	Hoffmann's two-fingered sloth
9358	Choloepus hoffmanni	Hoffmann's two-toed sloth
1394729	Lepus microtis	African Savanna hare
115645	Ducula bicolor	pied imperial-pigeon
1218181	Carangoides dinema	shadow trevally
1405662	Atrosalarias holomelas	brown coral blenny
466162	Phyllomys lundi	Lund's Atlantic tree-rat
461258	Upeneus parvus	dwarf goatfish
86361	Gymnura marmorata	California butterfly ray
2025579	Lonchura flaviprymna	Yellow-rumped munia
158451	Macropodus opercularis	paradise fish
310914	Kryptopterus bicirrhis	glass catfish
552617	Carpodacus vinaceus	Vinaceous rosefinch
140016	Herpestes javanicus	small Asian mongoose
135175	Hylocharis chrysura	gilded hummingbird
464755	Tor tor	Tor mahseer
100202	Rhacochilus toxotes	rubberlip seaperch
125286	Cyanoptila cyanomelana	blue-and-white flycatcher
1647188	Macrodontogobius wilburi	largetooth goby
135773	Nannoperca variegata	golden pygmy perch
187002	Coelops frithii	East Asian tailless leaf-nosed bat
125948	Oreothlypis gutturalis	flame-throated warbler
59666	Sparisoma viride	stoplight parrotfish
335007	Squatina australis	Australian angelshark
188105	Scarus flavipectoralis	yellowfin parrotfish
1368618	Mulloidichthys dentatus	Mexican goatfish
194199	Pseudacris ocularis	black-spotted tree frog
194199	Pseudacris ocularis	least tree frog
194199	Pseudacris ocularis	little grass frog
69304	Eudorcas rufifrons	Red-fronted gazelle
201707	Sebastes serriceps	treefish
163808	Percina aurantiaca	tangerine darter
152499	Osteocephalus buckleyi	Buckley's slender-legged treefrog
721932	Cyclopsetta fimbriata	spotfin flounder
42716	Didelphis albiventris	white-eared opossum
109717	Apolemichthys trimaculatus	threespot angelfish
552922	Nesillas typica	common tsikiriti
552922	Nesillas typica	Madagascan brush warbler
552922	Nesillas typica	Malagasy brush warbler
54769	Acanthis flammea	common redpoll
54769	Acanthis flammea	redpoll
479879	Adenomera andreae	lowland tropical bullfrog
1343486	Dinopium benghalense	black-rumped flameback
1001577	Lichonycteris obscura	Dark long-tongued bat
43106	Ambystoma annulatum	ringed salamander
175439	Zebrasoma flavescens	yellow sailfin tang
175439	Zebrasoma flavescens	somber surgeonfish
175439	Zebrasoma flavescens	yellow tang
175439	Zebrasoma flavescens	lemon sailfin
109674	Falcipennis canadensis	siberian grouse
109674	Falcipennis canadensis	spruce grouse
342359	Ispidina lecontei	dwarf kingfisher
291265	Hemidactylium scutatum	four-toed salamander
8590	Coluber constrictor	Eastern racer
1311540	Coccotropsis gymnoderma	smoothskin scorpionfish
166737	Cabillus tongarevae	Tongareva goby
111856	Notropis sabinae	Sabine shiner
59473	Pipistrellus nathusii	Nathusius's pipistrelle
491955	Saxicola caprata	pied bush chat
491955	Saxicola caprata	pied bushchat
1329248	Torquigener flavimaculosus	dwarf blaasop
490279	Pterois lunulata	luna lion fish
248777	Callulina kreffti	Krefft's secret frog
258929	Lasiurus seminolus	Seminole bat
547475	Catostomus wigginsi	Opata sucker
278164	Alosa alosa	allis shad
57074	Psittacula derbiana	Derbyan parakeet
303001	Puntius chola	swamp barb
313182	Trichogaster labiosa	thick lipped gourami
334936	Lepidotrigla mulhalli	rough-snouted grunard
109478	Myotis brandtii	Brandt's bat
1110371	Acanthemblemaria maria	secretary blenny
1414485	Serranus novemcinctus	barred rockcod
73865	Trichys fasciculata	long-tailed porcupine
1411154	Datnioides pulcher	Siamese tiger fish
1411154	Datnioides pulcher	Siamese tigerfish
1411154	Datnioides pulcher	Siamese tiger perch
1078881	Eutropiichthys murius	murius vacha
1078881	Eutropiichthys murius	muri bacha
135723	Solea aegyptiaca	Egyptian sole
59528	Connochaetes gnou	black wildebeest
641111	Pleuronectes quadrituberculatus	Alaska plaice
242384	Chaerephon pumilus	little free-tailed bat
42416	Sigmodon mascotensis	Jaliscan cotton rat
930274	Tropiocolotes somalicus	Parker's pigmy gecko
586772	Amblygobius decussatus	orange-striped goby
80950	Dascyllus melanurus	blacktail humbug
101364	Carassius gibelio	silver crucian carp
101364	Carassius gibelio	gibel carp
101364	Carassius gibelio	Prussian carp
48913	Diplodus annularis	annular seabream
9423	Phyllostomus hastatus	greater spear-nosed bat
206126	Spinachia spinachia	sea stickleback
229119	Chrysiptera glauca	grey demoiselle
1311429	Choerodon jordani	Jordan's tuskfish
313238	Trichogaster pectoralis	snakeskin gourami
72055	Sebastes alutus	Pacific ocean perch
57412	Colius striatus	speckled mousebird
1385682	Ophiclinus gabrieli	frosted snake-blenny
223773	Geranoaetus melanoleucus	black-chested buzzard-eagle
185689	Haematopus ater	blackish oystercatcher
490270	Pempheris oualensis	silver sweeper
109485	Hypsugo savii	Savi's pipistrelle
192379	Pleurogrammus monopterygius	Atka mackerel
61316	Hypentelium nigricans	northern hog sucker
498363	Ambassis jacksoniensis	Port Jackson perchlet
586847	Pervagor nigrolineatus	blacklined filefish
318094	Paragorgia arborea	bubblegum coral
43179	Ictidomys tridecemlineatus	thirteen-lined ground squirrel
315322	Amblyraja hyperborea	Arctic skate
2546037	Lampris australensis	southern spotted opah
274743	Zaniolepis frenata	shortspine combfish
322124	Syncrossus hymenophysa	tiger loach
1154648	Dactyloscopus foraminosus	reticulate stargazer
52644	Haliaeetus leucocephalus	bald eagle
875789	Microlepidotus inornatus	wavyline grunt
314002	Anisotremus davidsonii	xantic sargo
481707	Eremitalpa granti	Grant's golden mole
13458	Cratogeomys fumosus	smoky pocket gopher
990599	Kyphosus bigibbus	brown chub
327782	Pseudogramma polyacantha	honeycomb podge
263451	Lophostoma silvicolum	D'Orbigny's round-eared bat
263451	Lophostoma silvicolum	white-throated round-eared bat
1277445	Stenodactylus affinis	Iranian short-fingered gecko
316373	Nectamia savayensis	Samoan cardinalfish
40191	Oreochromis esculentus	Singida tilapia
459051	Oligocottus rubellio	rosy sculpin
48441	Cyclothone acclinidens	benttooth bristlemouth
73815	Manis tetradactyla	long-tailed pangolin
241301	Halichoeres papilionaceus	seagrass wrasse
1699786	Cyrtodactylus otai	Otas bent-toed gecko
414352	Bombina lichuanensis	Lichuan bell toad
46550	Diomedea exulans	Wandering albatross
137534	Phytotoma rutila	white-tipped plantcutter
172145	Evermannella indica	Indian sabertooth
39621	Acrocephalus arundinaceus	great reed warbler
2039370	Eremias multiocellata yarkandensis	Yarkend racerunner
1742756	Oceanodroma monorhis	Swinhoe's storm-petrel
274524	Spelaeophryne methneri	African striped frog
181445	Allocyttus niger	black oreo
102305	Lima lima	spiny fileclam
543397	Bivetiella cancellata	cancellate nutmeg
1137481	Cercopithecus kandti	golden monkey
229069	Amphiprion allardi	twobar anemonefish
454008	Carangoides hedlandensis	bumpnose trevally
1001915	Hypselobarbus thomassi	red canarese barb
1001915	Hypselobarbus thomassi	Nilgiri shark
306559	Symphysodon discus	red discus
461400	Aeorestes egregius	big red bat
461400	Aeorestes egregius	giant red bat
1766071	Dendropsophus microps	Nova Friburgo treefrog
1478000	Trimma cheni	face-stripe pygmy goby
135985	Zosterops nigrorum	yellowish white-eye
575525	Proedromys bedfordi	Duke of Bedford's vole
1073286	Capricornis milneedwardsii	Chinese serow
6511	Dolabella auricularia	sea hare
9767	Balaenoptera acutorostrata	lesser rorqual
9767	Balaenoptera acutorostrata	minke whale
2036878	Paraliparis calidus	lowfin snailfish
8284	Leuciscus cephalus	European chub
8284	Leuciscus cephalus	chub
1156108	Fowleria vaiulae	mottled cardinalfish
865996	Onychostoma alticorpus	Taiwan ku fish
700664	Rouleina attrita	softskin smooth-head
309862	Cyanoliseus patagonus	burrowing parakeet
2609502	Tilodon sexfasciatus	moonlighter
258906	Eptesicus hottentotus	long-tailed house bat
6289	Haemonchus contortus	barber pole worm
6289	Haemonchus contortus	red stomach worm
215358	Larimichthys crocea	large yellow croaker
215358	Larimichthys crocea	croceine croaker
161857	Anodonthyla montana	mountain climbing frog
255533	Podothecus sachi	tokubire
164309	Lepadogaster purpurea	Cornish sucker
392931	Rudarius ercodes	whitespotted pygmy filefish
61976	Psephurus gladius	Chinese swordfish
9284	Antechinus swainsonii	dusky antechinus
7994	Astyanax mexicanus	blind cave fish
7994	Astyanax mexicanus	Mexican tetra
1351678	Prunella rubeculoides	robin accentor
40500	Lutjanus vivanus	silk snapper
1310123	Microcebus tanosi	Anosy mouse lemur
241823	Liparis fabricii	gelatinous snailfish
1720248	Leptophis depressirostris	Cope's parrot snake
123377	Formicarius analis	black-faced antthrush
753914	Craterocephalus stramineus	strawman
753914	Craterocephalus stramineus	blackmast
61405	Leptailurus serval	serval
445506	Pseudotropheus crabro	bumblebee mouthbrooder
445506	Pseudotropheus crabro	bumblebee mbuna
36226	Cercopithecus mona	Mona monkey
425481	Lepidocephalichthys berdmorei	Burmese loach
48444	Cyclothone braueri	garrick
1662459	Oxynoemacheilus kiabii	Kiabi loach
586802	Cirrhilabrus flavidorsalis	yellowfin fairy wrasse
43327	Thrichomys apereoides	common punare
43327	Thrichomys apereoides	punare
101701	Testudo marginata	marginated tortoise
109291	Hippocampus trimaculatus	longnose seahorse
1155779	Symphurus megasomus	giant tonguefish
443774	Chrysochir aureus	yellowfin corvina
443774	Chrysochir aureus	golden corvina
443774	Chrysochir aureus	yellow croaker
163820	Percina lenticula	freckled darter
146130	Rhizomys sinensis	Chinese bamboo rat
247964	Eupsophus nahuelbutensis	Nahuelbuta ground frog
63521	Piranga roseogularis	rose-throated tanager
103940	Gloydius monticola	Likiang pitviper
300223	Arothron mappa	map puffer
163143	Kyphosus vaigiensis	brassy chub
166741	Chaenogobius annularis	forktongue goby
181614	Nocomis micropogon	river chub
1091512	Styloctenium mindorensis	Mindoro stripe-faced fruit bat
30611	Otolemur garnettii	small-eared galago
56236	Scotinomys teguina	Alston's brown mouse
30548	Mephitis mephitis	striped skunk
1179784	Polypedates teraiensis	Terai tree frog
255371	Hylopezus berlepschi	Amazonian antpitta
321389	Aelurostrongylus abstrusus	cat lungworm
75847	Anas georgica	yellow-billed pintail
42892	Engraulis japonicus	Japanese anchovy
1651215	Emberiza siemsseni	slaty bunting
8127	Oreochromis mossambicus	Hawaiian sunfish
8127	Oreochromis mossambicus	largemouth tilapia
8127	Oreochromis mossambicus	Java tilapia
8127	Oreochromis mossambicus	Mozambique cichlid
8127	Oreochromis mossambicus	Hawaiian perch
8127	Oreochromis mossambicus	Mozambique tilapia
2021860	Peucaea cassinii	Cassin's Sparrow
146632	Petauroides volans	greater glider
48167	Capra falconeri	markhor
98816	Pagrus caeruleostictus	bluespotted sunbreak
1658243	Afrixalus uluguruensis	Uluguru banana frog
84099	Paleosuchus palpebrosus	Cuvier's dwarf caiman
2589287	Aseraggodes whitakeri	Whitaker's sole
30594	Brachyteles arachnoides	muriqui
30594	Brachyteles arachnoides	woolly spider monkey
107234	Elminia nigromitrata	dusky crested-flycatcher
356180	Eleutherodactylus planirostris	greenhouse frog
63828	Gobiesox maeandricus	northern clingfish
109703	Chaetodon rafflesii	latticed butterflyfish
372798	Nesiarchus nasutus	black gemfish
75284	Noturus funebris	black madtom
83753	Rattus baluensis	summit rat
179365	Selene brownii	Caribbean moonfish
1109079	Mitu tomentosum	crestless curassow
1109079	Mitu tomentosum	lesser razor-billed curassow
99856	Spermophilus relictus	Tien Shan ground squirrel
241271	Cheilinus undulatus	humphead wrasse
117201	Aphelocephala leucopsis	southern whiteface
109709	Chaetodon vagabundus	vagabond butterflyfish
118237	Trapelus ruderatus	Baluch ground agama
1655506	Hyosciurus ileile	lowland long-nosed squirrel
255366	Chamaeza campanisona	short-tailed antthrush
52273	Scorpaenichthys marmoratus	cabezon
127826	Trachurus trecae	Cunene horse mackerel
146480	Ammodytes marinus	lesser sand-eel
211833	Lutjanus stellatus	star snapper
586782	Bodianus anthioides	lyretail hogfish
1856568	Cirrhilabrus bathyphilus	Deepwater wrasse
2578404	Pleuroscopus pseudodorsalis	scaly stargazer
61384	Lynx rufus	bobcat
690870	Zapteryx brevirostris	lesser guitarfish
546532	Pinguipes chilensis	Chilean sandperch
301910	Fusconaia cuneolus	finerayed pigtoe
163812	Percina brevicauda	coal darter
86248	Ophiocara porocephala	northern mud gudgeon
274812	Labrisomus multiporosus	porehead blenny
356328	Scythrophrys sawayae	Banhado frog
940466	Forbesichthys agassizii	spring cavefish
1581699	Eucinostomus dowii	Pacific spotfin mojarra
1581699	Eucinostomus dowii	Dow's mojarra
33790	Channa gachua	dwarf snakehead
33790	Channa gachua	red-tailed snakehead
320395	Genyonemus lineatus	white croaker
983944	Parambassis baculis	Himalayan glassy perchlet
75567	Lophocebus albigena	gray-cheeked mangabey
2057075	Diagramma melanacrum	blackfin slatey
9310	Potorous tridactylus	long-nosed potoroo
9310	Potorous tridactylus	long-nosed rat kangaroo
9310	Potorous tridactylus	potoroo
756482	Hoplerythrinus unitaeniatus	yarrow
756482	Hoplerythrinus unitaeniatus	Erythrinus unitaeniatus
756482	Hoplerythrinus unitaeniatus	aimara
90719	Acanthis hornemanni	hoary redpoll
80808	Tanakia tanago	Tokyo bitterling
36231	Miopithecus talapoin	talapoin
68294	Corvus kubaryi	Mariana crow
369483	Petroica multicolor	Norfolk robin
875785	Bellator xenisma	splitnose searobin
1816318	Laudakia wui	Wuis rock agama
990585	Dipturus springeri	roughbelly skate
104632	Lampetra hubbsi	Kern brook lamprey
9735	Stenella attenuata	bridled dolphin
9735	Stenella attenuata	pantropical spotted dolphin
585464	Ardea intermedia	Intermediate egret
206132	Scorpaena onaria	western scorpionfish
206132	Scorpaena onaria	ornate scorpionfish
580874	Jaydia queketti	spotfin cardinal
118090	Bronchocela cristatella	Green crested lizard
1311420	Caesio teres	yellow and blueback fusilier
864060	Peromyscus grandis	Large deermouse
2590924	Bufotes variabilis	variable toad
882816	Chauliodus danae	Dana viperfish
1231135	Sebastes crocotulus	sunset rockfish
642422	Acanthemblemaria rivasi	spotjaw blenny
1003766	Oplegnathus robinsoni	Natal knifejaw
1204393	Garra bicornuta	rhino garra
1204393	Garra bicornuta	tunga garra
94196	Viverricula indica	small Indian civet
1129777	Acanthopagrus pacificus	Pacific sunbream
12964	Bathydraco marri	deepwater dragon
27787	Eretmochelys imbricata	hawksbill sea turtle
27787	Eretmochelys imbricata	hawksbill turtle
160721	Epinephelus itajara	itajara
160721	Epinephelus itajara	jewfish
1586389	Entomacrodus vermiculatus	vermiculated blenny
906897	Dipturus pullopunctatus	slime skate
360509	Plectorhinchus cinctus	crescent sweetlips
119608	Larus vegae	Vega gull
119608	Larus vegae	East Siberian gull
150323	Ptereleotris evides	sailfin hovergoby
150323	Ptereleotris evides	blackfin dartfish
150323	Ptereleotris evides	arrow goby
150323	Ptereleotris evides	scissortail dartfish
150323	Ptereleotris evides	scissortail
150323	Ptereleotris evides	spottail gudgeon
322115	Yasuhikotakia modesta	redtail botia
121031	Barbatia domingensis	white miniature ark
1795284	Liurana xizangensis	Xizang papillae-tongued frog
1795284	Liurana xizangensis	Xizang eastern frog
1630612	Charadrius tricollaris	three-banded plover
445359	Nemipterus mesoprion	mauvelip threadfin bream
9515	Sapajus apella	brown-capped capuchin
9515	Sapajus apella	black-capped capuchin
9515	Sapajus apella	brown capuchin
9515	Sapajus apella	tufted capuchin
384900	Ameerega flavopicta	yellow-spotted frog
69081	Maxomys surifer	red spiny rat
69081	Maxomys surifer	Indomalayan maxomys
7719	Ciona intestinalis	vase tunicate
7719	Ciona intestinalis	sea vase
7719	Ciona intestinalis	yellow sea squirt
9521	Saimiri sciureus	common squirrel monkey
9521	Saimiri sciureus	South American squirrel monkey
997024	Herklotsichthys quadrimaculatus	spotted herring
997024	Herklotsichthys quadrimaculatus	fourspot herring
997024	Herklotsichthys quadrimaculatus	goldspot herring
997024	Herklotsichthys quadrimaculatus	fourspot sardine
997024	Herklotsichthys quadrimaculatus	bluestripe herring
997024	Herklotsichthys quadrimaculatus	goldspot sardine
137535	Picumnus cirratus	white-barred piculet
296133	Aramides ypecaha	giant wood-rail
1150470	Thryssa dussumieri	Dussumier's thryssa
163991	Hypostomus plecostomus	suckermouth catfish
722650	Calamanthus fuliginosus	Striated Calamanthus
2578259	Centriscus cristatus	smooth razorfish
1405177	Halmaheramys bokimekot	spiny Boki Mekot rat
586850	Pomacentrus alleni	Andaman damsel
1250658	Chilatherina fasciata	barred rainbowfish
36792	Lythrurus bellus	pretty shiner
208071	Sylvia cantillans	subalpine warbler
208071	Sylvia cantillans	Eastern subalpine warbler
458026	Opisthoproctus grimaldii	flatiron fish
458026	Opisthoproctus grimaldii	mirrorbelly
458026	Opisthoproctus grimaldii	Grimaldi's barreleye
163149	Girella punctata	smallscale blackfish
163149	Girella punctata	largescale blackfish
109924	Hemitaurichthys zoster	brown-and-white butterflyfish
1154647	Citharichthys spilopterus	bay whiff
36247	Gyps fulvus	griffon vulture
36247	Gyps fulvus	Eurasian griffon
2600353	Chilomeniscus stramineus	Variable sandsnake
371820	Noturus stanauli	pygmy madtom
68444	Polypedates leucomystax	Java whipping frog
163632	Bathygobius curacao	notchtongue goby
445782	Oreolalax xiangchengensis	Xiangcheng lazy toad
445782	Oreolalax xiangchengensis	Xiangcheng toothed toad
1868730	Rouleina maderensis	Madeiran smooth-head
53275	Rhizomys pruinosus	hoary bamboo rat
361172	Paraminabea aldersladei	Alderslade's carrot coral
303978	Arnoldichthys spilopterus	Niger tetra
302046	Taractes asper	rough pomfret
1736624	Calomyscus grandis	noble calomyscus
173313	Caranx caballus	green jack
58060	Cynopterus brachyotis	lesser short-nosed fruit bat
135981	Zosterops erythropleurus	chestnut-flanked white-eye
646025	Microspathodon dorsalis	giant dameslfish
279942	Charadrius melodus	piping plover
946209	Niviventer tenaster	Indochinese mountain Niviventer
86220	Rhyacichthys aspro	loach goby
179372	Lepidorhombus boscii	fourspotted megrim
1498866	Micrixalus elegans	elegant bush frog
1498866	Micrixalus elegans	elegant torrent frog
1498866	Micrixalus elegans	elegant bubble-nest frog
1498866	Micrixalus elegans	crimson bush frog
41893	Petrogale assimilis	allied rock wallaby
6558	Barbatia reeveana	low-rib ark
447333	Phelsuma grandis	Madagascar giant day gecko
161932	Otaria byronia	South American sea lion
320412	Peprilus simillimus	Pacific pompano
320412	Peprilus simillimus	California pompano
990558	Atherina breviceps	Cape silverside
9883	Hydropotes inermis	Chinese water deer
257483	Campylorhynchus rufinucha	rufous-naped wren
91798	Lepus comus	Yunnan hare
1609597	Paraploactis kagoshimensis	Kagoshima velvetfish
1609597	Paraploactis kagoshimensis	phantom velvetfish
555363	Trichothraupis melanops	black-goggled tanager
72101	Sebastes saxicola	stripetail rockfish
445775	Oreolalax multipunctatus	spotted toothed toad
445775	Oreolalax multipunctatus	dotted lazy toad
2048730	Dibranchus erinaceus	hedgehog batfish
105149	Neotoma mexicana	Mexican woodrat
492023	Alepocephalus agassizii	Agassiz' slickhead
32542	Dasycercus cristicauda	Crest-tailed Mulgara
1908552	Raiamas moorii	Lake Rukwa minnow
1622141	Rosenblattichthys volucris	chubby pearleye
71760	Chrosomus erythrogaster	southern redbelly dace
73322	Regulus ignicapilla	Firecrest
288698	Chaerephon nigeriae	Nigerian free-tailed bat
356177	Strabomantis bufoniformis	rusty robber frog
222834	Hypoplectrus indigo	indigo hamlet
44530	Elusor macrurus	Mary River turtle
65626	Onychogalea unguifera	northern nail-tailed wallaby
329145	Peltocephalus dumerilianus	big-headed amazon river turtle
317495	Halichoeres nigrescens	bubblefin wrasse
202061	Harpagifer georgianus	South Georgia spiny plunderfish
990556	Argyrops filamentosus	soldierbream
990556	Argyrops filamentosus	soldier bream
1213718	Urobatis maculatus	spotted round ray
1213718	Urobatis maculatus	Cortez round ray
1213718	Urobatis maculatus	Cortez round stingray
32544	Dasyuroides byrnei	kowari
153211	Synaptura lusitanica	Portuguese sole
1231345	Citharichthys arenaceus	sand whiff
1079950	Millerigobius macrocephalus	large-headed goby
164971	Paramesotriton guanxiensis	Guangxi salamander
164971	Paramesotriton guanxiensis	Guangxi warty newt
310364	Etheostoma acuticeps	sharphead darter
1046056	Fistularia tabacaria	cornetfish
904183	Chelydra rossignonii	Yucatan snapping turtle
329023	Brevoortia smithi	yellowfin menhaden
1206906	Hoplolatilus cuniculus	dusky tilefish
691897	Poropanchax normani	Norman's lampeye
252800	Spizaetus melanoleucus	black-and-white hawk-eagle
265644	Melanopareia torquata	collared crescent-chest
119722	Lethrinus rubrioperculatus	spotcheek emperor
66434	Madoqua kirkii	Kirk's dik-dik
294742	Setophaga cerulea	cerulean warbler
1382215	Brachypleura novaezeelandiae	yellow-dappled flounder
1382215	Brachypleura novaezeelandiae	yellow-dabbled flounder
1382215	Brachypleura novaezeelandiae	yellow citharid
126827	Otus scops	Eurasian scops-owl
1227137	Pachypterus atherinoides	Indian topasi
1227137	Pachypterus atherinoides	dwarf iridescent shark
376634	Poroderma pantherinum	leopard catshark
318738	Vieja synspila	redhead cichlid
7670	Strongylocentrotus pallidus	pale sea urchin
7670	Strongylocentrotus pallidus	pale urchin
269180	Hypopyrrhus pyrohypogaster	red-bellied grackle
2578245	Apristurus saldanha	Saldanha catshark
756882	Lepilemur hubbardorum	Hubbard's sportive lemur
317921	Delminichthys ghetaldii	Popovo minnow
98813	Dentex gibbosus	pink dentex
266796	Probarbus jullieni	seven-line barb
266796	Probarbus jullieni	isok barb
703286	Cyanocorax sanblasianus	San Blas jay
8364	Xenopus tropicalis	tropical clawed frog
8364	Xenopus tropicalis	western clawed frog
1806871	Scolopsis taeniata	banded monocle bream
1806871	Scolopsis taeniata	black-streaked monocle
237563	Serranus tortugarum	chalk bass
141839	Probosciger aterrimus	goliath cockatoo
141839	Probosciger aterrimus	palm cockatoo
80723	Trisopterus esmarkii	Norway pout
137526	Gubernetes yetapa	steamer-tailed tyrant
80948	Abudefduf sexfasciatus	scissortail sergeant
1002203	Notropis spectrunculus	mirror shiner
80953	Pomacentrus bankanensis	speckled damselfish
106299	Azumapecten farreri	Farrer's scallop
120836	Melanotaenia goldiei	Goldie River rainbowfish
764558	Polypterus weeksii	mottled bichir
316141	Psenes maculatus	silver driftfish
218803	Equulites elongatus	slender ponyfish
990631	Pseudanthias cooperi	red-bar anthias
91957	Etheostoma neopterum	lollipop darter
464749	Bathyraja shuntovi	narrownose skate
100182	Lepus granatensis	Granada hare
324337	Hynobius hidamontanus	Ochikura swamp salamander
460153	Potamotrygon falkneri	largespot river stingray
1230805	Thysanophrys chiltonae	longsnout flathead
1230805	Thysanophrys chiltonae	long snout crocodilefish
1230805	Thysanophrys chiltonae	small crocodilefish
665117	Amphiglossus frontoparietalis	Boulenger's tree skink
7965	Hypophthalmichthys nobilis	bighead carp
7965	Hypophthalmichthys nobilis	noble carp
7965	Hypophthalmichthys nobilis	silver carp
242984	Skiffia bilineata	twoline skiffia
591326	Genidens genidens	Guri sea catfish
887134	Rexea prometheoides	northern gemfish
887134	Rexea prometheoides	Prometheus gemfish
887134	Rexea prometheoides	southern kingfish
887134	Rexea prometheoides	silver gemfish
887134	Rexea prometheoides	royal escolar
113391	Hynobius leechii	Manchurian salamander
113391	Hynobius leechii	Gensan salamander
9829	Pecari tajacu	collared peccary
317480	Coris dorsomacula	pale-barred coris
394703	Sebastes proriger	redstripe rockfish
52126	Pagodroma nivea	lesser snow-petrel
160709	Cephalopholis urodeta	darkfin hind
1247384	Sicista subtilis	Southern birch mouse
2861788	Aramides cajaneus	grey-necked wood-rail
1170833	Montivipera latifii	Latifi's viper
38629	Microperoryctes longicauda	striped bandicoot
40504	Lutjanus buccanella	blackfin snapper
86213	Gunnellichthys monostigma	onespot wormfish
504331	Thraupis palmarum	Palm tanager
559557	Mesonychoteuthis hamiltoni	colossal squid
241545	Microcerculus marginatus	southern nightingale-wren
67559	Semotilus thoreauianus	Dixie chub
2034714	Caprimulgus nubicus	Nubian nightjar
203558	Turdus grayi	Yigirro
203558	Turdus grayi	Clay-colored Robin
1752861	Egretta gularis	Western reef-egret
498364	Ambassis marianus	estuary perchlet
40217	Junco hyemalis	dark-eyed junco
1245217	Alburnus istanbulensis	Thracian shemaya
158779	Tilapia mariae	spotted tilapia
57830	Neoclinus blanchardi	sarcastic fringehead
110685	Ixobrychus exilis	least bittern
510768	Macrotocinclus affinis	midget sucker fish
510768	Macrotocinclus affinis	dwarf sucking catfish
510768	Macrotocinclus affinis	golden otocinclus
64677	Callosciurus erythraeus	Pallas's squirrel
9793	Equus asinus	domestic ass
9793	Equus asinus	Somali wild ass
9793	Equus asinus	donkey
9793	Equus asinus	African wild ass
9793	Equus asinus	ass
9793	Equus asinus	African ass
630743	Mesobius antipodum	bathypelagic rattail
135433	Geothlypis trichas	common yellowthroat
