taxId	scientific name	common name
29139	Vombatus ursinus	coarse-haired wombat
29139	Vombatus ursinus	common wombat
34774	Alosa pseudoharengus	alewife
1154682	Paralonchurus brasiliensis	banded croaker
1156096	Cercamia cladara	frail cardinalfish
132907	Ptenochirus jagori	greater musky fruit bat
34819	Glyptocephalus cynoglossus	witch
34819	Glyptocephalus cynoglossus	greysole
211835	Lutjanus erythropterus	crimson snapper
99884	Tetraodon biocellatus	eyespot pufferfish
111122	Cardioglossa leucomystax	silver long-fingered frog
317373	Osteopilus septentrionalis	Cuban treefrog
189510	Pisodonophis cancrivorus	longfin snake-eel
13029	Cynoscion nebulosus	spotted seatrout
13029	Cynoscion nebulosus	spotted weakfish
13029	Cynoscion nebulosus	speckled trout
97209	Peromyscus levipes	nimble-footed mouse
100897	Microtus fortis	reed vole
1638740	Sigmistes caulias	kelp sculpin
77594	Gobius cobitis	giant goby
396798	Symphorus nematophorus	chinamanfish
9050	Pavo muticus	green peafowl
8422	Hyla cinerea	green tree frog
58321	Alburnoides bipunctatus	spirlin
360507	Parapristipoma trilineatum	chicken grunt
320621	Calamus brachysomus	Pacific porgy
9689	Panthera leo	lion
109292	Hippocampus whitei	White's seahorse
633651	Eudiscopus denticulus	Disk-footed bat
1492888	Cinnyris bouvieri	orange-tufted sunbird
879506	Malacoctenus boehlkei	diamond blenny
59483	Tadarida teniotis	European free-tailed bat
1213700	Okamejei cairae	Borneo sand skate
1003812	Synchiropus monacanthus	deep-water dragonet
1978137	Sclerophrys gutturalis	guttural toad
1978137	Sclerophrys gutturalis	marbled toad
1978137	Sclerophrys gutturalis	leopard toad
1978137	Sclerophrys gutturalis	common African toad
1978137	Sclerophrys gutturalis	greater cross-marked toad
54085	Petrogale lateralis	black-footed rock wallaby
904209	Hoplias microlepis	tiger fish
1343681	Gymnothorax breedeni	blackcheek moray
1814893	Scincella melanosticta	black ground skink
391700	Oenanthe leucopyga	white-tailed wheatear
334892	Atypichthys strigatus	maso sweep
334892	Atypichthys strigatus	Australian mado
398651	Myrichthys magnificus	magnificent snake eel
204816	Takifugu oblongus	lattice blaasop
1250782	Glossolepis kabia	Sepik rainbowfish
6082	Hydra viridis	green hydra
685729	Kerivoula minuta	Least woolly bat
681886	Aphyocharax anisitsi	bloodfin tetra
59462	Myotis bechsteinii	Bechstein's bat
8068	Opsanus tau	oyster toadfish
289221	Plethodontohyla mihanika	Malagasy climbing rain frog
1099943	Macolor macularis	midnight snapper
257846	Podoces hendersoni	Mongolian ground-jay
114863	Hoplostethus mediterraneus	Mediterranean slimehead
665430	Tilapia guinasana	Otjikoto tilapia
8354	Xenopus borealis	Kenyan clawed frog
8354	Xenopus borealis	Marasbit clawed frog
119041	Takifugu xanthopterus	shimafugu
119041	Takifugu xanthopterus	yellowfin puffer
85568	Macrhybopsis storeriana	silver chub
80810	Zacco platypus	freshwater minnow
1215352	Gorsachius goisagi	Japanese night-heron
588899	Chrysoblephus laticeps	Roman seabream
1463953	Ducula badia	mountain imperial-pigeon
458558	Bathyraja griseocauda	graytail skate
1266866	Cryptacanthodes maculatus	wrymouth
1266866	Cryptacanthodes maculatus	ghostfish
1171664	Fritziana fissilis	Serra de Macae treefrog
1171664	Fritziana fissilis	split-backed frog
158452	Macropodus chinensis	roundtail paradisefish
42408	Neotoma albigula	white-throated woodrat
270574	Labracinus cyclophthalmus	fire-tail devil
270574	Labracinus cyclophthalmus	giant dottyback
9291	Parantechinus apicalis	southern dibbler
495836	Centrophorus uyato	little gulper shark
61406	Leopardus colocolo	pampas cat
61406	Leopardus colocolo	Colocolo
341246	Bathyraja maculata	white-blotched skate
128530	Conus praecellens	admirable cone
128420	Biplex perca	maple leaf triton
228029	Cyclonaias asperata	Coosa orb
228029	Cyclonaias asperata	Alabama orb
6454	Haliotis rufescens	California red abalone
6454	Haliotis rufescens	red abalone
1539851	Argyrogena fasciolata	banded racer
301928	Venustaconcha ellipsiformis	ellipse
722632	Fundulus jenkinsi	saltmarsh topminnow
161585	Syngnathus floridae	dusky pipefish
61127	Anguilla dieffenbachii	New Zealand longfin eel
409996	Stylephorus chordatus	thread-tail
409996	Stylephorus chordatus	tube-eye
1165738	Trachischium monticola	Mountain worm-eating snake
187135	Raphus cucullatus	Dodo
2175589	Parapercis pogonoskii	Pogonoski's sandperch
1311436	Diplogrammus goramensis	Goram dragonet
114866	Myctophum punctatum	spotted lanternfish
490316	Centracanthus cirrus	curled picarel
325554	Rana sauteri	Taiwan groove-toed frog
325554	Rana sauteri	Kanshirei village frog
325554	Rana sauteri	Sauter's brown frog
475170	Petroscirtes variabilis	variable sabretooth blenny
681891	Cheirodon interruptus	Uruguay tetra
1522380	Macrocephenchelys brevirostris	rubbernose conger
990612	Neobythites analis	black-edged cusk-eel
454040	Gymnothorax pseudothyrsoideus	highfin moray
1182201	Serranus flaviventris	twinspot bass
39406	Melanotaenia trifasciata	banded rainbowfish
182946	Seiurus aurocapilla	ovenbird
135421	Henricia tumida	blood star
279537	Desmognathus folkertsi	dwarf black-bellied salamander
279537	Desmognathus folkertsi	dwarf blackbelly salamander
8237	Thunnus thynnus	northern bluefin tuna
8237	Thunnus thynnus	Atlantic bluefin tuna
8237	Thunnus thynnus	bluefin tuna
613159	Ambassis agassizii	Agassiz's olive glassfish
1230793	Ambiserrula jugosa	mud flathead
40254	Brachidontes exustus	scorched mussel
37189	Hippotragus niger	sable antelope
142478	Cardellina pusilla	Wilson's warbler
247407	Thorichthys helleri	yellow cichlid
230844	Peromyscus maniculatus bairdii	prairie deer mouse
577681	Eothenomys chinensis	Sichuan red-backed vole
123667	Muscisaxicola maclovianus	dark-faced ground-tyrant
262111	Ursus thibetanus ussuricus	Manchurian black bear
1592439	Halieutaea indica	Indian handfish
163129	Arripis georgianus	tommy rough
163129	Arripis georgianus	sea herring
163129	Arripis georgianus	western herring
163129	Arripis georgianus	tommy ruff
163129	Arripis georgianus	Australian herring
163129	Arripis georgianus	ruff
163129	Arripis georgianus	bull herring
163129	Arripis georgianus	Australian ruff
665865	Symphurus novemfasciatus	pygmy tongue-sole
1459852	Ophidion marginatum	striped cusk-eel
1266864	Artediellus uncinatus	Arctic hookear sculpin
1442609	Myotis melanorhinus	dark-nosed small-footed bat
30308	Ichthyomyzon unicuspis	silver lamprey
1459826	Eviota zebrina	zebra goby
1459826	Eviota zebrina	zebra dwarfgoby
1213663	Asymbolus analis	grey spotted catshark
1213663	Asymbolus analis	Australian spotted catshark
1213663	Asymbolus analis	darkspotted catshark
1647185	Koumansetta rainfordi	Rainford's goby
1647185	Koumansetta rainfordi	old glory
90071	Buglossidium luteum	solenette
88147	Tridentiger barbatus	Shokihaze gobi
406260	Ichthyophis bombayensis	Bombay caecilian
406260	Ichthyophis bombayensis	Maharashtra caecilian
1365717	Speleogobius trigloides	grotto goby
2578323	Parupeneus jansenii	Jansen's goatfish
241282	Coris batuensis	Batu coris
568884	Nematalosa nasus	Bloch's gizzard shad
91654	Nannobrachium regale	pinpoint lanternfish
8966	Gyps coprotheres	cape vulture
93157	Marmota baibacina	gray marmot
181408	Physiculus japonicus	Japanese codling
103479	Notopterus notopterus	bronze featherback
443690	Conger verreauxi	conger eel
342821	Quasipaa shini	spiny-flanked frog
101669	Zenkerella insignis	Cameroon scaly-tail
215428	Lycodes diapterus beringi	Bering eelpout
61410	Pardofelis marmorata	marbled cat
34956	Vireo altiloquus	black-whiskered vireo
254530	Dicrurus hottentottus	hair-crested drongo
497157	Antimora microlepis	finescale mora
282260	Ambystoma andersoni	Anderson's salamander
1154646	Chilomycterus spinosus	Guinean burrfish
301905	Ortmanniana pectorosa	pheasantshell
426100	Gaidropsarus mediterraneus	shore rockling
463808	Hipposideros ruber	Noack's leaf-nosed bat
879478	Clinus superciliosus	super klipfish
309878	Neopsephotus bourkii	Bourke's parrot
1156149	Wetmorella albofasciata	whitebanded sharpnose wrasse
1156149	Wetmorella albofasciata	white banded possum wrasse
557576	Pterodroma alba	Phoenix petrel
13462	Cratogeomys merriami	Merriam's pocket gopher
404971	Synodontis afrofischeri	Fischer's Victoria squeaker
54271	Fundulus sciadicus	plains topminnow
269194	Chiropterotriton arboreus	arboreal splayfoot salamander
232655	Psittacula eupatria	Alexandrine parakeet
258948	Pipistrellus tenuis	least pipistrelle
45621	Urticina crassicornis	mottled anemone
225399	Myotis chinensis	large Myotis
52792	Luscinia svecica	Blaukehlchen
52792	Luscinia svecica	blue-throated redstart
50393	Peltohyas australis	inland dotterel
7939	Anguilla marmorata	marbled eel
7939	Anguilla marmorata	giant mottled eel
238584	Oxydoras niger	ripsaw catfish
1070781	Ambassis interrupta	long-spined glass perchlet
472905	Phaethornis longuemareus	Little hermit
164740	Amnirana galamensis	golden-backed frog
164740	Amnirana galamensis	marble-legged frog
164740	Amnirana galamensis	Galam white-lipped frog
148061	Lonchorhina aurita	Common sword-nosed bat
384853	Anomaloglossus beebei	Beebe's rocket frog
98314	Microtus longicaudus	long-tailed vole
241269	Bodianus rufus	Spanish hogfish
1041415	Salpingotus kozlovi	Kozlov s pygmy jerboa
86203	Acanthogobius flavimanus	yellowfin goby
32472	Xiphophorus cortezi	delicate swordtail
317498	Halichoeres brownfieldi	Brownfields wrasse
2023904	Coluber anthonyi	Clarion Island Whip Snake
224270	Diplectrum formosum	sand perch
67550	Notropis atherinoides	emerald shiner
167541	Crassostrea iredalei	abstract slipper oyster
167541	Crassostrea iredalei	tropical oyster
658149	Coryphopterus thrix	bartail goby
59485	Vespertilio murinus	particolored bat
2338055	Himantura pastinacoides	round whip ray
2338055	Himantura pastinacoides	round whipray
216981	Coryphaenoides leptolepis	ghostly grenadier
876627	Gymnothorax albimarginatus	whitemargin moray
876627	Gymnothorax albimarginatus	liver-colored moray
943123	Peromyscus yucatanicus	Yucatan deermouse
441905	Lesueurigobius friesii	Fries's goby
1302559	Allobates chalcopis	ravine rocket frog
1302559	Allobates chalcopis	Martinique volcano frog
997973	Oxycheilinus arenatus	speckled Maori wrasse
443711	Priacanthus tayenus	purple-spotted bigeye
1494216	Augastes scutatus	hyacinth visorbearer
1910772	Calotomus viridescens	viridescent parrotfish
473305	Coryphaenoides mediterraneus	Mediterranean grenadier
245710	Sphoeroides dorsalis	marbled puffer
532073	Astrochelys yniphora	Madagascan plowshare tortoise
532073	Astrochelys yniphora	angonoka
532073	Astrochelys yniphora	ploughshare tortoise
9695	Panthera tigris sumatrae	Sumatra tiger
9695	Panthera tigris sumatrae	Sumatran tiger
245074	Entosphenus tridentatus	Pacific lamprey
41268	Mastomys erythroleucus	Guinea multimammate mouse
490249	Branchiostegus semifasciatus	zebra tilefish
68475	Acrocephalus palustris	marsh warbler
244075	Amazona festiva	festive parrot
52617	Carassius cuvieri	Japanese crucian carp
52617	Carassius cuvieri	white crucian carp
52617	Carassius cuvieri	Japanese (white) crucian carp
129049	Hemiramphus balao	Balao halfbeak
182648	Lethrinus atkinsoni	Pacific yellowtail emperor
50814	Micrometrus minimus	dwarf perch
9319	Macropus robustus	hill wallaroo
9319	Macropus robustus	common wallaroo
762613	Aegithalos fuliginosus	Sooty tit
109707	Chaetodon trifasciatus	melon butterflyfish
1484901	Stichophanes ningshaanensis	Ningshaan kukri snake
722623	Dorosoma anale	Mexican river gizzard shad
980329	Gymnocanthus tricuspis	Arctic staghorn sculpin
520170	Trochalopteron elliotii	Elliot's laughingthrush
143321	Neoscopelus microchir	shortfin neoscopelid
120735	Perameles bougainville	western barred bandicoot
1920001	Ameritella versicolor	many-colored tellin
261519	Parapercis sexfasciata	saddled weever
261519	Parapercis sexfasciata	grub fish
261519	Parapercis sexfasciata	grubfish
1609333	Grammatobothus polyophthalmus	threespot flounder
77145	Ammocrypta clara	western sand darter
433391	Triglops pingelii	ribbed sculpin
57554	Hydromantes flavus	yellowish cave salamander
57554	Hydromantes flavus	Stefani's salamander
57554	Hydromantes flavus	Monte Albo cave salamander
383850	Ptychadena newtoni	Newton's grassland frog
57803	Gibbonsia montereyensis	crevice kelpfish
94963	Noctilio leporinus	greater bulldog bat
495821	Aetomylaeus nichofii	banded eagle ray
304456	Channa punctata	spotted snakehead
257867	Platalea leucorodia	Eurasian spoonbill
490268	Pachymetopon grande	bronze sunbream
34787	Tautogolabrus adspersus	cunner
406282	Epiplatys sexfasciatus	sixbar panchax
9999	Urocitellus parryii	Arctic ground squirrel
414886	Notoscopelus caudispinosus	lobisomem
373251	Spratelloides delicatulus	delicate round herring
2589304	Eviota deminuta	diminutive dwarfgoby
105256	Ammocrypta bifascia	Florida sand darter
319749	Cubiceps baxteri	black fathead
119760	Amietophrynus camerunensis	Oban toad
2039244	Menticirrhus ophicephalus	Snakehead kingcroaker
270476	Pycnonotus brunneus	red-eyed bulbul
301840	Lygodactylus bivittis	tiny scaled gecko
458599	Psammobatis lentiginosa	freckled sand skate
241297	Halichoeres nicholsi	spinster wrasse
626243	Narcine brevilabiata	shortlip electric ray
110682	Egretta caerulea	Little blue heron
473354	Borostomias antarcticus	large-eye snaggletooth
150304	Hypseleotris galii	firetailed gudgeon
930223	Stenodactylus leptocosymbotes	Eastern sand gecko
367866	Procypris rabaudi	rock carp
1579770	Choerodon gymnogenys	purplelined wrasse
9725	Inia geoffrensis	Amazon dolphin
9725	Inia geoffrensis	boutu
9725	Inia geoffrensis	boto
9725	Inia geoffrensis	Amazon river dolphin
9725	Inia geoffrensis	Amazon porpoise
9725	Inia geoffrensis	pink river dolphin
12930	Amazona aestiva	blue-fronted amazon
1978139	Amietophrynus mauritanicus	Moroccan toad
1978139	Amietophrynus mauritanicus	Berber toad
181437	Ostichthys japonicus	Japanese soldierfish
181437	Ostichthys japonicus	giant squirrelfish
181437	Ostichthys japonicus	brocade perch
181437	Ostichthys japonicus	Japanese squirrelfish
181437	Ostichthys japonicus	deep-water squirrelfish
51758	Acanthurus chirurgus	doctorfish
497154	Pterocaesio digramma	double-lined fusilier
630675	Laemonema barbatulum	shortbeard codling
1771288	Trachinotus mookalee	Indian pompano
586794	Chaetodon wiebeli	Hongkong butterflyfish
586794	Chaetodon wiebeli	Hong Kong butterflyfish
1154658	Orthopristis ruber	Corocoro grunt
690868	Rhinobatos horkelii	Brazilian guitarfish
1150202	Brachyplatystoma platynemum	slobbering catfish
276763	Lanius schach	long-tailed shrike
100830	Tetrao urogallus	western capercaillie
1046133	Etheostoma meadiae	bluespar darter
134990	Chimaera phantasma	silver chimaera
137061	Moxostoma breviceps	smallmouth redhorse
641271	Bathymaster leurolepis	smallmouth ronquil
170813	Centroscyllium fabricii	black dogfish
75856	Spatula querquedula	garganey
158816	Terrapene nelsoni	spotted box turtle
376739	Acentrogobius janthinopterus	robust mangrove goby
376739	Acentrogobius janthinopterus	mangrove goby
376739	Acentrogobius janthinopterus	pupilspot goby
36789	Lythrurus snelsoni	Ouchita Mountain shiner
109786	Trimeresurus popeiorum	Pope's bamboo pit viper
177060	Takifugu vermicularis	pear puffer
177060	Takifugu vermicularis	shosaifugu
392301	Onykia loennbergii	Japanese hooked squid
9649	Ailurus fulgens	lesser panda
9649	Ailurus fulgens	red panda
859983	Eulemur rufus	Red-fronted lemur
215417	Lycodes rossi	threespot eelpout
8695	Bitis nasicornis	rhinoceros viper
8695	Bitis nasicornis	rhinoceros adder
428027	Agonopsis vulsa	northern spearnose poacher
94937	Strongylura notata	redfin needlefish
215425	Lycodes palearis	wattled eelpout
8030	Salmo salar	Atlantic salmon
164384	Volemys millicens	Sichuan vole
109477	Myotis capaccinii	long-fingered bat
1449802	Dasyatis tortonesei	Tortonese's stingray
497150	Nezumia proxima	short-tail grenadier
214671	Threnetes ruckeri	band-tailed barbthroat
320385	Psychrolutes phrictus	blob sculpin
219594	Aythya fuligula	tufted duck
225164	Lottia gigantea	owl limpet
48008	Oligoryzomys microtis	small-eared pygmy rice rat
504885	Euphonia affinis	Scrub Euphonia
1504155	Semiplotus modestus	Burmese kingfish
2547444	Chroicocephalus novaehollandiae	Silver gull
722648	Aphelocephala nigricincta	Banded whiteface
146809	Serranus tigrinus	harlequin bass
1137106	Alepocephalus owstoni	Owston's slickhead
327960	Amolops hainanensis	Hainan torrent frog
327960	Amolops hainanensis	Hainan sucker frog
2497793	Chroicocephalus bulleri	black-billed gull
1266886	Monolene sessilicauda	deepwater flounder
109482	Myotis blythii	lesser mouse-eared bat
40816	Grus grus	Eurasian crane
246436	Tupaia longipes	long-footed tree shrew
1522393	Caprodon schlegelii	sunrise perch
45466	Tamias canipes	gray-footed chipmunk
1141921	Pentapodus aureofasciatus	yellow-striped whiptail
445562	Leptodactylus podicipinus	pointedbelly frog
495863	Himantura walga	Bengal whipray
495863	Himantura walga	dwarf whipray
1003764	Notacanthus sexspinis	spiny-back eel
143632	Phrynomantis annectens	red marbled frog
143632	Phrynomantis annectens	cape snake-necked frog
143632	Phrynomantis annectens	marbled rubber frog
86366	Mobula thurstoni	smoothtail devil ray
86366	Mobula thurstoni	bentfin devil ray
86366	Mobula thurstoni	lesser devil ray
495872	Orectolobus hutchinsi	western wobbegong
1003775	Parupeneus macronemus	long-barbel goatfish
143563	Dermatonotus muelleri	Mueller's termite frog
143563	Dermatonotus muelleri	Muller's termite frog
277993	Takifugu snyderi	shosai-fugu
1562990	Tepuihyla exophthalma	big-eye slender-legged treefrog
231027	Aratinga jandaya	Jandaya parakeet
172531	Aequidens tetramerus	saddle cichlid
304282	Cottus leiopomus	Wood River sculpin
1115543	Theloderma stellatum	Chantaburi warted treefrog
1115543	Theloderma stellatum	purple-spotted warted frog
1115543	Theloderma stellatum	Taylor's bug-eyed frog
155315	Trachylepis aureopunctata	gold-spotted mabuya
148021	Anoura geoffroyi	Geoffroy's tailless bat
320562	Neogobius fluviatilis	monkey goby
622415	Vanderhorstia ornatissima	ornate prawn-goby
274521	Hoplophryne rogersi	Tanzania banana frog
57075	Strix varia	Northern barred owl
241328	Oxycheilinus celebicus	Celebes wrasse
303689	Balistoides conspicillum	clown triggerfish
316349	Pristiapogon kallopterus	iridescent cardinalfish
110118	Hylarana taipehensis	Taiwanese frog
110118	Hylarana taipehensis	two-striped grass frog
110118	Hylarana taipehensis	Taipeh frog
110118	Hylarana taipehensis	white-striped frog
110118	Hylarana taipehensis	striped slender frog
110118	Hylarana taipehensis	Taipei frog
171650	Phrynocephalus theobaldi	Theobald's toad-headed agama
50395	Charadrius collaris	Collared plover
119725	Nemipterus marginatus	red filament threadfin bream
661038	Squatina legnota	Indonesian angel shark
345251	Eudyptes robustus	Snares penguin
56278	Sibirionetta formosa	Baikal teal
1594398	Lepidobatrachus llanensis	Llanos frog
236594	Noturus flavater	checkered madtom
43566	Rhinophrynus dorsalis	Mexican burrowing toad
269412	Xiphorhynchus elegans	elegant woodcreeper
225402	Marmosa mexicana	Mexican mouse opossum
990622	Parapercis robinsoni	smallscale grubfish
2703642	Dyacopterus rickarti	Rickart's dyak fruit bat
2589306	Eviota randalli	Randall's dwarfgoby
317033	Leiopotherapon unicolor	spangled perch
27616	Mesoplodon europaeus	Gervais's beaked whale
27616	Mesoplodon europaeus	Gervais' beaked whale
314582	Hyla femoralis	pine woods treefrog
150711	Dendropsophus minutus	lesser treefrog
136827	Puntius titteya	cherry barb
2202267	Ambassis vachellii	Vachell's glassfish
188104	Scarus guacamaia	rainbow parrotfish
337757	Panaque nigrolineatus	royal panaque
1344024	Arborophila crudigularis	Taiwan partridge
176022	Coracopsis vasa	Greater vasa parrot
313246	Osphronemus exodon	elephant ear gourami
183721	Crocidura shantungensis	Asian lesser white-toothed shrew
291982	Strombus gigas	queen conch
291982	Strombus gigas	pink conch
1001922	Macrhybopsis meeki	sicklefin chub
323764	Chilotilapia rhoadesii	bream
254450	Conopophaga ardesiaca	slaty gnateater
159712	Halichoeres garnoti	yellowhead wrasse
1414479	Ostorhinchus fasciatus	broadband cardinalfish
36240	Mustela sibirica	Siberian weasel
1311484	Poecilopsetta beanii	deepwater dab
879498	Hypsoblennius brevipinnis	barnaclebill blenny
163826	Percina notogramma	stripeback darter
50914	Limnonectes magnus	Mindanao fanged frog
50914	Limnonectes magnus	Mount Apo wart frog
867864	Philetor brachypterus	Rohu's bat
160755	Spinus atratus	black siskin
265627	Laniocera hypopyrra	cinereous mourner
37081	Spheniscus magellanicus	Magellanic penguin
732180	Leucocarbo georgianus	South Georgia shag
90387	Macaca leonina	Northern pig-tailed macaque
27629	Promops centralis	big crested mastiff bat
51898	Eupsittula aurea	peach-fronted parakeet
184242	Osteolaemus tetraspis	dwarf crocodile
240160	Collichthys niveatus	bighead croaker
990634	Pterocaesio chrysozona	goldband fusilier
496993	Rasbora borapetensis	blackline rasbora
164605	Hesperoleucus symmetricus	California roach
8245	Xiphias gladius	swordfish
498596	Hemidactylus platyurus	flat-tailed house gecko
36178	Scaphirhynchus albus	pallid sturgeon
2578362	Torquigener whitleyi	Whitley's toadfish
875773	Decodon melasma	blackspot wrasse
75865	Tadorna tadorna	common shelduck
509852	Sudis atrox	fierce pike smelt
1539008	Parapercis binivirgata	redbanded weever
217134	Leucosticte tephrocotis	grey-crowned rosy-finch
630726	Euclichthys polynemus	Eucla cod
630726	Euclichthys polynemus	bearded cod
244454	Zebrias zebra	zebra sole
9927	Connochaetes taurinus	blue wildebeest
9927	Connochaetes taurinus	brindled gnu
9927	Connochaetes taurinus	white-bearded gnu
512497	Mantophryne lateralis	Victoria Archipelago frog
37347	Tupaia belangeri	common tree shrew
37347	Tupaia belangeri	northern tree shrew
2202229	Quadrula nodulata	wartyback
443790	Lepidion inosimae	giant cod
56317	Peromyscus mexicanus	Mexican deer mouse
293823	Epinephelus maculatus	highfin grouper
147464	Dinornis giganteus	giant moa
1569666	Chroicocephalus genei	slender-billed gull
398656	Calotomus zonarchus	yellowbar parrot
232994	Notropis harperi	redeye chub
189920	Pseudacris crucifer	spring peeper
508484	Rhombophryne laevipes	Madagascar digging frog
526611	Bothus leopardinus	Pacific leopard flounder
1045278	Cyprinus carpio wuyuanensis x Carassius auratus	Wuyuan red carp x goldfish
69944	Lota lota	burbot
285231	Pyrilia caica	Caica parrot
9210	Phalacrocorax sulcirostris	black cormorant
9210	Phalacrocorax sulcirostris	little black cormorant
9210	Phalacrocorax sulcirostris	black shag
92519	Boiga irregularis	brown tree snake
662898	Sphaerias blanfordi	Blanford's fruit bat
1217914	Adelophryne adiastola	Yapima shield frog
1003756	Malacanthus latovittatus	blue blanquillo
163146	Microcanthus strigatus	stripey
84835	Agelaioides badius	bay-winged cowbird
461521	Poblana letholepis	La Preciosa silverside
298411	Conepatus semistriatus	striped hog-nosed skunk
119706	Chrysoblephus cristiceps	daggerhead seabream
632603	Pycnonotus goiavier	yellow-vented bulbul
371819	Noturus crypticus	chucky madtom
54341	Etheostoma radiosum	orangebelly darter
1109170	Apogon robbyi	striped cardinalfish
161466	Oostethus brachyurus	short-tailed pipefish
166263	Centroberyx lineatus	swallow-tail
153643	Bucorvus abyssinicus	Abyssinian ground-hornbill
216359	Siganus rivulatus	marbled spinefoot
1070230	Etheostoma sitikuense	Citiko darter
9940	Ovis aries	lambs
9940	Ovis aries	domestic sheep
9940	Ovis aries	wild sheep
9940	Ovis aries	sheep
215361	Chaetodon auripes	oriental butterflyfish
8129	Coptodon rendalli	redbreast tilapia
81395	Trachipterus jacksonensis	dealfish
1431516	Taeniamia biguttata	twinspot cardinalfish
254645	Prionops plumatus	white helmetshrike
1647160	Nectamia viria	bracelet cardinalfish
1716557	Xenopus eysoole	Bamileke clawed frog
110915	Aythya valisineria	canvasback
508554	Labrus mixtus	cuckoo wrasse
1003990	Tripterodon orbis	African spadefish
71121	Viverra tangalunga	Malayan civet
279980	Osteocephalus leprieurii	Cayenne slender-legged treefrog
670335	Calandrella acutirostris	Hume's lark
1003708	Cheilopogon altipennis	smallhead flyingfish
217494	Engraulis ringens	anchoveta
217494	Engraulis ringens	Anchoveta peruana
217494	Engraulis ringens	Peruvian anchovy
98812	Dentex canariensis	Canary dentex
189490	Sardinella hualiensis	Taiwan sardinella
867822	Hesperoptenus tickelli	Tickell's bat
318378	Phyllodytes luteolus	yellow heart-tongued frog
1146982	Pseudochromis madagascariensis	Madagascan dottyback
882881	Pollichthys mauli	stareye lightfish
201991	Strix occidentalis	Spotted owl
61090	Crocidura fuliginosa	Southeast Asian shrew
316365	Ostorhinchus kiensis	rifle cardinal
2578294	Inimicus caledonicus	Chinese ghoul
201341	Malacocincla abbotti	Abbott's babbler
316137	Cubiceps paradoxus	longfin cigarfish
1096449	Crossarchus platycephalus	flat-headed kusimanse
308086	Eleotris pisonis	spinycheek sleeper
315385	Veniliornis dignus	yellow-vented woodpecker
63415	Pagrus auriga	redbanded seabream
376633	Hemitriakis japanica	Japanese topeshark
223497	Buteogallus urubitinga	great black-hawk
526149	Teratohyla spinosa	spiny cochran frog
121738	Clarias stappersii	blotched catfish
54328	Percina evides	gilt darter
999462	Alces americanus	American moose
999462	Alces americanus	moose
84803	Gnorimopsar chopi	Chopi blackbird
1561959	Eremias intermedia	Aralo-Caspian racerunner
862803	Pelagocephalus marki	rippled blaasop
990579	Cryptocentrus cryptocentrus	ninebar prawn-goby
327803	Mycteroperca acutirostris	western comb grouper
327803	Mycteroperca acutirostris	comb grouper
211651	Sibon nebulatus	cloudy snail-eating snake
10042	Peromyscus maniculatus	North American deer mouse
94928	Melichthys niger	black triggerfish
86967	Anguilla interioris	highlands long-finned eel
274688	Chilara taylori	spotted cusk-eel
286003	Gopherus berlandieri	Texas gopher tortoise
71754	Gila nigrescens	Chihuahua chub
212219	Sepia apama	giant Australian cuttlefish
69229	Limia nigrofasciata	humpbacked limia
69229	Limia nigrofasciata	humpedbacked limia
69229	Limia nigrofasciata	blackbarred limia
69811	Leuciscus idus	orfe
69811	Leuciscus idus	silver orfe
69811	Leuciscus idus	ide
2108433	Psilogobius mainlandi	Mainland's goby
1231344	Citharichthys arctifrons	Gulf Stream flounder
2558235	Canirallus oculeus	Grey-throated rail
225728	Tlacuatzin canescens	grayish mouse opossum
495839	Cephaloscyllium variegatum	saddled swellshark
8797	Rhea americana	common rhea
8797	Rhea americana	greater rhea
58067	Epomophorus wahlbergi	Wahlberg's epauletted fruit bat
54369	Heliornis fulica	sungrebe
2578368	Ophidion genyopus	ravenous cusk
1459822	Ancylopsetta dilecta	three-eye flounder
38673	Chaetodipus pernix	Sinaloan pocket mouse
255383	Myrmornis torquata	wing-banded antbird
880343	Peprilus paru	American harvestfish
455296	Centroscymnus coelolepis	Portuguese dogfish
9240	Spheniscus humboldti	Humboldt's penguin
175120	Irena cyanogastra	fairy bluebird
319463	Reithrodontomys spectabilis	Cozumel harvest mouse
240697	Syngnathus temminckii	longsnout pipefish
59664	Sparisoma cretense	parrotfish
175443	Naso tuberosus	humpnose unicornfish
164018	Lophotus lacepede	crested oarfish
642921	Ageneiosus inermis	manduba
56324	Lanius collurio	red-backed shrike
361456	Crocidura fulvastra	Savanna shrew
646043	Cypho purpurascens	oblique-lined dottyback
302543	Incilius ibarrai	Jalapa toad
9719	Pusa sibirica	Baikal seal
2587770	Haematopus moquini	African oystercatcher
211675	Penelope purpurascens	crested guan
573197	Rupicapra rupicapra cartusiana	Chartreuse chamois
1303020	Anthracoceros coronatus	Malabar pied-hornbill
279969	Picoides dorsalis	American three-toed woodpecker
1820603	Tetraodon palembangensis	humpback puffer
1538036	Gerres infasciatus	nonbanded whipfin mojarra
1046057	Fundulus waccamensis	Waccamaw killifish
626229	Parascorpaena picta	northern scorpionfish
377316	Atelopus zeteki	golden frog
377316	Atelopus zeteki	Panamanian golden frog
377316	Atelopus zeteki	golden arrow poison frog
377316	Atelopus zeteki	Cerro Camapana stubfoot toad
390356	Ogcocephalus nasutus	shortnose batfish
465449	Trimeresurus yunnanensis	Yunnan bamboo pitviper
56323	Podomys floridanus	Florida mouse
