name,x,y,z
,0.0,0.0,-0.0
'126',13.723478260722953,14.091736575375839,-9.95076792422471
'128',21.925714580305968,22.92000586570651,-12.86927805607361
'114',48.42953464104388,-4.063699727238378,-18.67517118032319
'112',-8.52372392550635,64.38543125882545,-25.254100920294377
'32',84.05968430334468,-10.019406552794994,-94.8328991426068
'116',67.25956360864355,-28.858378547900053,8.508639795580441
'22',69.94543429276794,19.845580657801367,-104.27601326571121
'15',71.86431762073524,-41.884842386838606,-107.49558681614502
'94',73.99923743906217,50.0908142000728,18.3051635569499
'59',2.9228128371952,-80.06192600078595,18.122261056474233
'24',80.86060375860578,22.44094325480443,-124.73694993018226
'16',49.508699216404466,-70.20298633255595,-105.33067343230155
'9',100.177277734241,18.413219718889692,11.8872369696888
'92',-32.51870165752235,-89.60544591935043,12.085198425901943
'61',-3.825533296642583,-125.42996604788321,47.448933837774916
'20',56.75557608704155,-96.26115300012533,-150.2282070412281
'18',70.70116523127483,-122.30015414379025,-155.01821984965227
'36',101.0102450469247,-50.25779943908139,16.302476630220873
'39',107.14667168249719,83.14475902804956,7.400084365980307
'63',26.776189178938534,-149.99105000661527,96.51295466376689
'27',31.916096990363865,-119.70980743382621,-148.3412616133068
'21',80.27903499833985,-82.40526888042858,-181.30247974786005
'14',118.80873329399267,-37.62966299428945,17.853836357453297
'11',106.328896237265,-127.06989652405868,25.998648151201056
'40',106.92714678658112,77.54412548056312,31.649886865967016
'43',118.4065816788105,144.30869709486075,-28.37105740066465
'103',59.43603478068959,-138.92621144000105,102.20950225660226
'12',110.51539452262466,-137.89884848549897,0.12503517751089507
'10',153.6448367268189,156.24925159898788,105.86328176062479
'105',72.26368135772994,-104.20090938381686,140.68499333106627
'64',96.12473031869557,-73.57731886752924,161.65055985771892
'66',123.11439135560185,-63.13804783827691,172.93945923886557
'68',135.0819390149822,-111.28494947102557,167.10893402344323
'70',167.7633904266844,-116.62524073047499,141.56563561503012
'71',160.82885226876326,-115.08922942366493,161.72159438925715
'73',173.5969340385826,-87.7468998319709,182.4848189580592
'74',198.6538386954605,-60.06295767508216,173.06112302654037
'75',210.92907716638385,-32.13645941674381,170.2256346999904
'76',191.8676023748251,-24.92765555429937,199.35222284517874
'78',210.32714049588517,12.377729519924774,187.34663447909645
'79',185.23195270530613,5.092300241652099,219.18817130532503
'81',193.93998153248947,5.537315011550865,218.00777106914472
'82',208.68428220139424,30.86930655862777,208.63855096016832
'84',210.1435030013932,46.96035699904674,210.81432954377283
'86',225.10284100099486,44.385983489821506,196.42322042882245
'88',214.1759592052343,73.97381215071185,202.58689293408378
'90',202.3556140278434,72.86569027960617,217.93553312741227
