,x,y,z,class,class_name,color,genus,taxon,seqid
310,5.2696505,4.788964,8.695487,9,Others,#BAB0AC,Trachypithecus,Trachypithecus johnii,
311,4.6713057,5.1953173,8.661172,9,Others,#BAB0AC,Trachypithecus,Trachypithecus mauritius,
312,4.6950946,5.0162106,8.74953,9,Others,#BAB0AC,Trachypithecus,Trachypithecus obscurus,
313,4.7025967,5.044133,8.789237,9,Others,#BAB0AC,Trachypithecus,Trachypithecus phayrei crepuscula,
314,4.8209677,4.866832,8.665547,9,Others,#BAB0AC,Trachypithecus,Trachypithecus phayrei phayrei,
315,4.9276686,4.811925,8.643282,9,Others,#BAB0AC,Trachypithecus,Trachypithecus pileatus,
316,4.8194923,4.838435,8.499889,9,Others,#BAB0AC,Trachypithecus,Trachypithecus poliocephalus,
317,4.809173,4.815023,8.657135,9,Others,#BAB0AC,Trachypithecus,Trachypithecus shortridgei,
318,5.18423,5.01228,8.677213,9,Others,#BAB0AC,Trachypithecus,Trachypithecus vetulus,
319,17.862616,10.554939,5.3998938,9,Others,#BAB0AC,Varecia,Varecia rubra,
320,17.716349,10.652652,5.585891,9,Others,#BAB0AC,Varecia,Varecia variegata,
321,17.74653,10.749939,5.396166,9,Others,#BAB0AC,Varecia,Varecia variegata variegata,
