name,x0,y0,z0,x1,y1,z1
branch_,-111.24882899846533,-20.24392271868861,-104.2796185729183,68.89141989985968,-123.63312942720228,-101.69329146729521
branch_Archaeognatha,-111.24882899846533,-20.24392271868861,-104.2796185729183,-291.38907789679035,83.14528398982505,-106.86594567854141
branch_Zygentoma,68.89141989985968,-123.63312942720228,-101.69329146729521,142.8649704882385,-219.1635616350946,-77.1493278655579
branch_,68.89141989985968,-123.63312942720228,-101.69329146729521,66.97396887081088,-69.45837990271542,-125.20272422678329
branch_Machilidae,-291.38907789679035,83.14528398982505,-106.86594567854141,-338.06100186364523,106.60426115593896,-104.79027683829617
branch_Meinertellidae,-291.38907789679035,83.14528398982505,-106.86594567854141,-334.7872783790979,111.38091017796796,-110.23477807159816
branch_Lepidotrichidae,142.8649704882385,-219.1635616350946,-77.1493278655579,111.7456620597098,-311.6307210260535,-61.04055966113659
branch_,142.8649704882385,-219.1635616350946,-77.1493278655579,197.349837466413,-183.40200700548445,-80.2187569884
branch_,66.97396887081088,-69.45837990271542,-125.20272422678329,-22.535100763864286,-26.315842398430924,-70.83433390106073
branch_,66.97396887081088,-69.45837990271542,-125.20272422678329,155.7160580938665,-90.93101759720517,-188.97488765630106
branch_Nicoletiidae,197.349837466413,-183.40200700548445,-80.2187569884,103.11557016143225,-315.6828909402288,-56.45485678426444
branch_Lepismatidae,197.349837466413,-183.40200700548445,-80.2187569884,318.82653826048096,-33.240345755935,-105.5173717539566
branch_,-22.535100763864286,-26.315842398430924,-70.83433390106073,-107.93322891522084,-136.1831162680532,-101.71406403410565
branch_,-22.535100763864286,-26.315842398430924,-70.83433390106073,27.059399533622212,100.80844647290516,-18.207247637726788
branch_Odonata,155.7160580938665,-90.93101759720517,-188.97488765630106,206.42086390906258,-142.39482889057317,-153.07052548412315
branch_Ephemeroptera,155.7160580938665,-90.93101759720517,-188.97488765630106,140.5080879678927,-48.05626138163308,-250.3881152002861
branch_,-107.93322891522084,-136.1831162680532,-101.71406403410565,-140.97198767438846,-178.28106747459228,-68.11750505449314
branch_,-107.93322891522084,-136.1831162680532,-101.71406403410565,-109.05372141659583,-138.03207460936304,-147.66251506693612
branch_,27.059399533622212,100.80844647290516,-18.207247637726788,7.854604088153076,94.67148152468485,74.95393810209505
branch_,27.059399533622212,100.80844647290516,-18.207247637726788,66.10199509808594,157.7951269696599,-90.31759887221506
branch_,206.42086390906258,-142.39482889057317,-153.07052548412315,224.6603020829886,-145.68698827846427,-143.10139754293465
branch_,206.42086390906258,-142.39482889057317,-153.07052548412315,208.46334806121496,-159.68819402002924,-148.67790855644046
branch_,140.5080879678927,-48.05626138163308,-250.3881152002861,158.78425036144665,-57.35155691824288,-247.62983880424255
branch_,140.5080879678927,-48.05626138163308,-250.3881152002861,116.14873752394921,-21.611063358794446,-277.71168261392364
branch_,-140.97198767438846,-178.28106747459228,-68.11750505449314,-141.99056709441345,-214.49948653279034,-38.999520298141704
branch_Plecoptera,-140.97198767438846,-178.28106747459228,-68.11750505449314,-153.16891175803056,-158.90182889900987,-83.79686621899958
branch_,-109.05372141659583,-138.03207460936304,-147.66251506693612,-118.65812219642581,-170.8566213833447,-126.36085962894148
branch_Orthoptera,-109.05372141659583,-138.03207460936304,-147.66251506693612,-99.89751763731587,-105.94711117190529,-187.343550918063
branch_Hymenoptera,7.854604088153076,94.67148152468485,74.95393810209505,4.731221071041039,201.74937309510878,55.75900789105718
branch_,7.854604088153076,94.67148152468485,74.95393810209505,3.2960689270774584,-14.861196025027226,131.4133426090617
branch_,66.10199509808594,157.7951269696599,-90.31759887221506,3.1221342626278226,182.18388867472325,-108.85813295607227
branch_,66.10199509808594,157.7951269696599,-90.31759887221506,144.69889415932957,156.2010374632984,-100.62120528215316
branch_,224.6603020829886,-145.68698827846427,-143.10139754293465,228.66086956488067,-139.67151357761458,-146.33307296779043
branch_Isostictidae,224.6603020829886,-145.68698827846427,-143.10139754293465,228.77931181758652,-154.85241134847195,-134.07723929127067
branch_Gomphidae-1,208.46334806121496,-159.68819402002924,-148.67790855644046,222.90430449631776,-169.69728937496998,-126.98894647685113
branch_,208.46334806121496,-159.68819402002924,-148.67790855644046,197.72757657399364,-158.5982637878591,-164.27203144903885
branch_Prosopistomatidae,158.78425036144665,-57.35155691824288,-247.62983880424255,132.00611362052365,-85.66189767331227,-259.25316517100526
branch_Potamanthidae,158.78425036144665,-57.35155691824288,-247.62983880424255,194.7004682991466,-33.68886393147837,-234.627374239458
branch_,116.14873752394921,-21.611063358794446,-277.71168261392364,114.4883763474468,-24.302961752617108,-280.81355042969784
branch_Metropodidae,116.14873752394921,-21.611063358794446,-277.71168261392364,106.04451377260546,-5.023591355096793,-287.4961315510247
branch_Dermaptera,-141.99056709441345,-214.49948653279034,-38.999520298141704,-167.081935493946,-200.69918188573584,-33.76194217937942
branch_Zoraptera,-141.99056709441345,-214.49948653279034,-38.999520298141704,-111.13564630501024,-249.8590768707074,-30.987500568418845
branch_Notonemouridae,-153.16891175803056,-158.90182889900987,-83.79686621899958,-182.19375314768027,-205.46264336496031,-19.20253101328776
branch_,-153.16891175803056,-158.90182889900987,-83.79686621899958,-134.82780827976757,-113.90148189601655,-141.7440788493716
branch_,-118.65812219642581,-170.8566213833447,-126.36085962894148,-78.2201517062858,-214.79574123712672,-108.78809874965343
branch_,-118.65812219642581,-170.8566213833447,-126.36085962894148,-162.93785299849782,-140.04732023915534,-135.41295833303172
branch_,-99.89751763731587,-105.94711117190529,-187.343550918063,-73.24754148605845,-76.60000187580614,-228.80117019318305
