,x,y,z,genus,family,superfamily,suborder,order,nb_species
Protosticta,-0.733787350148661,0.402900493805113,0.547016742754189,Protosticta,Platystictidae,Platystictoidea,Zygoptera,Odonata,58
Drepanosticta,-0.473765661098395,0.880179621981367,-0.0288085302078781,Drepanosticta,Platystictidae,Platystictoidea,Zygoptera,Odonata,127
Ceylonosticta,0.695648855552599,0.683183528898557,0.222110187992524,Ceylonosticta,Platystictidae,Platystictoidea,Zygoptera,Odonata,22
Palaemnema,-0.859029445549659,-0.456360227549437,-0.231956363115289,Palaemnema,Platystictidae,Platystictoidea,Zygoptera,Odonata,43
Platysticta,0.980986485247844,0.193848967600628,0.009385814895517,Platysticta,Platystictidae,Platystictoidea,Zygoptera,Odonata,4
Sinosticta,0.179364244614892,-0.370180326258746,0.91147956302086,Sinosticta,Platystictidae,Platystictoidea,Zygoptera,Odonata,4
Telosticta,-0.0597044030595936,0.223842732785637,-0.97279484745467,Telosticta,Platystictidae,Platystictoidea,Zygoptera,Odonata,17
Indosticta,0.239147103947584,-0.94589456545612,-0.219299187673052,Indosticta,Platystictidae,Platystictoidea,Zygoptera,Odonata,1
