,x,y,z,genus,family,superfamily,suborder,order,nb_species
Bornargiolestes,0.241597256782642,0.970376610144279,0,Bornargiolestes,Rhipidolestidae,Calopterygoidea,Zygoptera,Odonata,3
Burmargiolestes,-0.96184964831077,-0.273578606700976,0,Burmargiolestes,Rhipidolestidae,Calopterygoidea,Zygoptera,Odonata,2
Agriomorpha,0.742748167448929,-0.66957087731715,0,Agriomorpha,Rhipidolestidae,Calopterygoidea,Zygoptera,Odonata,2
