,x,y,z,genus,family,superfamily,suborder,order,nb_species
Heteragrion,0.729120168810755,-0.333810866134626,-0.597456345755761,Heteragrion,Heteragrionidae,Calopterygoidea,Zygoptera,Odonata,62
Oxystigma,0.669148408291444,0.30491817972441,0.677691162222571,Oxystigma,Heteragrionidae,Calopterygoidea,Zygoptera,Odonata,3
Heteropodagrion,-0.642249096198691,-0.724614527399198,0.249899750127929,Heteropodagrion,Heteragrionidae,Calopterygoidea,Zygoptera,Odonata,5
Dimeragrion,-0.527007628371786,0.803180180823908,-0.277785090977937,Dimeragrion,Heteragrionidae,Calopterygoidea,Zygoptera,Odonata,6
