name,x,y,z
Tricholepidion,-40.36748882702174,254.1143592116679,252.3819279050358
Atelura,174.89198248292968,289.0073221070196,-124.72536455064686
Ctenolepisma,62.72652630625316,-347.1479953295698,-70.90816870188759
Challia,21.362300968135635,141.6409252467543,-277.02684097335555
Euborellia,86.85113279767874,22.227737649904057,299.6141693385265
Apachyus,-123.0751995151393,-237.9399061763077,-159.37527398256705
Forficula,258.09180242252427,97.772295533251,-146.00083880128605
Chelisoches,308.75460321441363,14.502738439916412,-45.45991299183959
Nesogaster,-250.9892795054372,-184.55743088036715,-15.009633457066442
Labidura,272.76017284633843,102.9750689411231,-111.91311714155393
Usazoros,-41.17665245991184,191.39157758140624,243.3869572226729
Spaniocerca,19.91323215379956,198.226728455899,-240.44185313320605
Mesocapnia,284.70393881018896,-123.32698944996504,-39.33411494038685
Strophopteryx,179.85554228043767,-244.8723801565183,77.42470367119849
Leuctra,-192.8113811678076,-223.0178292480568,-101.67829760189812
Tyrrhenoleuctra,145.72682978681817,206.60794091161983,-183.3756270823711
Cosmioperla,253.00366298233004,154.2219773404823,101.15352787854307
Diamphipnopsis,272.4176533273767,-46.256929961755056,147.15353742808816
Zelandoperla,-238.0758062450249,-73.24100102090966,188.2514924800644
Penturoperla,60.38682471627713,-302.6802886388522,-46.95462509695943
Peltoperla,-173.1933426322533,-200.48604222283552,166.29774285272254
Pteronarcys,46.00057905466602,102.9852947015887,291.48554735685804
Siphonoperla,-45.63718664719219,303.3252448603963,-55.72973229544878
Xanthoperla,114.64116573777214,-169.8863362414914,-234.8393894888864
Chloroperla,156.2838041564019,79.88499532927014,-257.81332618928
Perlodes,3.3249725649531987,12.855261686431469,312.1893343328876
Perla,-218.4036714148915,21.32910554952561,-221.6748001533961
Cerconychia,-248.3126037696608,-131.72766137369848,135.5291633389162
Scopura,-68.08440933042354,125.9106351092642,-277.04846868324296
Protonemura,136.50058497079505,280.77507164105106,15.04199118120568
Onchestus,-224.3633828712955,56.99170954490555,-203.6706893925505
Pachymorpha,37.57638335465175,-244.53276393909428,185.82466204898373
Podacanthus,-77.31648129587985,278.1219720154573,108.67102663168023
Parapodacanthus,66.1422426305978,279.8219496899219,112.59435066163783
Xeroderus,286.1240154130546,-73.53749017348244,-88.92969070039608
Dryococelus,-8.237661632262332,-126.59971991338476,-280.2045526528455
Apterograeffea,-2.0101314114708595,-253.472032754359,-174.5859153175784
Monoiognosis,-243.5911821416272,-178.84960018325697,-59.36544165113256
Mauritiophasma,-140.3781494073259,-116.98426954624168,-247.77018737685205
Epicharmus,236.0374055581342,122.0491677471927,158.2778129052409
Monandroptera,301.2154882872381,-66.45461185545015,-13.113443551516871
Rhaphiderus,72.52689688272613,-181.92232946352183,239.45336654494253
Extatosoma,-78.03984389754203,-171.55022062470854,-243.1679116779258
Cigarrophasma,153.56094410462185,-264.2800613619069,-44.74464042169711
Paronchestus,-251.43972755904517,110.73451539421806,-139.94335145254502
Ctenomorpha,-306.1585249118437,-18.62036191669971,-25.54370651580772
Acrophylla-1,-250.7664790226834,-41.97008518827013,-173.6785437579789
Malandania,-70.25087623855948,299.61990820333085,-16.63735717491455
Acrophylla-2,231.85999217578103,130.65073036261438,157.67117840211696
Anchiale,275.3736143678306,62.94531727628062,125.32600685836132
Phasma,-287.54519794351853,62.48016685736661,90.70800169778366
Tropidoderus,215.97200251045487,218.7606428837817,27.53443282141497
Eurycnema,-159.98604033451895,64.89405516999084,-255.34880980762168
Labidiophasma,196.41993403290843,-217.7198441008908,99.94158282945692
Cnipsus,-114.10301191666466,-167.97182300284337,233.02888405838743
Leosthenes,197.2224724569998,-24.40721257185728,236.7574832587896
Spinotectarchus,-271.9331517960498,142.44245958220318,-26.21891674754029
Carlius,-58.10055163186571,194.0778505834223,232.2558005067678
Asteliaphasma,-20.29910049027609,-82.84717116287608,296.7581366469409
Niveaphasma,-299.7260473475718,-36.856379388437446,-59.706291804625536
Tectarchus-1,-66.50610972841598,-213.4268194673905,-211.57713072112807
Clitarchus,50.465014655267765,-115.22587719454336,282.2452876494905
Pseudoclitarchus,-289.6208164007688,23.015458366403543,102.29293071004054
Acanthoxyla,166.41718089297714,252.59787282447004,62.434703469276656
Argosarchus,199.68846383628247,-234.5288436958984,30.868542633397347
Tectarchus-2,-99.85625543157066,180.19870588451272,229.2143079957796
Micrarchus,-146.37273098578785,-271.0314940322639,13.616641798571958
Trapezaspis,157.79810698530392,193.77278606242348,-180.62489761145625
Canachus,-93.3837675075389,-280.1493329195875,-86.70977938792491
Microcanachus,1.0719855551552475,-166.85835399363825,-258.3985077703114
Asprenas,-208.68604631967108,93.95985215897898,-206.74575912067465
Megacrania,-221.1301265324306,-207.2469140962152,-55.31413011049806
Graeffea,-299.599180943619,-63.63346743185084,31.03489649259921
Dimorphodes,281.91057170151674,72.39965486996327,-100.86328204503852
Hermarchus,59.07601047764206,273.7893357255459,-128.39217848111673
Phasmotaenia-1,110.81028424512878,-229.45999186694524,176.0816033422508
Phasmotaenia-2,86.496329939792,-287.8758382861336,-69.47839292719667
Macrophasma,-145.33988169275486,-229.18206199586515,-145.67837381040357
Rhynchacris,-126.58088710036284,279.6695239065891,-28.430697068382813
Pterinoxylus,269.7922976736031,134.05539055039424,-65.68033689547904
Diapherodes,103.20843375841098,272.30887286289743,103.26238808681848
Lamponius,283.8702880028952,-80.50124980947176,92.21410560841612
Agamemnon,-8.797864432367183,54.78801703020409,303.5061044718984
Achrioptera,-142.34682633845253,190.59094819306856,196.30147167343077
