,x0,xup,y0,yup,z0,zup
branch_Conopophagidae,0.052680537116760046,0.015528409592113802,-0.8743932684329918,-0.37403835983213024,0.4823492381735452,0.31652777772404134
branch_Formicariidae,-0.43634065446355463,0.015528409592113802,-0.24439719998211393,-0.37403835983213024,0.8659540728824117,0.31652777772404134
branch_Motacillidae,0.27119409228934405,0.015528409592113802,-0.8109636127908443,-0.37403835983213024,0.5184509595661086,0.31652777772404134
branch_Pachycephalidae,0.12636240497123963,0.015528409592113802,-0.6507659352624834,-0.37403835983213024,0.7486894246283057,0.31652777772404134
branch_Petroicidae,-0.1111493484052807,0.015528409592113802,-0.5551464834853773,-0.37403835983213024,0.8242923138434121,0.31652777772404134
branch_Cacatuidae,0.7489712651302988,0.6186957449793394,0.07244657543061357,0.13136210156889022,-0.3424497659324656,-0.3540337222258
branch_61,0.5842638954609398,0.6186957449793394,0.2029986453673048,0.13136210156889022,-0.4128724925532838,-0.3540337222258
branch_Pelecaniformes,0.34669042061982397,0.35595686592725806,0.2613004259675951,0.25347429127397714,0.06854018490766187,0.04115978275992589
branch_Suliformes,0.36962181470021055,0.35595686592725806,0.24874882124248543,0.25347429127397714,0.01422589784829694,0.04115978275992589
branch_Diomedeidae,0.645717179307356,0.33088811691754694,0.7465482979032237,0.34685377933835826,-0.1603550476949994,-0.10614968037400985
branch_62,0.3439541573549329,0.33088811691754694,0.3260962371767748,0.34685377933835826,-0.13348014462459734,-0.10614968037400985
branch_Alcidae,0.26779521994421995,0.2400567757649371,0.6425434016616155,0.4023899291829196,0.7179286256988717,0.40722091107897856
branch_Laridae,0.34673270024078207,0.2400567757649371,0.4465415143009897,0.4023899291829196,0.4048468720241271,0.40722091107897856
branch_Dromadidae,0.43904262674437194,0.2551241372281088,0.5165538950758605,0.36823546775198124,0.7351274755290346,0.3498689079756456
branch_Glareolidae,0.44442846136607195,0.2551241372281088,0.7586111791124529,0.36823546775198124,0.476435915467915,0.3498689079756456
branch_Jacanidae,0.6792978819961579,0.438873255454106,0.5092422459089759,0.35041764796778113,0.5284189028936053,0.34226585298717593
branch_Rostratulidae,0.6547949573183692,0.438873255454106,0.5559620451101928,0.35041764796778113,0.5120054518318077,0.34226585298717593
branch_Pedionomidae,0.7346325441526711,0.5230852690663689,0.5747575912842668,0.39414606445541733,0.3605110083411987,0.27560820386700446
branch_Thinocoridae,0.7367872045005951,0.5230852690663689,0.5339608861616849,0.39414606445541733,0.41476479857374926,0.27560820386700446
branch_Bucerotiformes,0.2565054082572679,0.30271323997740707,-0.04574369524203046,-0.054549380894621954,0.38831227404331387,0.2966184321567859
branch_63,0.3750603282795718,0.30271323997740707,-0.06804905414165777,-0.054549380894621954,0.23521200983016863,0.2966184321567859
branch_64,-0.015015507603467761,0.1066067469076265,-0.5964033027870892,-0.48337620610362625,0.08451525760880468,0.0705860425670883
branch_65,0.24062663092558942,0.1066067469076265,-0.48317562831279337,-0.48337620610362625,0.07291310610285918,0.0705860425670883
branch_Psittacidae,0.5110463672370135,0.5842638954609398,0.2800528821620921,0.2029986453673048,-0.47560819547555794,-0.4128724925532838
branch_Psittaculidae,0.6627032255426106,0.5842638954609398,0.1265331584899218,0.2029986453673048,-0.35245799576832054,-0.4128724925532838
branch_66,0.3938687853582365,0.34669042061982397,0.20355861340094483,0.2613004259675951,0.09600455346377766,0.06854018490766187
branch_Threskiornithidae,0.43472318917093256,0.34669042061982397,0.45765540135396476,0.2613004259675951,0.06067159202759483,0.06854018490766187
branch_67,0.4182508654648691,0.36962181470021055,0.31888613306644126,0.24874882124248543,0.050764941615427335,0.01422589784829694
branch_Fregatidae,0.8604755518314628,0.36962181470021055,0.5084638012139889,0.24874882124248543,-0.03232424076690086,0.01422589784829694
branch_Hydrobatidae,0.486852669949048,0.3439541573549329,0.5378855045205263,0.3260962371767748,-0.24913578530043348,-0.13348014462459734
branch_Procellariidae,0.5118564262193739,0.3439541573549329,0.4179660932220209,0.3260962371767748,-0.14553467858089195,-0.13348014462459734
branch_68,0.36499815763466376,0.2565054082572679,-0.1332165149667423,-0.04574369524203046,0.5702038159925541,0.38831227404331387
branch_69,0.31580488896379055,0.2565054082572679,-0.0008124842764084204,-0.04574369524203046,0.4637031038663816,0.38831227404331387
branch_Coraciiformes,0.3752546696656539,0.3750603282795718,-0.1379155189393555,-0.06804905414165777,0.23615031676266315,0.23521200983016863
branch_Piciformes,0.39700544947954525,0.3750603282795718,-0.0015345271808283902,-0.06804905414165777,0.2481502751624774,0.23521200983016863
branch_70,0.007046427604533805,-0.015015507603467761,-0.6296153902011896,-0.5964033027870892,-0.09553980376263022,0.08451525760880468
branch_Menuridae,-0.056117436529812395,-0.015015507603467761,-0.9163148492736843,-0.5964033027870892,0.39650553043666625,0.08451525760880468
branch_71,0.3551555919216458,0.24062663092558942,-0.4713068036912832,-0.48317562831279337,-0.08743096689024639,0.07291310610285918
branch_72,0.16170261312794829,0.24062663092558942,-0.562738046818964,-0.48317562831279337,0.24098061871275228,0.07291310610285918
