x,y,z,phylum,kingdom,superkingdom,class,phylum_eng,kingdom_eng,superkingdom_eng,class_eng
-0.645699515,0.662800994,-0.379166162,Streptophyta,Viridiplantae,Eukaryota,Polypodiopsida,Streptophyta,green plants,eukaryotes,Polypodiopsida
-0.833933999,0.541074452,-0.108593379,Streptophyta,Viridiplantae,Eukaryota,Polytrichopsida,Streptophyta,green plants,eukaryotes,hair mosses
0.220567749,-0.631014962,-0.743753982,Priapulida,Metazoa,Eukaryota,Priapulimorpha,penis worms,multicellular animals,eukaryotes,Priapulimorpha
0.620095321,-0.770250241,-0.148984426,Arthropoda,Metazoa,Eukaryota,Protura,arthropods,multicellular animals,eukaryotes,coneheads
0.45439262,-0.29646079,-0.840022825,Basidiomycota,Fungi,Eukaryota,Pucciniomycetes,basidiomycetes,Fungi,eukaryotes,Pucciniomycetes
0.203137428,-0.914796876,-0.349115827,Arthropoda,Metazoa,Eukaryota,Pycnogonida,arthropods,multicellular animals,eukaryotes,sea spiders
-0.607279536,0.175147861,0.774941799,,,Eukaryota,Raphidophyceae,,,eukaryotes,raphidophytes
0.341186471,-0.929706045,-0.138702784,Arthropoda,Metazoa,Eukaryota,Remipedia,arthropods,multicellular animals,eukaryotes,Remipedia
0.413347731,-0.834307169,0.364794737,Platyhelminthes,Metazoa,Eukaryota,Rhabditophora,flatworms,multicellular animals,eukaryotes,Rhabditophora
0.029498386,0.99928691,0.023569419,Rhodophyta,,Eukaryota,Rhodellophyceae,red algae,,eukaryotes,Rhodellophyceae
-0.528571975,-0.837336505,0.139568063,Brachiopoda,Metazoa,Eukaryota,Rhynchonellata,brachiopods,multicellular animals,eukaryotes,Rhynchonellata
0.674276083,0.514641429,-0.529618696,Ascomycota,Fungi,Eukaryota,Saccharomycetes,ascomycetes,Fungi,eukaryotes,Saccharomycetes
-0.035518996,-0.936660946,-0.348431735,Chaetognatha,Metazoa,Eukaryota,Sagittoidea,arrow worms,multicellular animals,eukaryotes,Sagittoidea
0.313575527,-0.934208783,0.170071567,Mollusca,Metazoa,Eukaryota,Scaphopoda,molluscs,multicellular animals,eukaryotes,tusk shells
0.643218479,0.625261072,-0.441948616,Ascomycota,Fungi,Eukaryota,Schizosaccharomycetes,ascomycetes,Fungi,eukaryotes,Schizosaccharomycetes
-0.699031735,-0.713531077,0.047202068,Cnidaria,Metazoa,Eukaryota,Scyphozoa,coelenterates,multicellular animals,eukaryotes,jellyfishes
0.015234942,-0.919228555,0.393429486,Mollusca,Metazoa,Eukaryota,Solenogastres,molluscs,multicellular animals,eukaryotes,solenogasters
0.830797936,0.259719351,-0.492260752,Ascomycota,Fungi,Eukaryota,Sordariomycetes,ascomycetes,Fungi,eukaryotes,Sordariomycetes
-0.904762807,0.290668072,-0.311313885,Streptophyta,Viridiplantae,Eukaryota,Sphagnopsida,Streptophyta,green plants,eukaryotes,Sphagnopsida
0.218686273,0.852119747,0.47546635,Ciliophora,,Eukaryota,Spirotrichea,ciliates,,eukaryotes,Spirotrichea
0.052000862,0.996610606,-0.063743319,Rhodophyta,,Eukaryota,Stylonematophyceae,red algae,,eukaryotes,Stylonematophyceae
0.381987518,-0.712398212,-0.588705634,Arthropoda,Metazoa,Eukaryota,Symphyla,arthropods,multicellular animals,eukaryotes,symphylans
-0.285098822,0.760540524,0.583349615,,,Eukaryota,Synchromophyceae,,,eukaryotes,Synchromophyceae
-0.603544796,-0.016444918,0.797159484,,,Eukaryota,Synurophyceae,,,eukaryotes,Synurophyceae
-0.532247859,-0.074502333,0.84330399,,,Eukaryota,Synurophyceae,,,eukaryotes,Synurophyceae
-0.859961852,0.34935195,-0.37204681,Streptophyta,Viridiplantae,Eukaryota,Takakiopsida,Streptophyta,green plants,eukaryotes,Takakiopsida
0.674283542,0.639059191,-0.370060881,Ascomycota,Fungi,Eukaryota,Taphrinomycetes,ascomycetes,Fungi,eukaryotes,Taphrinomycetes
-0.000889619,-0.584995223,-0.811036249,Ctenophora,Metazoa,Eukaryota,Tentaculata,comb jellies,multicellular animals,eukaryotes,Tentaculata
-0.736923386,0.656710557,-0.160234729,Streptophyta,Viridiplantae,Eukaryota,Tetraphidopsida,Streptophyta,green plants,eukaryotes,Tetraphidopsida
-0.165708591,-0.79874555,-0.578399697,Chordata,Metazoa,Eukaryota,Thaliacea,chordates,multicellular animals,eukaryotes,Thaliacea
-0.306671753,0.910164828,0.278482355,Cercozoa,,Eukaryota,Thecofilosea,Cercozoa,,eukaryotes,Thecofilosea
0.694137216,-0.719832674,0.00380076,Arthropoda,Metazoa,Eukaryota,Thecostraca,arthropods,multicellular animals,eukaryotes,Thecostraca
-0.462844611,0.883487047,0.072287648,Chlorophyta,Viridiplantae,Eukaryota,Trebouxiophyceae,green algae,green plants,eukaryotes,Trebouxiophyceae
0.356415346,-0.78232985,0.510811224,Platyhelminthes,Metazoa,Eukaryota,Trematoda,flatworms,multicellular animals,eukaryotes,Trematoda
0.544150462,0.085423825,-0.834627488,Basidiomycota,Fungi,Eukaryota,Tremellomycetes,basidiomycetes,Fungi,eukaryotes,Tremellomycetes
0.153761335,-0.860584628,-0.485542532,Onychophora,Metazoa,Eukaryota,Udeonychophora,velvet worms,multicellular animals,eukaryotes,Udeonychophora
-0.311277841,0.926399686,-0.211871959,Chlorophyta,Viridiplantae,Eukaryota,Ulvophyceae,green algae,green plants,eukaryotes,Ulvophyceae
0.14626512,0.073137409,-0.986538106,Mucoromycota,Fungi,Eukaryota,Umbelopsidomycetes,Mucoromycota,Fungi,eukaryotes,Umbelopsidomycetes
0.433375465,0.521848284,-0.734751709,Basidiomycota,Fungi,Eukaryota,Ustilaginomycetes,basidiomycetes,Fungi,eukaryotes,Ustilaginomycetes
0.450447229,0.095080032,-0.887725792,Basidiomycota,Fungi,Eukaryota,Wallemiomycetes,basidiomycetes,Fungi,eukaryotes,Wallemiomycetes
-0.544975491,0.327356728,0.771906268,,,Eukaryota,Xanthophyceae,,,eukaryotes,yellow-green algae
0.876734752,0.226674756,-0.424210714,Ascomycota,Fungi,Eukaryota,Xylonomycetes,ascomycetes,Fungi,eukaryotes,Xylonomycetes
-0.615096277,0.788303452,0.015304831,Streptophyta,Viridiplantae,Eukaryota,Zygnemophyceae,Streptophyta,green plants,eukaryotes,gamophytes
