class,x,y,z,phylum,kingdom,superkingdom,class
Stylonematophyceae,0.0520008622453603,0.9966106058167328,-0.0637433188604401,Rhodophyta,,Eukaryota,Stylonematophyceae
Symphyla,0.3819875177474456,-0.7123982118358558,-0.5887056344712696,Arthropoda,Metazoa,Eukaryota,Symphyla
Synchromophyceae,-0.2850988217882461,0.7605405237429561,0.5833496152049333,,,Eukaryota,Synchromophyceae
Synurophyceae,-0.6035447961548003,-0.0164449182118945,0.7971594844819101,,,Eukaryota,Synurophyceae
Synurophyceae,-0.5322478587086312,-0.0745023332387593,0.8433039898174666,,,Eukaryota,Synurophyceae
Takakiopsida,-0.8599618517308809,0.3493519498006855,-0.3720468098748511,Streptophyta,Viridiplantae,Eukaryota,Takakiopsida
Taphrinomycetes,0.6742835418144765,0.6390591911645015,-0.3700608807024842,Ascomycota,Fungi,Eukaryota,Taphrinomycetes
Tentaculata,-0.0008896185165365,-0.5849952233375865,-0.8110362490364424,Ctenophora,Metazoa,Eukaryota,Tentaculata
Tetraphidopsida,-0.7369233856921924,0.656710556788111,-0.1602347285172775,Streptophyta,Viridiplantae,Eukaryota,Tetraphidopsida
Thaliacea,-0.1657085911047242,-0.7987455500093131,-0.5783996967274508,Chordata,Metazoa,Eukaryota,Thaliacea
Thecofilosea,-0.3066717533675676,0.9101648277072204,0.2784823550804391,Cercozoa,,Eukaryota,Thecofilosea
Thecostraca,0.6941372163162108,-0.719832674408614,0.0038007602560865,Arthropoda,Metazoa,Eukaryota,Thecostraca
Trebouxiophyceae,-0.4628446111850016,0.8834870468093707,0.0722876477488476,Chlorophyta,Viridiplantae,Eukaryota,Trebouxiophyceae
Trematoda,0.3564153456105509,-0.7823298503625363,0.5108112240789576,Platyhelminthes,Metazoa,Eukaryota,Trematoda
Tremellomycetes,0.5441504624720668,0.0854238246986131,-0.8346274883834682,Basidiomycota,Fungi,Eukaryota,Tremellomycetes
Udeonychophora,0.1537613353211406,-0.8605846275968568,-0.4855425321269384,Onychophora,Metazoa,Eukaryota,Udeonychophora
Ulvophyceae,-0.3112778405966777,0.9263996864723654,-0.2118719586386372,Chlorophyta,Viridiplantae,Eukaryota,Ulvophyceae
Umbelopsidomycetes,0.1462651203771777,0.0731374091210873,-0.9865381056746386,Mucoromycota,Fungi,Eukaryota,Umbelopsidomycetes
Ustilaginomycetes,0.4333754651184454,0.5218482844884675,-0.7347517092255142,Basidiomycota,Fungi,Eukaryota,Ustilaginomycetes
Wallemiomycetes,0.4504472285274284,0.0950800317826547,-0.8877257920485176,Basidiomycota,Fungi,Eukaryota,Wallemiomycetes
Xanthophyceae,-0.5449754911990342,0.3273567275952451,0.7719062682026256,,,Eukaryota,Xanthophyceae
Xylonomycetes,0.8767347517946483,0.2266747560516415,-0.4242107141085728,Ascomycota,Fungi,Eukaryota,Xylonomycetes
Zygnemophyceae,-0.615096277335517,0.7883034515642529,0.0153048312592624,Streptophyta,Viridiplantae,Eukaryota,Zygnemophyceae
