,x,y,z,order,family,genus,species,order_eng,family_eng,genus_eng,species_eng
0,-0.1504532984844508,-0.6508153785602921,-0.7430547409469693,Monotremata,Ornithorhynchidae,Ornithorhynchidae_fakeus,Ornithorhynchidae_fakeus fakulus,egg-laying mammals,platypus,Ornithorhynchidae_fakeus,Ornithorhynchidae_fakeus fakulus
1,-0.1511484278044518,-0.6503832916239852,-0.7432318329331963,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus aculeatus,egg-laying mammals,echidnas,short-nosed echidnas,short-beaked echidna
2,-0.1509374376237891,-0.6506328903826615,-0.7433407180987792,Monotremata,Tachyglossidae,Zaglossus,Zaglossus bruijni,egg-laying mammals,echidnas,Zaglossus,long-beaked echidna
3,-0.1501721826340458,-0.6496789124068303,-0.7391246722270102,Didelphimorphia,Didelphidae,Marmosa,Marmosa mexicana,Opossums,American opossums,Marmosa,Mexican mouse opossum
4,-0.1503948588542451,-0.6496219697453487,-0.7381040448701098,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,Opossums,American opossums,Didelphis,white-eared opossum
5,-0.1503247147859702,-0.6496854513920477,-0.738057303223486,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,Opossums,American opossums,Didelphis,southern opossum
6,-0.1503426836859186,-0.6495571779064404,-0.7388829955829959,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,Opossums,American opossums,Marmosa,murine mouse opossum
7,-0.1500562799158096,-0.6498225668569987,-0.7385198943512431,Didelphimorphia,Didelphidae,Marmosops,Marmosops parvidens,Opossums,American opossums,Marmosops,delicate slender mouse opossum
8,-0.1499967714037424,-0.6498379594771752,-0.7388559677228246,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis brevicaudata,Opossums,American opossums,short-tailed opossums,Red-legged short-tailed Opossum
9,-0.1501025739794954,-0.6497957357091351,-0.7384355133680474,Didelphimorphia,Didelphidae,Marmosops,Marmosops pinheiroi,Opossums,American opossums,Marmosops,Marmosops pinheiroi
10,-0.1502487482912784,-0.6497213180604706,-0.7381752190561537,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana,Opossums,American opossums,Didelphis,Virginia opossum
11,-0.1503086412393031,-0.6496814046287187,-0.7381380564626494,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,Opossums,American opossums,Didelphis,big-eared opossum
12,-0.1501464373668802,-0.6497078934102524,-0.7389332860671407,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus microtarsus,Opossums,American opossums,Gracilinanus,Brazilian gracile mouse opossum
13,-0.1504637867172261,-0.6495131265830763,-0.7384402748752849,Didelphimorphia,Didelphidae,Philander,Philander andersoni,Opossums,American opossums,Philander,Philander andersoni
14,-0.150414570157512,-0.6495905188402581,-0.738189687036818,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra,Opossums,American opossums,Didelphis,Andean white-eared opossum
15,-0.1503892950482734,-0.6495306063495202,-0.7387716573001342,Didelphimorphia,Didelphidae,Marmosa,Marmosa waterhousei,Opossums,American opossums,Marmosa,Marmosa waterhousei
16,-0.1499629961165829,-0.6498843694565423,-0.7386688519628792,Didelphimorphia,Didelphidae,Marmosops,Marmosops invictus,Opossums,American opossums,Marmosops,slaty slender mouse opossum
17,-0.1504379143561136,-0.6495353411238697,-0.7384179251423933,Didelphimorphia,Didelphidae,Philander,Philander opossum,Opossums,American opossums,Philander,gray four-eyed opossum
18,-0.1502499760320812,-0.6496544962283316,-0.7386012935154334,Didelphimorphia,Didelphidae,Chironectes,Chironectes minimus,Opossums,American opossums,Chironectes,water opossum
19,-0.1503523510245627,-0.6496488773986392,-0.7381315338031205,Didelphimorphia,Didelphidae,Didelphis,Didelphis imperfecta,Opossums,American opossums,Didelphis,Guianan white-eared opossum
20,-0.1501558504965921,-0.6497729404585657,-0.7383034497478996,Didelphimorphia,Didelphidae,Caluromys,Caluromys philander,Opossums,American opossums,woolly opossums,bare-tailed woolly opossum
21,-0.1500345889644926,-0.6498180400207024,-0.7387149728693769,Didelphimorphia,Didelphidae,Marmosops,Marmosops noctivagus,Opossums,American opossums,Marmosops,white-bellied slender mouse opossum
22,-0.1501150672690604,-0.6497719173987863,-0.7385314391702001,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,Opossums,American opossums,Metachirus,brown four-eyed opossum
23,-0.1502168918773512,-0.6496448052838999,-0.739074507558329,Didelphimorphia,Didelphidae,Marmosa,Marmosa lepida,Opossums,American opossums,Marmosa,little rufous mouse opossum
24,-0.1500071123112761,-0.6498198576248078,-0.7390070514153099,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis reigi,Opossums,American opossums,short-tailed opossums,Monodelphis reigi
25,-0.1500803003022096,-0.6497532478816633,-0.7391533702994976,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,Opossums,American opossums,Marmosops,gray slender mouse opossum
26,-0.1500276885043407,-0.6498056458550817,-0.7389453901421633,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,Opossums,American opossums,short-tailed opossums,Northern three-striped opossum
27,-0.1503240200902961,-0.6496268570757683,-0.7383802397833972,Didelphimorphia,Didelphidae,Philander,Philander frenatus,Opossums,American opossums,Philander,Southeastern four-eyed oppossum
28,-0.1501713593598617,-0.6497701159004273,-0.7382476832829826,Didelphimorphia,Didelphidae,Caluromys,Caluromys lanatus,Opossums,American opossums,woolly opossums,western woolly opossum
29,-0.1499903372118138,-0.6498299371505606,-0.7391204714069695,Didelphimorphia,Didelphidae,Thylamys,Thylamys elegans,Opossums,American opossums,Thylamys,elegant fat-tailed opossum
30,-0.1501268367966803,-0.6497430484406267,-0.7386958570965998,Didelphimorphia,Didelphidae,Tlacuatzin,Tlacuatzin canescens,Opossums,American opossums,Tlacuatzin,grayish mouse opossum
31,-0.1499187158728328,-0.649902558257353,-0.738901859979556,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,Opossums,American opossums,short-tailed opossums,gray short-tailed opossum
32,-0.1502284562380029,-0.6496478410182344,-0.7388494294494244,Didelphimorphia,Didelphidae,Marmosa,Marmosa xerophila,Opossums,American opossums,Marmosa,Guajira mouse opossum
33,-0.1503027120280166,-0.6495801180910815,-0.7390194208238319,Didelphimorphia,Didelphidae,Micoureus,Micoureus demerarae,Opossums,American opossums,Micoureus,Micoureus demerarae
34,-0.1533087941550202,-0.6492414048249112,-0.7430015729113663,Paucituberculata,Caenolestidae,Lestoros,Lestoros inca,shrew opossums,shrew opossums,Lestoros,Incan shrew opossum
35,-0.153363285744273,-0.6493719768867062,-0.7432298790703176,Paucituberculata,Caenolestidae,Caenolestes,Caenolestes caniventer,shrew opossums,shrew opossums,common shrew-opossums,grey-bellied shrew opossum
