,x,y,z,order,family,order_eng,family_eng
Tragulidae,-0.15436069881474693,-0.6579213750709635,-0.7323836473619422,Artiodactyla,Tragulidae,"whales, hippos, ruminants, pigs, camels etc.",chevrotains
Cervidae,-0.15582934848194027,-0.656294052182978,-0.7320424896779024,Artiodactyla,Cervidae,"whales, hippos, ruminants, pigs, camels etc.",deer
Antilocapridae,-0.15542976199345765,-0.6583888603655453,-0.7325847128771162,Artiodactyla,Antilocapridae,"whales, hippos, ruminants, pigs, camels etc.",pronghorn
Giraffidae,-0.1573619933147208,-0.6549865139558817,-0.732381370460156,Artiodactyla,Giraffidae,"whales, hippos, ruminants, pigs, camels etc.",giraffes and okapi
Bovidae,-0.15850236206496018,-0.6558777242961445,-0.732922808183184,Artiodactyla,Bovidae,"whales, hippos, ruminants, pigs, camels etc.",cloven-hoofed ruminant mammals
Moschidae,-0.1570937428831496,-0.658232022499476,-0.7328800907762886,Artiodactyla,Moschidae,"whales, hippos, ruminants, pigs, camels etc.",musk deer
Suidae,-0.16040129952831178,-0.6557328080610458,-0.7344970304252867,Artiodactyla,Suidae,"whales, hippos, ruminants, pigs, camels etc.",boars
Tayassuidae,-0.15492559510154796,-0.6596690436794495,-0.7332946899637648,Artiodactyla,Tayassuidae,"whales, hippos, ruminants, pigs, camels etc.",peccaries
Platanistidae,-0.15854037154556444,-0.6601943468481376,-0.7351350595236772,Artiodactyla,Platanistidae,"whales, hippos, ruminants, pigs, camels etc.",freshwater dolphins
Delphinidae,-0.15866332284942294,-0.6609893426090327,-0.7364692474454123,Artiodactyla,Delphinidae,"whales, hippos, ruminants, pigs, camels etc.",marine dolphins
Phocoenidae,-0.1577477582005802,-0.6606285336886345,-0.735027495425247,Artiodactyla,Phocoenidae,"whales, hippos, ruminants, pigs, camels etc.",porpoises
Monodontidae,-0.15839466579613598,-0.6614648732096526,-0.7372085229550267,Artiodactyla,Monodontidae,"whales, hippos, ruminants, pigs, camels etc.",narwhal and beluga
Physeteridae,-0.1589383021849127,-0.6605368711598713,-0.736023482680338,Artiodactyla,Physeteridae,"whales, hippos, ruminants, pigs, camels etc.",sperm whales
Ziphiidae,-0.15805777165748922,-0.6610054107819734,-0.7358102071130809,Artiodactyla,Ziphiidae,"whales, hippos, ruminants, pigs, camels etc.",beaked whales
Lipotidae,-0.15757993034742435,-0.6619154385277695,-0.7373428223083545,Artiodactyla,Lipotidae,"whales, hippos, ruminants, pigs, camels etc.",Lipotidae
Pontoporiidae,-0.15801406862915213,-0.6615493639438031,-0.7368614468066906,Artiodactyla,Pontoporiidae,"whales, hippos, ruminants, pigs, camels etc.",La Plata dolphin
Iniidae,-0.15879847303490383,-0.6602554981043818,-0.7354607889359531,Artiodactyla,Iniidae,"whales, hippos, ruminants, pigs, camels etc.",Iniidae
Eschrichtiidae,-0.15722292435240748,-0.6611052967230203,-0.7353262174629102,Artiodactyla,Eschrichtiidae,"whales, hippos, ruminants, pigs, camels etc.",gray whales
Balaenopteridae,-0.15728344867897953,-0.661849315111742,-0.7367920665343561,Artiodactyla,Balaenopteridae,"whales, hippos, ruminants, pigs, camels etc.",rorquals
Balaenidae,-0.15704553936165858,-0.6615228083900075,-0.7358934342355161,Artiodactyla,Balaenidae,"whales, hippos, ruminants, pigs, camels etc.",right whales
Neobalaenidae,-0.15720577189239174,-0.6616401307420292,-0.736237199861833,Artiodactyla,Neobalaenidae,"whales, hippos, ruminants, pigs, camels etc.",Neobalaenidae
Hippopotamidae,-0.15852245666816572,-0.6616384011560593,-0.7382027327695012,Artiodactyla,Hippopotamidae,"whales, hippos, ruminants, pigs, camels etc.",hippopotamids
Tupaiidae,-0.15047588945816942,-0.6612860979029892,-0.7390674910908845,Scandentia,Tupaiidae,tree shrews,tree shrews
Lemuridae,-0.1476742730360504,-0.6547914914229768,-0.7377870966978362,Primates,Lemuridae,Primates,lemurs
Indriidae,-0.1475535149839324,-0.6551183427235249,-0.7384252719937112,Primates,Indriidae,Primates,Indriidae
Lepilemuridae,-0.14757286100265768,-0.6560905847313823,-0.7385066734308429,Primates,Lepilemuridae,Primates,Sportive lemurs
Cheirogaleidae,-0.14768544934505212,-0.6557428189677028,-0.7376552897968017,Primates,Cheirogaleidae,Primates,dwarf and mouse lemurs
Paleopropithecidae,-0.14775504507329817,-0.6569189970535438,-0.7380980365637868,Primates,Paleopropithecidae,Primates,sloth lemurs
Daubentoniidae,-0.14870630070568921,-0.6591099054153982,-0.7376989006821975,Primates,Daubentoniidae,Primates,aye-ayes
Lorisidae,-0.14815425217952977,-0.6542447947341883,-0.7364517349474884,Primates,Lorisidae,Primates,lorises
Galagidae,-0.14798760486162418,-0.6547740572468015,-0.7366980321964466,Primates,Galagidae,Primates,galagos
Cebidae,-0.1498557197095522,-0.6592624049086043,-0.7355054276222661,Primates,Cebidae,Primates,capuchin and squirrel monkeys
Aotidae,-0.14993146435720395,-0.6596143778218356,-0.7357973114251579,Primates,Aotidae,Primates,owl monkeys
Pitheciidae,-0.14932774612221233,-0.6592375832887071,-0.736304513898135,Primates,Pitheciidae,Primates,Pitheciidae
Atelidae,-0.14953444336370844,-0.6595804748496019,-0.7363944287522833,Primates,Atelidae,Primates,Atelidae
Cercopithecidae,-0.14984037024173066,-0.6575183607315669,-0.7343177763733442,Primates,Cercopithecidae,Primates,Old World monkeys
Hylobatidae,-0.14870423395201746,-0.6570845061297877,-0.7355971978964219,Primates,Hylobatidae,Primates,lesser apes
Hominidae,-0.14872037148028883,-0.6556677049880605,-0.7352096351617857,Primates,Hominidae,Primates,great apes
Tarsiidae,-0.14997770783980732,-0.6606328863261476,-0.7375987925754915,Primates,Tarsiidae,Primates,tarsiers
Cynocephalidae,-0.1502405073487068,-0.6610211980268105,-0.7382577464018439,Dermoptera,Cynocephalidae,flying lemurs,colugos
Ochotonidae,-0.1475260059382134,-0.6551491998968159,-0.7397847252831987,Lagomorpha,Ochotonidae,Rabbits and pikas,pikas
Leporidae,-0.14755425877018527,-0.6559301739271289,-0.7399356221551355,Lagomorpha,Leporidae,Rabbits and pikas,rabbits and hares
Hystricidae,-0.15297868499926523,-0.6595602590670747,-0.7449844840162516,Rodentia,Hystricidae,rodent,Old World porcupines
Caviidae,-0.15159263882165694,-0.6605155599634353,-0.7433693269663318,Rodentia,Caviidae,rodent,cavies
Hydrochaeridae,-0.1528828178614868,-0.6615902517852792,-0.7426414765608376,Rodentia,Hydrochaeridae,rodent,Capybara
Chinchillidae,-0.15341544639565996,-0.6616225032755187,-0.7428404356872792,Rodentia,Chinchillidae,rodent,chinchillas
Myocastoridae,-0.1515839713319928,-0.661043120644326,-0.7426020417370214,Rodentia,Myocastoridae,rodent,Myocastoridae
Octodontidae,-0.1521923004491373,-0.6602170220799003,-0.7440931605316401,Rodentia,Octodontidae,rodent,Octodontidae
Echimyidae,-0.1536855014034622,-0.6603746386376679,-0.7444995359951195,Rodentia,Echimyidae,rodent,American spiny rats
Ctenodactylidae,-0.1535830880980602,-0.6620051648265369,-0.7421533384453698,Rodentia,Ctenodactylidae,rodent,gundis
Bathyergidae,-0.1529292658474773,-0.6619707106252527,-0.7418628449057861,Rodentia,Bathyergidae,rodent,African mole-rats
Capromyidae,-0.15286323746906866,-0.6590244228552762,-0.7453013186988418,Rodentia,Capromyidae,rodent,hutias
Ctenomyidae,-0.1521888230767598,-0.660985697570067,-0.7431792819873093,Rodentia,Ctenomyidae,rodent,tuco-tucos
Dasyproctidae,-0.1519619408570656,-0.6598499144502828,-0.7443088720954768,Rodentia,Dasyproctidae,rodent,agoutis and pacas
Erethizontidae,-0.153717109301729,-0.6590054191924367,-0.7455257563446375,Rodentia,Erethizontidae,rodent,New World porcupines
Thryonomyidae,-0.15354589522727444,-0.6613958483858389,-0.7432515583507282,Rodentia,Thryonomyidae,rodent,cane rats
Petromuridae,-0.15256404536650411,-0.6619132371028661,-0.7417113882537518,Rodentia,Petromuridae,rodent,dassie rat
Abrocomidae,-0.15204285404221501,-0.6615990752322558,-0.7419738988589695,Rodentia,Abrocomidae,rodent,Chinchilla rat
Dinomyidae,-0.153521109043389,-0.6584008463178301,-0.7458004956633303,Rodentia,Dinomyidae,rodent,pacarana
Laonastidae,-0.15271533073336324,-0.6607983336126577,-0.7437221613876454,Rodentia,Laonastidae,rodent,Laotian rock rat
Cuniculidae,-0.1537292692361796,-0.658300873415851,-0.7458833523389755,Rodentia,Cuniculidae,rodent,paca
Gliridae,-0.15100857561422604,-0.6615857722190883,-0.7401222506529793,Rodentia,Gliridae,rodent,dormice
Aplodontiidae,-0.14914190335107208,-0.6598133814471449,-0.7405952651289042,Rodentia,Aplodontiidae,rodent,Mountain beaver
Sciuridae,-0.1518956567697199,-0.6559232166048894,-0.7459408640104056,Rodentia,Sciuridae,rodent,squirrels
Geomyidae,-0.15342775156990385,-0.656634015107823,-0.746331943252171,Rodentia,Geomyidae,rodent,pocket gophers
Heteromyidae,-0.1500171511448253,-0.6608101554042889,-0.7403456786347625,Rodentia,Heteromyidae,rodent,Heteromyidae
Castoridae,-0.15100923706864774,-0.6555838839780959,-0.7454970394780889,Rodentia,Castoridae,rodent,beavers
Muridae,-0.14841261917183043,-0.6579802130263818,-0.7416612218870098,Rodentia,Muridae,rodent,Muridae
Spalacidae,-0.14915459102208553,-0.659507183602228,-0.741385631935568,Rodentia,Spalacidae,rodent,Spalacidae
Calomyscidae,-0.14997069136227983,-0.6583027977781601,-0.7438973843563291,Rodentia,Calomyscidae,rodent,Mouse-like hamsters
Nesomyidae,-0.15039563799954264,-0.6579547861001321,-0.7444889973755902,Rodentia,Nesomyidae,rodent,Nesomyidae
Cricetidae,-0.14883119122397975,-0.6566447554101019,-0.7432654007208187,Rodentia,Cricetidae,rodent,Cricetidae
Platacanthomyidae,-0.14963838829511186,-0.6595780920588795,-0.7422871880957439,Rodentia,Platacanthomyidae,rodent,Oriental dormice
Dipodidae,-0.1503500695688166,-0.6561378018949563,-0.7449980402862793,Rodentia,Dipodidae,rodent,jerboas
Pedetidae,-0.1539386547429316,-0.6566817621284027,-0.7464057770547924,Rodentia,Pedetidae,rodent,springhares
Anomaluridae,-0.15277009212349432,-0.6553771745615888,-0.7462794192086887,Rodentia,Anomaluridae,rodent,scaly-tailed squirrels
