,x,y,z,order,family,genus,species,order_eng,family_eng,genus_eng,species_eng
0,-0.150257607119192,-0.6508786197868411,-0.7429333543676198,Monotremata,Ornithorhynchidae,Ornithorhynchidae_fakeus,Ornithorhynchidae_fakeus fakulus,egg-laying mammals,platypus,Ornithorhynchidae_fakeus,Ornithorhynchidae_fakeus fakulus
1,-0.1510397333185999,-0.6503380145112927,-0.7431085228851183,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus aculeatus,egg-laying mammals,echidnas,short-nosed echidnas,short-beaked echidna
2,-0.1508795702228926,-0.6505560074420732,-0.7432271839251171,Monotremata,Tachyglossidae,Zaglossus,Zaglossus bruijni,egg-laying mammals,echidnas,Zaglossus,long-beaked echidna
3,-0.1500805695437805,-0.6497413611198342,-0.7386941954072027,Didelphimorphia,Didelphidae,Marmosa,Marmosa mexicana,Opossums,American opossums,Marmosa,Mexican mouse opossum
4,-0.1504291273261472,-0.6498198040451713,-0.7371625305619638,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,Opossums,American opossums,Didelphis,white-eared opossum
5,-0.1503525529266488,-0.6499160995197147,-0.7370712366993358,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,Opossums,American opossums,Didelphis,southern opossum
6,-0.1502761804587771,-0.6496207780349699,-0.7383908988765923,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,Opossums,American opossums,Marmosa,murine mouse opossum
7,-0.1498970744112777,-0.6500683686204688,-0.7377895751036878,Didelphimorphia,Didelphidae,Marmosops,Marmosops parvidens,Opossums,American opossums,Marmosops,delicate slender mouse opossum
8,-0.1497974195691905,-0.6500511575757985,-0.7382688718642114,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis brevicaudata,Opossums,American opossums,short-tailed opossums,Red-legged short-tailed Opossum
9,-0.1499638062292446,-0.6500444458764464,-0.7376602699297867,Didelphimorphia,Didelphidae,Marmosops,Marmosops pinheiroi,Opossums,American opossums,Marmosops,Marmosops pinheiroi
10,-0.1502086025550018,-0.6499583320959952,-0.7372735414157227,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana,Opossums,American opossums,Didelphis,Virginia opossum
11,-0.150314948796515,-0.649889951949141,-0.7372193618979487,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,Opossums,American opossums,Didelphis,big-eared opossum
12,-0.1500408456182435,-0.6498078060920388,-0.7384262547270519,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus microtarsus,Opossums,American opossums,Gracilinanus,Brazilian gracile mouse opossum
13,-0.1504309291416656,-0.6496305488476858,-0.7377579040232525,Didelphimorphia,Didelphidae,Philander,Philander andersoni,Opossums,American opossums,Philander,Philander andersoni
14,-0.150424336849589,-0.6497634943699465,-0.7373305763235011,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra,Opossums,American opossums,Didelphis,Andean white-eared opossum
15,-0.1503180581109803,-0.6496119527230667,-0.7382435646265001,Didelphimorphia,Didelphidae,Marmosa,Marmosa waterhousei,Opossums,American opossums,Marmosa,Marmosa waterhousei
16,-0.1497485285397735,-0.6501584946981843,-0.7379824674452191,Didelphimorphia,Didelphidae,Marmosops,Marmosops invictus,Opossums,American opossums,Marmosops,slaty slender mouse opossum
17,-0.1503981026796194,-0.6496697505291946,-0.7377044133536479,Didelphimorphia,Didelphidae,Philander,Philander opossum,Opossums,American opossums,Philander,gray four-eyed opossum
18,-0.1501772362732336,-0.6497812675425447,-0.7379615479773685,Didelphimorphia,Didelphidae,Chironectes,Chironectes minimus,Opossums,American opossums,Chironectes,water opossum
19,-0.1503727446932258,-0.6498495665646161,-0.7372024806927971,Didelphimorphia,Didelphidae,Didelphis,Didelphis imperfecta,Opossums,American opossums,Didelphis,Guianan white-eared opossum
20,-0.1500455758001516,-0.6500326022774361,-0.7374654359424648,Didelphimorphia,Didelphidae,Caluromys,Caluromys philander,Opossums,American opossums,woolly opossums,bare-tailed woolly opossum
21,-0.1498584449842222,-0.6500343011851402,-0.7380716072391496,Didelphimorphia,Didelphidae,Marmosops,Marmosops noctivagus,Opossums,American opossums,Marmosops,white-bellied slender mouse opossum
22,-0.1499762251033976,-0.6499866366126911,-0.7378269359695253,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,Opossums,American opossums,Metachirus,brown four-eyed opossum
23,-0.1501397289018465,-0.6496981490945684,-0.7386391718235984,Didelphimorphia,Didelphidae,Marmosa,Marmosa lepida,Opossums,American opossums,Marmosa,little rufous mouse opossum
24,-0.1498334217553228,-0.6499800267483083,-0.7385039327077689,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis reigi,Opossums,American opossums,short-tailed opossums,Monodelphis reigi
25,-0.1499477497706192,-0.6498515692135604,-0.7387285412599042,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,Opossums,American opossums,Marmosops,gray slender mouse opossum
26,-0.1498609745693452,-0.6499650934207828,-0.7384330860567196,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,Opossums,American opossums,short-tailed opossums,Northern three-striped opossum
27,-0.1502740494193565,-0.6497917708026171,-0.7376179301461142,Didelphimorphia,Didelphidae,Philander,Philander frenatus,Opossums,American opossums,Philander,Southeastern four-eyed oppossum
28,-0.1500850514666003,-0.6500257949027982,-0.7373830485009081,Didelphimorphia,Didelphidae,Caluromys,Caluromys lanatus,Opossums,American opossums,woolly opossums,western woolly opossum
29,-0.1497905187109073,-0.6499985702984533,-0.7386757884434311,Didelphimorphia,Didelphidae,Thylamys,Thylamys elegans,Opossums,American opossums,Thylamys,elegant fat-tailed opossum
30,-0.1500124626121045,-0.64989794942987,-0.7380641542062123,Didelphimorphia,Didelphidae,Tlacuatzin,Tlacuatzin canescens,Opossums,American opossums,Tlacuatzin,grayish mouse opossum
31,-0.1496756486030079,-0.6501534092506754,-0.7383486672885868,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,Opossums,American opossums,short-tailed opossums,gray short-tailed opossum
32,-0.1501502848683918,-0.6497314151784677,-0.7383288688075973,Didelphimorphia,Didelphidae,Marmosa,Marmosa xerophila,Opossums,American opossums,Marmosa,Guajira mouse opossum
33,-0.150240703724854,-0.6496243512672654,-0.738573575542791,Didelphimorphia,Didelphidae,Micoureus,Micoureus demerarae,Opossums,American opossums,Micoureus,Micoureus demerarae
34,-0.1533514870019353,-0.6493948664761695,-0.7433147550999726,Paucituberculata,Caenolestidae,Lestoros,Lestoros inca,shrew opossums,shrew opossums,Lestoros,Incan shrew opossum
35,-0.1534046933076199,-0.6495441283487912,-0.7435451173709012,Paucituberculata,Caenolestidae,Caenolestes,Caenolestes caniventer,shrew opossums,shrew opossums,common shrew-opossums,grey-bellied shrew opossum
36,-0.1536587792472586,-0.6495255046657517,-0.7435949546079396,Paucituberculata,Caenolestidae,Caenolestes,Caenolestes sangay,shrew opossums,shrew opossums,common shrew-opossums,Sangay shrew opossum
37,-0.1529199002494504,-0.6495683253392747,-0.7433892935159465,Paucituberculata,Caenolestidae,Caenolestes,Caenolestes fuliginosus,shrew opossums,shrew opossums,common shrew-opossums,silky shrew opossum
38,-0.1527940364478325,-0.6495000989829703,-0.7432299815633447,Paucituberculata,Caenolestidae,Rhyncholestes,Rhyncholestes raphanurus,shrew opossums,shrew opossums,Chilean shrew opossums,Chilean shrew opossum
