,x,y,z,order,family,genus,species,order_eng,family_eng,genus_eng,species_eng
0,-0.1504072619701046,-0.6514798488265432,-0.7437461487070675,Monotremata,Ornithorhynchidae,Ornithorhynchidae_fakeus,Ornithorhynchidae_fakeus fakulus,egg-laying mammals,platypus,Ornithorhynchidae_fakeus,Ornithorhynchidae_fakeus fakulus
1,-0.1509931738227385,-0.6511058933374997,-0.7439389683527077,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus aculeatus,egg-laying mammals,echidnas,short-nosed echidnas,short-beaked echidna
2,-0.1507758405048843,-0.6514974703127451,-0.7440951474618941,Monotremata,Tachyglossidae,Zaglossus,Zaglossus bruijni,egg-laying mammals,echidnas,Zaglossus,long-beaked echidna
3,-0.150824474804413,-0.6493085084181831,-0.7378155684734572,Didelphimorphia,Didelphidae,Marmosa,Marmosa mexicana,Opossums,American opossums,Marmosa,Mexican mouse opossum
4,-0.1509514618397371,-0.6493266337568148,-0.7374384381673642,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,Opossums,American opossums,Didelphis,white-eared opossum
5,-0.150917257411049,-0.649354694113489,-0.7374183057787895,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,Opossums,American opossums,Didelphis,southern opossum
6,-0.1509458250218746,-0.6492514798792615,-0.7377273901892076,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,Opossums,American opossums,Marmosa,murine mouse opossum
7,-0.1506618255739893,-0.6494985352903055,-0.7375159616594276,Didelphimorphia,Didelphidae,Marmosops,Marmosops parvidens,Opossums,American opossums,Marmosops,delicate slender mouse opossum
8,-0.1506568276703316,-0.6494563764543402,-0.7376799132439675,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis brevicaudata,Opossums,American opossums,short-tailed opossums,Red-legged short-tailed Opossum
9,-0.1506842181813552,-0.6494911445361525,-0.737487595005938,Didelphimorphia,Didelphidae,Marmosops,Marmosops pinheiroi,Opossums,American opossums,Marmosops,Marmosops pinheiroi
10,-0.1508723792155884,-0.6493826447940944,-0.7374227978710634,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana,Opossums,American opossums,Didelphis,Virginia opossum
