,x,y,z,order,family,order_eng,family_eng
Hippopotamidae,-0.15856739984721613,-0.6617122238637929,-0.7382710307348566,Artiodactyla,Hippopotamidae,"whales, hippos, ruminants, pigs, camels etc.",hippopotamids
Tupaiidae,-0.14994815217250163,-0.6609600551625284,-0.7391195560290409,Scandentia,Tupaiidae,tree shrews,tree shrews
Lemuridae,-0.1476611131367598,-0.6543058414936095,-0.7377488182217355,Primates,Lemuridae,Primates,lemurs
Indriidae,-0.1474493765734773,-0.6550808428393943,-0.7387473338484823,Primates,Indriidae,Primates,Indriidae
Lepilemuridae,-0.1475269294184597,-0.6564622204182093,-0.738657996076174,Primates,Lepilemuridae,Primates,Sportive lemurs
Cheirogaleidae,-0.14763934138825877,-0.6561191669588523,-0.7376370317289952,Primates,Cheirogaleidae,Primates,dwarf and mouse lemurs
Paleopropithecidae,-0.14785646289157603,-0.6575952827226084,-0.7380855665910321,Primates,Paleopropithecidae,Primates,sloth lemurs
Daubentoniidae,-0.14863414699604552,-0.6591415901572576,-0.7376995950611879,Primates,Daubentoniidae,Primates,aye-ayes
Lorisidae,-0.148309411324358,-0.6533761919494344,-0.7363777124077242,Primates,Lorisidae,Primates,lorises
Galagidae,-0.1480244542220921,-0.6541439181457873,-0.7366117500184445,Primates,Galagidae,Primates,galagos
Cebidae,-0.14959624126219015,-0.6593903386347918,-0.7358606634351235,Primates,Cebidae,Primates,capuchin and squirrel monkeys
Aotidae,-0.14961190644517158,-0.6596628757155584,-0.7361845720898651,Primates,Aotidae,Primates,owl monkeys
Pitheciidae,-0.14905399936447208,-0.6592807151712029,-0.7367250742372466,Primates,Pitheciidae,Primates,Pitheciidae
Atelidae,-0.14928848109717074,-0.6596774330409719,-0.736844256011912,Primates,Atelidae,Primates,Atelidae
Cercopithecidae,-0.1497161543589729,-0.6573915933052726,-0.7342783170703823,Primates,Cercopithecidae,Primates,Old World monkeys
Hylobatidae,-0.14852986594183623,-0.657362758197157,-0.7358915101223529,Primates,Hylobatidae,Primates,lesser apes
Hominidae,-0.14858426991317097,-0.65511756916439,-0.7352796632336545,Primates,Hominidae,Primates,great apes
Tarsiidae,-0.14955556719914542,-0.6603916495531741,-0.7378209865149127,Primates,Tarsiidae,Primates,tarsiers
Cynocephalidae,-0.14964375869733984,-0.6606243607791009,-0.7384882537954539,Dermoptera,Cynocephalidae,flying lemurs,colugos
Ochotonidae,-0.14747577615514104,-0.6548719382919095,-0.7399275049280571,Lagomorpha,Ochotonidae,Rabbits and pikas,pikas
Leporidae,-0.14748799471540042,-0.65602212603719,-0.7399693441320787,Lagomorpha,Leporidae,Rabbits and pikas,rabbits and hares
Hystricidae,-0.1526637431973231,-0.6596594741733027,-0.7448985450539934,Rodentia,Hystricidae,rodent,Old World porcupines
Caviidae,-0.15073446892679074,-0.660438743483655,-0.7427972599845264,Rodentia,Caviidae,rodent,cavies
Hydrochaeridae,-0.1526215478059563,-0.6615617213964853,-0.7426984337347577,Rodentia,Hydrochaeridae,rodent,Capybara
Chinchillidae,-0.15312363874680374,-0.6614804157714015,-0.743103744809971,Rodentia,Chinchillidae,rodent,chinchillas
Myocastoridae,-0.15094065478547541,-0.6607512164893748,-0.7425637909858607,Rodentia,Myocastoridae,rodent,Myocastoridae
Octodontidae,-0.15138823369793836,-0.6602675628840331,-0.7436321678053697,Rodentia,Octodontidae,rodent,Octodontidae
Echimyidae,-0.15337097207833977,-0.659942023926285,-0.7449051513141721,Rodentia,Echimyidae,rodent,American spiny rats
Ctenodactylidae,-0.1537150444998688,-0.6621591592115472,-0.7420438289331008,Rodentia,Ctenodactylidae,rodent,gundis
Bathyergidae,-0.1526852670995501,-0.6619989103356148,-0.7418173910390737,Rodentia,Bathyergidae,rodent,African mole-rats
Capromyidae,-0.15269751009938676,-0.6589371632981047,-0.7453890128769602,Rodentia,Capromyidae,rodent,hutias
Ctenomyidae,-0.15164247094384778,-0.6608736856556597,-0.743073367320705,Rodentia,Ctenomyidae,rodent,tuco-tucos
Dasyproctidae,-0.15104681122134578,-0.6598285371260965,-0.743813013119027,Rodentia,Dasyproctidae,rodent,agoutis and pacas
Erethizontidae,-0.15358186303895707,-0.6589423471828229,-0.7456249332467865,Rodentia,Erethizontidae,rodent,New World porcupines
Thryonomyidae,-0.1531790306967579,-0.6611949480829133,-0.7435427358337905,Rodentia,Thryonomyidae,rodent,cane rats
Petromuridae,-0.1521573697978971,-0.6618706504514208,-0.741643058887436,Rodentia,Petromuridae,rodent,dassie rat
Abrocomidae,-0.15170403996409393,-0.6615883225221038,-0.7418332836427146,Rodentia,Abrocomidae,rodent,Chinchilla rat
Dinomyidae,-0.15361222594801316,-0.6584240311424661,-0.7458924417801867,Rodentia,Dinomyidae,rodent,pacarana
Laonastidae,-0.1524050640542633,-0.6606451182065394,-0.7438701839227357,Rodentia,Laonastidae,rodent,Laotian rock rat
Cuniculidae,-0.15371372869524813,-0.658410491075807,-0.7459163897431399,Rodentia,Cuniculidae,rodent,paca
Gliridae,-0.1508269745322866,-0.661557907469121,-0.7401483621194672,Rodentia,Gliridae,rodent,dormice
Aplodontiidae,-0.14909003952674701,-0.6599338812195824,-0.7403735171027578,Rodentia,Aplodontiidae,rodent,Mountain beaver
Sciuridae,-0.15203034580454208,-0.6556227956375293,-0.7460976098464761,Rodentia,Sciuridae,rodent,squirrels
Geomyidae,-0.15358225577038517,-0.6564913789766623,-0.7464624322121731,Rodentia,Geomyidae,rodent,pocket gophers
Heteromyidae,-0.1497361809506849,-0.6606603545366909,-0.7403178439471908,Rodentia,Heteromyidae,rodent,Heteromyidae
Castoridae,-0.1513094093973668,-0.6553301829946463,-0.745760202451006,Rodentia,Castoridae,rodent,beavers
Muridae,-0.14838028986514248,-0.65814060039673,-0.7416303997492418,Rodentia,Muridae,rodent,Muridae
Spalacidae,-0.14928820114705424,-0.659876012987035,-0.7412535429205007,Rodentia,Spalacidae,rodent,Spalacidae
Calomyscidae,-0.15001734447346754,-0.6585653570452052,-0.7438950635643884,Rodentia,Calomyscidae,rodent,Mouse-like hamsters
Nesomyidae,-0.1505392283306173,-0.6579119765057911,-0.7447307953051779,Rodentia,Nesomyidae,rodent,Nesomyidae
Cricetidae,-0.14885947107359734,-0.656791506271411,-0.7433967898698026,Rodentia,Cricetidae,rodent,Cricetidae
Platacanthomyidae,-0.14980306213797548,-0.659908173005881,-0.7422765442534384,Rodentia,Platacanthomyidae,rodent,Oriental dormice
Dipodidae,-0.15061083342370274,-0.6559767232513326,-0.7453033786923717,Rodentia,Dipodidae,rodent,jerboas
Pedetidae,-0.15401454012849314,-0.6567966348630093,-0.7464714020290307,Rodentia,Pedetidae,rodent,springhares
Anomaluridae,-0.15308217599116108,-0.6551456241631135,-0.7464376271526638,Rodentia,Anomaluridae,rodent,scaly-tailed squirrels
