,x,y,z,name,r,size
84,-0.2946662034033074,-0.36512613918937475,0.9783645697036343,Nemestrinidae,0.003804887686504122,275
85,-0.32753516995742327,-0.3276855158161089,0.9994245966481756,Milichiidae,0.0038117993864541424,276
86,-0.37538442176672066,-0.30158982661367745,0.9560283220944147,Scatopsidae,0.004026714634008719,308
87,-0.34104102619559606,-0.3639844361928779,0.9104927822889572,Canacidae,0.004052777783987908,312
88,-0.3238818614350876,-0.37396227752231226,0.908214607415722,Blephariceridae,0.004091561230185233,318
89,-0.3735181940099341,-0.3155689699385623,0.9488423546556805,Psilidae,0.004104407607886659,320
90,-0.3652612990622724,-0.3383014794887768,0.9328168012067648,Fanniidae,0.004104407607886659,320
91,-0.3320195432689951,-0.37027767594510763,0.9169630982804484,Chamaemyiidae,0.00428635570454217,349
92,-0.3545819715850203,-0.3521116846368856,0.9283626711054352,Clusiidae,0.004292492222651392,350
93,-0.34657380073647903,-0.3598811171450935,0.9251044885284097,Pyrgotidae,0.004298619980550058,351
94,-0.3694456916939069,-0.32725974778921463,0.9444158331547676,Sepsidae,0.004443151569894957,375
95,-0.36997431881283255,-0.28776087299969816,0.9722414755889546,Acroceridae,0.004542746770325791,392
96,-0.3398568983665634,-0.349893611403212,0.9683443154287118,Scathophagidae,0.0045543206662057075,394
97,-0.3720324007899469,-0.31005441309296816,0.9583535710720857,Scenopinidae,0.004668481749333317,414
98,-0.3280428486018856,-0.3195068366575513,1.0035825009609716,Mydidae,0.004926357869658725,461
99,-0.3189822564098659,-0.37665115398659404,0.9232774631438353,Lonchaeidae,0.005026852167859806,480
100,-0.3103879574661963,-0.34676640116261775,0.993928481133489,Micropezidae,0.005516192506824176,578
101,-0.30603894192356945,-0.3811057592787124,0.9202067335387387,Sciomyzidae,0.005620191580088355,600
102,-0.3585512577378041,-0.3451368865474245,0.940147696878319,Rhagionidae,0.005876617370047132,656
103,-0.33884368208355525,-0.36484677914658087,0.9330568384570914,Ulidiidae,0.005943424564076007,671
104,-0.3325987674241235,-0.27446112826369556,1.0103054041834727,Bibionidae,0.0062877528578802735,751
105,-0.28159342240035423,-0.38446927447700685,0.9255983067415063,Conopidae,0.006403895311472804,779
106,-0.3624957788058072,-0.3355365245318476,0.9504249418254986,Hippoboscidae,0.00642850999021331,785
107,-0.32832458401848036,-0.37047773773182074,0.9377536035304608,Heleomyzidae,0.0065341021832743896,811
108,-0.2273223654972891,-0.3631459985925873,0.9574962259287101,Keroplatidae,0.006917631704297179,909
109,-0.2976757448196814,-0.38145244538444767,0.9369261785505474,Therevidae,0.007688920542433579,1123
110,-0.252783670878486,-0.3781983428056164,0.9449729197935839,Platystomatidae,0.007817926887800489,1161
111,-0.27176460922962437,-0.3819378690697813,0.9421738487814099,Sphaeroceridae,0.009047752071847583,1555
112,-0.346724303140761,-0.35397580443506865,0.9497488061011373,Pipunculidae,0.009817924022734867,1831
113,-0.31470835537461067,-0.3737656932190574,0.9491064995710505,Hybotidae,0.009836673314989417,1838
114,-0.3639319180430537,-0.3226420969761083,0.9642530599114713,Calliphoridae,0.009972211336737756,1889
115,-0.36644684896880464,-0.30245356337226564,0.973616908052826,Lauxaniidae,0.009985400353659761,1894
116,-0.24717261759826575,-0.3688930878257369,0.9650695813086806,Anthomyiidae,0.009988036067142029,1895
117,-0.29186476673476536,-0.3748221768420295,0.9618046488466966,Ephydridae,0.010209585016530149,1980
118,-0.3299043829909702,-0.3607679373808596,0.9624215647391091,Simuliidae,0.010461711500526324,2079
119,-0.35031237328431597,-0.3384088962671162,0.9695012949954273,Sciaridae,0.010817956384433237,2223
120,-0.2111817851758832,-0.32988850744122367,0.9829021712820571,Stratiomyidae,0.01183358441299898,2660
121,-0.2306283388550353,-0.35037884930692037,0.9807165181348737,Agromyzidae,0.012141001435309261,2800
122,-0.2725319413318254,-0.3699515361559984,0.9727088017754059,Chloropidae,0.012276827927394584,2863
123,-0.31048983619154796,-0.36174372905497126,0.9767932009164985,Psychodidae,0.012326042424033349,2886
124,-0.22145052060551487,-0.31114730137033775,1.0022844707962422,Empididae,0.012529372306008521,2982
125,-0.2236108361972628,-0.28597597672562397,1.0094578580353113,Sarcophagidae,0.012719111511727901,3073
126,-0.2610599555523272,-0.35348370231843157,0.9921579872877543,Culicidae,0.013785708648378985,3610
127,-0.24410848295036627,-0.3311876921005431,1.0045028770954514,Drosophilidae,0.014409335318776157,3944
128,-0.29091574678010057,-0.35231311289573136,0.9943985764944095,Mycetophilidae,0.01444035652867253,3961
129,-0.32907087970318744,-0.34274225956653204,0.9868970166272888,Phoridae,0.014587257500426744,4042
130,-0.2767269977369099,-0.3315333379804967,1.0110024509427322,Tabanidae,0.015197050687122534,4387
131,-0.2524816978612572,-0.30478592362581697,1.0184923619725028,Tephritidae,0.015615639347270973,4632
132,-0.34666136568284067,-0.3173870241895871,0.9906567934305242,Muscidae,0.016473649806129743,5155
133,-0.3086991595435538,-0.3281656149867538,1.0079338373169917,Bombyliidae,0.0166848081780396,5288
134,-0.35482282121964087,-0.2843821966030629,0.9926630512317478,Ceratopogonidae,0.017203662555657032,5622
135,-0.3432261984929409,-0.2513580350429265,0.9986740222720132,Syrphidae,0.017631345089956084,5905
136,-0.3257883466931048,-0.2984220336715836,1.012015247011246,Cecidomyiidae,0.017859774496140436,6059
137,-0.3198383576611777,-0.21667125471997428,0.9946637196410288,Dolichopodidae,0.019402553240110938,7151
138,-0.2896414174913148,-0.3005852203840788,1.0222710334060343,Asilidae,0.01977610111496284,7429
139,-0.2812856861340404,-0.21693829757152233,1.0053119532759176,Chironomidae,0.02058479083739644,8049
140,-0.3083213960519714,-0.2618950537661926,1.0195261629109713,Tachinidae,0.022506510790766515,9622
141,-0.25572474489689817,-0.26009631250262577,1.0209688707408493,Tipulidae,0.028291399100739884,15204
