seqId,x,y,z,population,region
HGDP00001,0.1029408224851787,0.12718918511479407,-0.31803803818279514,Brahui,South Asia
HGDP00003,0.09847490770664731,0.1258570996711105,-0.32002289459935346,Brahui,South Asia
HGDP00005,0.10216137672262933,0.129252126723201,-0.31753269065711937,Brahui,South Asia
HGDP00007,0.10154795809159169,0.1289505556840334,-0.32066027303260125,Brahui,South Asia
HGDP00011,0.10101973608526797,0.13074253325233073,-0.3137744620218598,Brahui,South Asia
HGDP00015,0.10055924203162818,0.1317308720252815,-0.3157342220475374,Brahui,South Asia
HGDP00017,0.10197700744048853,0.13076559736164273,-0.3189718252634495,Brahui,South Asia
HGDP00019,0.10035698365753433,0.1290322700035834,-0.323205173870046,Brahui,South Asia
HGDP00021,0.1021163966864002,0.12876266649126433,-0.31585361912506227,Brahui,South Asia
HGDP00023,0.10293472082402881,0.12793432435222446,-0.31466416458322305,Brahui,South Asia
HGDP00025,0.10125560458533293,0.13226222389829836,-0.3153344633962617,Brahui,South Asia
HGDP00027,0.10405854834646523,0.12839558612355384,-0.3183007521911128,Brahui,South Asia
HGDP00031,0.10258643711649294,0.1280043350472433,-0.31963430350955124,Brahui,South Asia
HGDP00033,0.10266346101471487,0.12387848806292147,-0.31605864168003633,Brahui,South Asia
HGDP00035,0.10293507661218117,0.12554109919506506,-0.3174501792712368,Brahui,South Asia
HGDP00037,0.10231305448953389,0.12787394238810834,-0.3220156571361136,Brahui,South Asia
HGDP00039,0.10321829179226015,0.12665048599522724,-0.3222412209147447,Brahui,South Asia
HGDP00041,0.09963446045052078,0.12770007151706358,-0.32276943693684595,Brahui,South Asia
HGDP00043,0.10540100116604277,0.12515647449016087,-0.315958042571663,Brahui,South Asia
HGDP00045,0.099013678698423,0.12963630807825174,-0.3133586238334633,Brahui,South Asia
HGDP00047,0.10230273154096885,0.12789336937999826,-0.32269955754368335,Brahui,South Asia
HGDP00049,0.10189756317066913,0.1282828328334706,-0.3165941391739086,Brahui,South Asia
HGDP00052,0.10162167244593477,0.12672650421124199,-0.311112905745182,Balochi,South Asia
HGDP00054,0.10529930648628615,0.12670349470952083,-0.31980087226750414,Balochi,South Asia
HGDP00056,0.10156214335921411,0.12806361396516516,-0.31827710867359527,Balochi,South Asia
HGDP00058,0.10296468911977284,0.13097457238105323,-0.3184775425268783,Balochi,South Asia
HGDP00062,0.09852413272945319,0.13094982416610407,-0.31518109015903645,Balochi,South Asia
HGDP00064,0.09974731525123708,0.131338174077375,-0.3157778329851989,Balochi,South Asia
HGDP00066,0.10332038674623058,0.1264031040710698,-0.31526332497242127,Balochi,South Asia
HGDP00068,0.10329949541212506,0.1317770919852986,-0.31647522371822134,Balochi,South Asia
HGDP00070,0.10040569041102611,0.12773599672667144,-0.3258389221133895,Balochi,South Asia
HGDP00072,0.10297637245223094,0.12816607419908518,-0.3110237014821445,Balochi,South Asia
HGDP00074,0.09780633385515174,0.13124131742643358,-0.31537654625094586,Balochi,South Asia
HGDP00076,0.10158313611134463,0.12594659888751522,-0.3234095722960724,Balochi,South Asia
HGDP00078,0.1023462383382475,0.12956193796198215,-0.31314693778547126,Balochi,South Asia
HGDP00080,0.10004407487652005,0.13045930159610863,-0.3157319039412295,Balochi,South Asia
HGDP00082,0.1011560128234321,0.13099980005460088,-0.3169699191330974,Balochi,South Asia
HGDP00086,0.10048048144565318,0.12750602464122826,-0.3189784716468613,Balochi,South Asia
HGDP00088,0.10353797099606572,0.12772959964681288,-0.3196935221757895,Balochi,South Asia
HGDP00090,0.10660376739594322,0.12930444681055248,-0.31733027781979073,Balochi,South Asia
HGDP00092,0.10322122102856497,0.1252924078111632,-0.31916027029601046,Balochi,South Asia
HGDP00096,0.10121076299503505,0.12737591899970432,-0.3227463915468174,Balochi,South Asia
HGDP00098,0.10230288716264142,0.13167583910409525,-0.31639920728275006,Balochi,South Asia
HGDP00099,0.09606937333669364,0.1310299145881354,-0.3160554660485032,Hazara,South Asia
HGDP00100,0.1019535655779555,0.12869787093935187,-0.32216793685901673,Hazara,South Asia
HGDP00103,0.09951619147563491,0.13064002283205464,-0.31959073703856816,Hazara,South Asia
HGDP00106,0.10201664512363014,0.12952961556048373,-0.3125288550985539,Hazara,South Asia
HGDP00108,0.10399492430443212,0.1320806287996348,-0.3230766419989326,Hazara,South Asia
HGDP00109,0.10035667716537915,0.1295832547828777,-0.3231385235060578,Hazara,South Asia
HGDP00110,0.10289010331591937,0.125379207594394,-0.3161928370510231,Hazara,South Asia
HGDP00112,0.10237820398039353,0.12753747971261237,-0.3170694935978474,Hazara,South Asia
HGDP00115,0.1013855854441693,0.12867934916748358,-0.3188933245290622,Hazara,South Asia
HGDP00116,0.10097965490506254,0.12749651223887323,-0.3182165017335084,Hazara,South Asia
HGDP00119,0.10015351595348816,0.1294889506767096,-0.31551854661613454,Hazara,South Asia
HGDP00120,0.10016348125797146,0.12826634079060148,-0.32152900291270703,Hazara,South Asia
HGDP00122,0.10015092841255664,0.12864499917766628,-0.32337501462155505,Hazara,South Asia
HGDP00124,0.10223246812164309,0.12793982715037788,-0.3214646500002156,Hazara,South Asia
HGDP00125,0.10235818974319306,0.12962475900728263,-0.3207802101707718,Hazara,South Asia
HGDP00127,0.10097611250453266,0.12769044646313424,-0.31323953967681567,Hazara,South Asia
HGDP00129,0.10382297347443854,0.12992144549124476,-0.32201568240894685,Hazara,South Asia
HGDP00131,0.100604544348868,0.12993365586364083,-0.3129832108441949,Makrani,South Asia
HGDP00133,0.10328863742587406,0.124763214050159,-0.32107263278155695,Makrani,South Asia
HGDP00134,0.10087515094731268,0.12464299508076505,-0.3231821375039296,Makrani,South Asia
HGDP00135,0.09882471343730669,0.12800348976455972,-0.3182013444550196,Makrani,South Asia
HGDP00136,0.10484124879100766,0.12652111703702257,-0.3199281068336263,Makrani,South Asia
HGDP00137,0.10514495700823849,0.12737671748785287,-0.3162351500993723,Makrani,South Asia
