seqId,x,y,z,population,region
HGDP00608,0.10154272490583452,0.12730949527578425,-0.3137569317706058,Bedouin,Western Asia
HGDP00609,0.10172629848764277,0.12639587877863157,-0.31494448297353633,Bedouin,Western Asia
HGDP00611,0.10276821712142667,0.127021397357056,-0.3160709139949417,Bedouin,Western Asia
HGDP00612,0.10100694465003725,0.12626564055955009,-0.3144908537373471,Bedouin,Western Asia
HGDP00613,0.10267085650415503,0.12627522698404486,-0.3197212945566302,Bedouin,Western Asia
HGDP00616,0.10088665925989168,0.12520329069563646,-0.3225302661055122,Bedouin,Western Asia
HGDP00620,0.10262918002407746,0.1260915389872209,-0.31787277091935423,Bedouin,Western Asia
HGDP00623,0.10099060492519396,0.12466652902159284,-0.31860542460999414,Bedouin,Western Asia
HGDP00624,0.10158373307444055,0.12765083745788008,-0.31355159274390204,Bedouin,Western Asia
HGDP00625,0.10138071541412094,0.1258567626342247,-0.316807463519889,Bedouin,Western Asia
HGDP00626,0.10097290999406905,0.1251560727354228,-0.3170505275583618,Bedouin,Western Asia
HGDP00627,0.10229227530006511,0.12558715754109415,-0.32212119614426554,Bedouin,Western Asia
HGDP00628,0.10090624121200455,0.1253402076576933,-0.3161865285722567,Bedouin,Western Asia
HGDP00629,0.10154022801857451,0.12550342566769435,-0.3237334229495941,Bedouin,Western Asia
HGDP00631,0.10056576473282765,0.1250884097230346,-0.32182514978239257,Bedouin,Western Asia
HGDP00632,0.10194577590685325,0.125935782398023,-0.3226790473092768,Bedouin,Western Asia
HGDP00634,0.10214678481749383,0.12501589373901004,-0.32021060152944925,Bedouin,Western Asia
HGDP00635,0.10238974320507875,0.12566139246642966,-0.3192938878601353,Bedouin,Western Asia
HGDP00636,0.10150055826848169,0.12524663362224198,-0.3191527719484907,Bedouin,Western Asia
HGDP00637,0.1017633012761895,0.12850590567714473,-0.3129846577259004,Bedouin,Western Asia
HGDP00638,0.10198777659326883,0.12489814196766202,-0.3191869235996704,Bedouin,Western Asia
HGDP00639,0.10082530148996394,0.12513678471524958,-0.3192850470000038,Bedouin,Western Asia
HGDP00640,0.10294195648217384,0.1262850904698392,-0.318883068552277,Bedouin,Western Asia
HGDP00641,0.10168233419398179,0.12524238655402697,-0.3208547398057787,Bedouin,Western Asia
HGDP00642,0.10166166218748723,0.12742036160180378,-0.3143515910838056,Bedouin,Western Asia
HGDP00643,0.10034522161960821,0.1251187856289477,-0.3177839070080269,Bedouin,Western Asia
HGDP00644,0.1018060090024372,0.12556914138367725,-0.3176550022254835,Bedouin,Western Asia
HGDP00645,0.10140118923605561,0.12696075919378688,-0.31375761303282124,Bedouin,Western Asia
HGDP00646,0.10298141812062216,0.12667477422446938,-0.31711305489007413,Bedouin,Western Asia
HGDP00647,0.1012109404566144,0.12569562798688838,-0.31518164611860144,Bedouin,Western Asia
HGDP00648,0.10181825357315936,0.12545557427707887,-0.32149597132267643,Bedouin,Western Asia
HGDP00649,0.10090473404901543,0.12474587236422258,-0.3218972060731047,Bedouin,Western Asia
HGDP00650,0.10082449891654671,0.12595907416263277,-0.3160119340492673,Bedouin,Western Asia
HGDP00651,0.10087089375141699,0.12489795682157795,-0.32091326950866705,Bedouin,Western Asia
HGDP00653,0.10048290068440185,0.12533907279606063,-0.31656758891526504,Bedouin,Western Asia
HGDP00654,0.10157140256032432,0.12628550081914405,-0.31596832488589327,Bedouin,Western Asia
HGDP00655,0.10362335656384862,0.13222513592615798,-0.3152789428290632,Melanesian,Oceania
HGDP00656,0.10331038051530389,0.13232428705416022,-0.3149585498414223,Melanesian,Oceania
HGDP00660,0.10235379158179614,0.13267553273431754,-0.3145727862775438,Melanesian,Oceania
HGDP00661,0.10041331046004319,0.12953468109731944,-0.32715284397253663,Melanesian,Oceania
HGDP00663,0.10192304273436574,0.13274756756609446,-0.3145159493465742,Melanesian,Oceania
HGDP00664,0.10194876322084252,0.12900444890967033,-0.32735102194100857,Melanesian,Oceania
HGDP00666,0.09932479591072654,0.12712002363278374,-0.3155721777936802,Sardinian,Europe
HGDP00667,0.10022216452102443,0.126359314365018,-0.31656843075168517,Sardinian,Europe
HGDP00668,0.10020199696054842,0.12694726885834662,-0.31476563703264393,Sardinian,Europe
HGDP00669,0.10007352575606009,0.1264991298316643,-0.31554871984604943,Sardinian,Europe
HGDP00670,0.09947876033485398,0.1258394080150625,-0.3197724290871866,Sardinian,Europe
HGDP00671,0.09899340012019278,0.127115033816794,-0.3163126754603382,Sardinian,Europe
HGDP00672,0.09911509890194392,0.12602813811541158,-0.31969668411773766,Sardinian,Europe
HGDP00673,0.09871403775227394,0.12755587277333633,-0.3163277831621349,Sardinian,Europe
HGDP00674,0.09884164164124977,0.12666907962371968,-0.31761829123594004,Sardinian,Europe
HGDP00675,0.10146120309439487,0.12579596314950894,-0.32286396683905083,Palestinian,Western Asia
HGDP00676,0.10208171269472228,0.12746387044822602,-0.3152010842817611,Palestinian,Western Asia
HGDP00680,0.10240546221840041,0.12824378766831493,-0.31462970542883806,Palestinian,Western Asia
HGDP00685,0.10172585414620472,0.12575037901603167,-0.3220887521460008,Palestinian,Western Asia
HGDP00686,0.10175039260304705,0.12618799710323547,-0.3168351878311888,Palestinian,Western Asia
HGDP00687,0.10132499137277999,0.1252809944294909,-0.3213091966564994,Palestinian,Western Asia
HGDP00689,0.10178372674474975,0.12725727313548543,-0.314729105590625,Palestinian,Western Asia
HGDP00690,0.1011452617066211,0.12584592292782415,-0.3181670738272614,Palestinian,Western Asia
HGDP00691,0.1022632507367448,0.1260256527820102,-0.32127402974371305,Palestinian,Western Asia
HGDP00693,0.10129754838563816,0.12529028745267315,-0.3180312972309656,Palestinian,Western Asia
HGDP00694,0.09942301625146165,0.12667999640639527,-0.319705954290115,Palestinian,Western Asia
HGDP00697,0.10170503370240067,0.12545941131738314,-0.31882221826749485,Palestinian,Western Asia
HGDP00698,0.1007721980615483,0.1285110492914582,-0.31293626415115916,Palestinian,Western Asia
HGDP00699,0.10121312920734087,0.12836311008785858,-0.3135190704155725,Palestinian,Western Asia
HGDP00700,0.10229329870323066,0.12690277440177092,-0.31669400208959186,Palestinian,Western Asia
HGDP00701,0.10051057646413178,0.1278474922798025,-0.3134927548164583,Bedouin,Western Asia
HGDP00702,0.1007988144084921,0.1338414299298472,-0.32070369553534106,Colombian,South America
HGDP00704,0.0993624271677239,0.13279668799319183,-0.318975260123569,Colombian,South America
HGDP00706,0.09990769020365334,0.13306443756385858,-0.31806500072296867,Colombian,South America
HGDP00712,0.10423752113812404,0.1309735568162864,-0.3215558540119777,Cambodian,South-East Asia
HGDP00713,0.10348887158190566,0.129398464478795,-0.3240804622342781,Cambodian,South-East Asia
HGDP00714,0.10332294156429386,0.13166234407314537,-0.31739617221129995,Cambodian,South-East Asia
HGDP00715,0.10039586709488053,0.13205008992759923,-0.3204946342453089,Cambodian,South-East Asia
HGDP00716,0.10376682290198419,0.1311711167016965,-0.31857186795958786,Cambodian,South-East Asia
HGDP00717,0.1006140662096317,0.1307636386206011,-0.32496970010656634,Cambodian,South-East Asia
HGDP00719,0.10091125917767398,0.13082357124079616,-0.3248443994951612,Cambodian,South-East Asia
HGDP00720,0.10105578704085409,0.130378205614288,-0.3250410337519093,Cambodian,South-East Asia
HGDP00721,0.10365547821702484,0.1315029482902272,-0.3173457498334469,Cambodian,South-East Asia
HGDP00722,0.10208628733966646,0.12559769072849294,-0.321045364655433,Palestinian,Western Asia
HGDP00723,0.10233551311941784,0.12793906278835768,-0.3145924655713296,Palestinian,Western Asia
HGDP00725,0.10110646331438461,0.12585319742674425,-0.3224404254951478,Palestinian,Western Asia
HGDP00726,0.1020069207483527,0.1257227501001192,-0.3179369800394814,Palestinian,Western Asia
HGDP00727,0.10108977010609485,0.1286093712827283,-0.3131030092047706,Palestinian,Western Asia
HGDP00729,0.10192541646885972,0.1280991291521966,-0.31426135792465926,Palestinian,Western Asia
HGDP00730,0.10077868729690939,0.12561124118500824,-0.32000673599520624,Palestinian,Western Asia
HGDP00731,0.1022048167819847,0.1257725706062758,-0.32009816723606555,Palestinian,Western Asia
HGDP00732,0.10183097805303606,0.12564772109337097,-0.31980445152290715,Palestinian,Western Asia
HGDP00733,0.09945671321624167,0.1265751778076482,-0.3179902038279614,Palestinian,Western Asia
HGDP00734,0.10232846738013195,0.12727636139603013,-0.3151217145202305,Palestinian,Western Asia
HGDP00735,0.10103848621877155,0.12532983133894018,-0.318274387686029,Palestinian,Western Asia
HGDP00736,0.1023742327418021,0.1265997631759778,-0.3176734596435872,Palestinian,Western Asia
HGDP00737,0.09936206634451805,0.1260660917386529,-0.3206035592226651,Palestinian,Western Asia
HGDP00739,0.10255327183627352,0.1273249867241737,-0.31624859456839904,Palestinian,Western Asia
HGDP00740,0.10211951976645113,0.12617896807468182,-0.31822606753789423,Palestinian,Western Asia
HGDP00741,0.10156939091931817,0.12827749193217375,-0.3138447672467296,Palestinian,Western Asia
HGDP00744,0.10125980718159462,0.12735983711314533,-0.3140489780898766,Palestinian,Western Asia
HGDP00745,0.10182546008046109,0.1287083929828082,-0.31311732800594266,Palestinian,Western Asia
