seqid,x,y,z
BBIND281-08,-0.216150836901523,-0.14797374656310275,0.08848165413843377
BBIND365-08,-0.216150836901523,-0.14797374656310275,0.08848165413843377
BBIND366-08,-0.216150836901523,-0.14797374656310275,0.08848165413843377
BBIND551-08,-0.21926055391239577,-0.1616490776735436,0.09306661634367754
BBIND565-08,-0.22139369278133694,-0.15641296170111008,0.09089781057362913
BBIND572-08,-0.22139369278133694,-0.15641296170111008,0.09089781057362913
BBIND658-08,-0.22139369278133694,-0.15641296170111008,0.09089781057362913
BBIND857-08,-0.216150836901523,-0.14797374656310275,0.08848165413843377
BJNSM236-10,-0.21939189896438968,-0.13252305989334884,0.12592343851948593
BJNSM643-10,-0.20407805406087495,-0.12786713187499432,0.12628187368147023
BON474-07,-0.19022428906816144,-0.144475670677369,0.08593363264525171
BON475-07,-0.19333713103463127,-0.1418771166056117,0.09039454316542958
BSBNA466-06,-0.28998680267289995,-0.15546044060085001,0.08905459841395308
BSBNA467-06,-0.29190905377562193,-0.16000779215505515,0.08970672577798272
BSBNA468-06,-0.28998680267289995,-0.15546044060085001,0.08905459841395308
GBIR10471-19,-0.1790609802084062,-0.12333213845753327,0.020543564851433525
GBIR12359-19,-0.12006200427154723,-0.06928364046070354,0.0066888488922260845
GBIR12378-19,-0.1790609802084062,-0.12333213845753327,0.020543564851433525
GBIR5120-13,-0.2944818092529978,-0.15492306827737773,0.08899298385335955
GBIR5121-13,-0.2887169844438779,-0.16188445786961184,0.09409768442294117
GBIR5122-13,-0.30180762612925216,-0.1571457372225682,0.09895578014486402
GBIR5123-13,-0.292710915807549,-0.15553874651747276,0.09896618518435998
GBIR530-07,-0.22661737682242003,-0.1371474087398241,0.1325939445323926
GBIR531-07,-0.2253707596176358,-0.14517981881120212,0.1283505086849971
GBIR714-08,-0.29505683158463203,-0.1582691272740215,0.10138987555690009
GBIR727-08,-0.2836470490053139,-0.155381760791555,0.08352260739501818
GBIR729-08,-0.28800808393739563,-0.15936358492014352,0.09394579052486182
GBIR9212-19,-0.17827153133448176,-0.11228447093123627,0.029126118632823515
GBMIN133920-17,-0.16349844430338967,-0.13172692924251528,0.03322025815228331
GBMNA18676-19,-0.13712622476816,-0.08726989504587115,0.012824865490948663
GBMTG5944-16,-0.16349844430338967,-0.13172692924251528,0.03322025815228331
KBARG340-07,-0.09777714499127364,-0.07322535476091822,-0.009665128036068723
KBNA220-04,-0.287948639922157,-0.15659429472748435,0.08975081067581882
KBNA367-04,-0.2854991214373929,-0.16114039669302194,0.08364128388095722
KBPBR017-06,-0.19473876414130764,-0.1422792480138386,0.08615134100095423
KBPBR029-06,-0.19333713103463127,-0.1418771166056117,0.09039454316542958
KBPBR043-06,-0.1920080335983248,-0.13890410902265077,0.08352453589406425
KBPBR044-06,-0.19333713103463127,-0.1418771166056117,0.09039454316542958
KBPBR047-06,-0.19142096847889756,-0.14132842910916507,0.08992854252540301
KBPBR069-07,-0.2151742818819014,-0.14410283080822436,0.12974551700387904
KBPBR070-07,-0.2269432980808446,-0.14199248217354563,0.13089251149008488
KBPBR141-07,-0.21711412709467037,-0.1379420930163731,0.1320294600705457
KBPBR161-07,-0.21151684064017695,-0.13696849617653822,0.12321882191983577
KBPBR193-07,-0.2269432980808446,-0.14199248217354563,0.13089251149008488
KBPBR196-07,-0.21151684064017695,-0.13696849617653822,0.12321882191983577
KBPBR216-07,-0.2269432980808446,-0.14199248217354563,0.13089251149008488
KBPBR225-07,-0.21896219493944455,-0.14326643782016393,0.12664435278788275
KBPBR265-07,-0.22907935675637714,-0.14241176836792974,0.12846858497480446
KBPBR379-07,-0.21702866654497946,-0.13543115774056047,0.125622504114773
KBPBR383-07,-0.2288059772576769,-0.14159514741473175,0.13152898013061018
KBPBR403-07,-0.21341120377722955,-0.14488691325966047,0.13019755324456314
KBPBR456-07,-0.18834659810054044,-0.1613758506836965,0.03768688726248961
KBPBR502-07,-0.2119503268846798,-0.14250782926684133,0.12538932791761456
KBPBR525-07,-0.2123939584116642,-0.13960439031911084,0.1294291841246401
KBPBU491-06,-0.1790609802084062,-0.12333213845753327,0.020543564851433525
KBPBU492-06,-0.16349844430338967,-0.13172692924251528,0.03322025815228331
KBPBU493-06,-0.1790609802084062,-0.12333213845753327,0.020543564851433525
KBPBU494-06,-0.17159831297622039,-0.11631540291053338,0.023907150559050513
KBPBU495-06,-0.16349844430338967,-0.13172692924251528,0.03322025815228331
KBPZM183-07,-0.21164072505746848,-0.1414247212311766,0.1199678841707827
KBPZM222-07,-0.21164072505746848,-0.1414247212311766,0.1199678841707827
KBPZM228-07,-0.21164072505746848,-0.1414247212311766,0.1199678841707827
KBPZM237-07,-0.1920080335983248,-0.13890410902265077,0.08352453589406425
KBPZM238-07,-0.19333713103463127,-0.1418771166056117,0.09039454316542958
KPARG238-08,-0.09777714499127364,-0.07322535476091822,-0.009665128036068723
KPARG239-08,-0.09777714499127364,-0.07322535476091822,-0.009665128036068723
MNCN791-09,-0.11332097521316803,-0.044214018718638476,-0.0015903942981263066
NLAVE218-11,-0.19333713103463127,-0.1418771166056117,0.09039454316542958
SWEBI007-11,-0.1790609802084062,-0.12333213845753327,0.020543564851433525
TZBNA315-03,-0.28998680267289995,-0.15546044060085001,0.08905459841395308
BOI006-08,-0.19072567127015064,-0.3104888875761017,0.01788279700687906
ACOI011-17,0.0035544795631905278,-0.13632384125434804,-0.12377158779819354
ACOI012-17,0.004943279295857843,-0.13335277692935443,-0.13153217297724512
ACOI013-17,0.004943279295857843,-0.13335277692935443,-0.13153217297724512
ACOI014-17,0.004943279295857843,-0.13335277692935443,-0.13153217297724512
ACOI015-17,0.0035544795631905278,-0.13632384125434804,-0.12377158779819354
ACOI016-17,0.004943279295857843,-0.13335277692935443,-0.13153217297724512
ACOI017-17,0.004943279295857843,-0.13335277692935443,-0.13153217297724512
BON164-07,-0.003167613799198172,-0.13133371222273596,-0.12040937270239857
BON240-07,-0.2135507597090905,-0.13996315017736308,0.14194682053095378
BON241-07,-0.2135507597090905,-0.13996315017736308,0.14194682053095378
BROM571-07,0.008541356712482536,-0.12769543642420988,-0.11978080008475317
BROM574-07,-0.003167613799198172,-0.13133371222273596,-0.12040937270239857
BROM616-07,0.004943279295857843,-0.13335277692935443,-0.13153217297724512
BROM848-07,0.0015652869132243338,-0.14201942212450538,-0.12684568415257907
GBIR0212-06,-0.0029533437801877393,-0.13077235665219855,-0.12727287620912386
GBIR5872-15,-0.00038336298001078866,-0.13106704311357356,-0.12023627515409341
GBMNA11113-19,0.007348319311551995,-0.13278927639559227,-0.12883780398859732
GBMNA11410-19,-0.18558297877739757,-0.3184000137521162,0.03012375480362436
GBMTG3628-16,-0.18558297877739757,-0.3184000137521162,0.03012375480362436
GBMTG4453-16,0.007348319311551995,-0.13278927639559227,-0.12883780398859732
KAARG003-07,0.007348319311551995,-0.13278927639559227,-0.12883780398859732
KBAR562-06,-0.26583654365463977,-0.3272070556456764,0.08332584932805966
KBPBK065-08,-0.19736461631384758,-0.31145613807979006,0.028871712711345022
KBPBK114-08,-0.18558297877739757,-0.3184000137521162,0.03012375480362436
KBPBK115-08,-0.1846513405668077,-0.3206497653178386,0.031102990535312788
KBPBK192-08,-0.19662284080219847,-0.31352578160960376,0.0303650917003175
KBPBU715-06,-0.2206206647619327,-0.1381429471759483,0.14810681545710108
KBPBU716-06,-0.22026561136077563,-0.13898199185019713,0.14405005044593952
KBPBU717-06,-0.21741043851327724,-0.13883303989709112,0.14557856796663776
KBPBU718-06,-0.21741043851327724,-0.13883303989709112,0.14557856796663776
KBPBU719-06,-0.21741043851327724,-0.13883303989709112,0.14557856796663776
KBPBU720-06,-0.22488935804326304,-0.1446977235675296,0.14137575850986053
KBPBU721-06,-0.2202559113057524,-0.14498544381806477,0.14468650432754357
NLAVE017-11,-0.003167613799198172,-0.13133371222273596,-0.12040937270239857
NLAVE460-11,-0.21741043851327724,-0.13883303989709112,0.14557856796663776
NLAVE471-11,-0.0029533437801877393,-0.13077235665219855,-0.12727287620912386
NLAVE481-11,-0.21741043851327724,-0.13883303989709112,0.14557856796663776
NZCOI170-08,0.0027273600973285843,-0.1364803202573022,-0.1191111140320876
NZCOI172-08,0.008541356712482536,-0.12769543642420988,-0.11978080008475317
NZCOI173-08,-0.014155881587020342,-0.13571293014582342,-0.11268925156583127
NZCOI175-08,0.0024413666405821545,-0.14474910429211396,-0.1185545797091653
NZCOI176-08,0.0035544795631905278,-0.13632384125434804,-0.12377158779819354
NZCOI179-08,0.008541356712482536,-0.12769543642420988,-0.11978080008475317
NZCOI245-08,0.01721975492860555,-0.12150579574486982,-0.13430212732136146
NZCOI246-08,0.004943279295857843,-0.13335277692935443,-0.13153217297724512
NZCOI247-08,0.004943279295857843,-0.13335277692935443,-0.13153217297724512
NZCOI249-08,0.004943279295857843,-0.13335277692935443,-0.13153217297724512
GBMNA18677-19,-0.17363107740552647,-0.08563372103378282,0.01383358118394756
BOI157-08,-0.20607165470866073,-0.13385852580418364,0.09133457329865409
BOI158-08,-0.20607165470866073,-0.13385852580418364,0.09133457329865409
BOI159-08,-0.20681015669157196,-0.1327850307459067,0.0981885179440363
GBIR5115-13,-0.28246714704431447,-0.15798694161896296,0.08518329843515764
GBIR5118-13,-0.2883676358577561,-0.15328123667880222,0.09855973925148157
GBIR724-08,-0.28312898627050437,-0.15989148201615988,0.08573207202531166
KBPBR234-07,-0.1521376515034099,-0.14485089165247872,0.05851230667718117
MNCN350-08,-0.15629524110130535,-0.18594222272826755,0.08389291364934466
BOI110-08,-0.23862733093521796,-0.3333207911929204,0.06942718818880417
BOI112-08,-0.24702462089753519,-0.3495228397856529,0.08372005470360006
BON099-06,-0.24638519555311528,-0.34051428942034095,0.07513872345285534
BON272-07,-0.24638519555311528,-0.34051428942034095,0.07513872345285534
KBPBR091-07,-0.243274659422112,-0.3364014700261928,0.07355942884745281
NLAVE465-11,-0.24510329960685326,-0.33763408593433136,0.07787340889477473
BJNSM133-10,-0.22657502117819284,-0.1371588862609324,0.14375217113792962
BJNSM163-10,-0.22141917405891107,-0.35365514095587874,0.06294749780918839
BJNSM219-10,-0.2201912706743343,-0.1407223933643003,0.14300454322203257
BJNSM315-10,-0.23323071661360412,-0.1350540181056856,0.14244531293615814
BJNSM447-10,-0.230141492364916,-0.13715683477087579,0.14581755425913648
BJNSM469-10,-0.22285562493675756,-0.14033559647527383,0.1400127819697768
BJNSM489-10,-0.23991588807461356,-0.13539168746544175,0.14797271589843397
BJNSM519-10,-0.22952191284996498,-0.13644578438152835,0.14422600138569036
BJNSM531-10,-0.2300861414905098,-0.13468591093062846,0.14093016699813135
BOI075-08,-0.21881333153986615,-0.14560967731285654,0.14267767247300625
BOI137-08,-0.21836524085080178,-0.1400141274914327,0.14501366041571445
BON093-06,-6.461947696431101e-05,-0.1348030180512724,-0.11195522153606513
BON307-07,-6.461947696431101e-05,-0.1348030180512724,-0.11195522153606513
BROM184-06,0.017918083127817473,-0.12949310255284405,-0.10805007984275962
BROM185-06,0.01926655656793235,-0.12724113714893087,-0.10443837502216148
BROM192-06,-0.0005432463741380989,-0.13462551742478807,-0.1210371630972166
BROM269-06,-0.0040594412955520165,-0.13371026752037737,-0.10504568987353638
BROM658-07,0.018342731730263264,-0.1261770681217056,-0.10150303220628382
BROMB428-06,-0.14188458953941516,-0.14514465814109445,0.0898461705259701
CMCPB049-10,-0.23283259471232245,-0.1333518717155165,0.08351069694555259
GBIR11103-19,-0.22301029400399985,-0.35077046059708356,0.061545225641220974
GBIR3485-13,-0.18898611642616436,-0.22420270907041684,0.05970885768530227
GBIR5114-13,-0.308716439524279,-0.15919987404576666,0.12093104153363862
GBIR5724-15,0.017918083127817473,-0.12949310255284405,-0.10805007984275962
GBIR721-08,-0.311440365712592,-0.15864425477596314,0.1158762684268602
GBMNA11429-19,-0.22301029400399985,-0.35077046059708356,0.061545225641220974
KAARG138-07,-0.2525047215171379,-0.33074629416283463,0.08535148519839193
KAARG597-07,-0.23145584809869305,-0.23797679704272154,0.048274914995877896
KBAR241-06,-0.25258740099409727,-0.33219955594397266,0.08484944425654997
KBAR242-06,-0.24722438289693638,-0.33395340775499405,0.08497553956024785
KBAR334-06,-0.2525047215171379,-0.33074629416283463,0.08535148519839193
KBAR766-06,-0.24722438289693638,-0.33395340775499405,0.08497553956024785
KBAR792-06,-0.2444229379344684,-0.3481250715484933,0.09178490931160779
KBAR819-06,-0.2295515241656748,-0.2357697577951569,0.05049519048877372
KBAR856-06,-0.26583654365463977,-0.3272070556456764,0.08332584932805966
KBARG027-07,-0.2462344626901759,-0.3352898772724752,0.08823136743188198
KBARG090-07,-0.2444229379344684,-0.3481250715484933,0.09178490931160779
KBARG312-07,-0.23145584809869305,-0.23797679704272154,0.048274914995877896
KBPBR162-07,-0.22509688323525276,-0.3537533369787343,0.05736948552194668
KBPBR184-07,-0.22141917405891107,-0.35365514095587874,0.06294749780918839
KBPBR370-07,-0.22141917405891107,-0.35365514095587874,0.06294749780918839
KBPBR483-07,-0.22141917405891107,-0.35365514095587874,0.06294749780918839
KBPBU294-06,0.017918083127817473,-0.12949310255284405,-0.10805007984275962
KBPBU295-06,0.017918083127817473,-0.12949310255284405,-0.10805007984275962
KBPBU299-06,-6.461947696431101e-05,-0.1348030180512724,-0.11195522153606513
KBPBU723-06,-0.23044588035720634,-0.13717262681663556,0.14049975749674948
KBPBU725-06,-0.22785269853279158,-0.13921719001956964,0.1463240164818271
KBPBU726-06,-0.23170853067013114,-0.13540473927148564,0.14314136334185393
KBPZM134-07,-0.23170853067013114,-0.13540473927148564,0.14314136334185393
KBPZM191-07,-0.23238900549424574,-0.13776176359664521,0.14148503356295006
KBPZM212-07,-0.23238900549424574,-0.13776176359664521,0.14148503356295006
KFIP039-07,-0.23044588035720634,-0.13717262681663556,0.14049975749674948
KPARG036-08,-0.2540431373543684,-0.3314710063936384,0.0861923831011883
KPARG122-08,-0.2444229379344684,-0.3481250715484933,0.09178490931160779
KPARG259-08,-0.2201813654703054,-0.24587880712503096,0.04896238901898924
KPARG270-08,-0.2201813654703054,-0.24587880712503096,0.04896238901898924
KPARG271-08,-0.2201813654703054,-0.24587880712503096,0.04896238901898924
KPARG479-08,-0.2470693355093455,-0.3295532321637019,0.07561284395940111
KPARG498-08,-0.24398331886621352,-0.3264821958256599,0.07655016632253643
LBARG214-10,-0.2062133674108834,-0.2590033746507665,0.05838394095942782
LBARG335-10,-0.20687084389994562,-0.2558341914862732,0.05492523548011221
LBARG557-11,-0.2525047215171379,-0.33074629416283463,0.08535148519839193
LGEMA104-07,-0.22644543046997395,-0.2420713498119769,0.04536607758108921
LGEMA111-07,-0.24536415862067543,-0.336611243493856,0.09101954412412742
NLAVE035-11,-0.00404505134731292,-0.13414450942164924,-0.1095469788344552
NLAVE058-11,-0.0040594412955520165,-0.13371026752037737,-0.10504568987353638
NLAVE328-11,-6.461947696431101e-05,-0.1348030180512724,-0.11195522153606513
NLAVE329-11,0.017918083127817473,-0.12949310255284405,-0.10805007984275962
NLAVE472-11,0.017918083127817473,-0.12949310255284405,-0.10805007984275962
SWEBI015-11,-0.23612765671633504,-0.13606213606237302,0.14121736576678157
YIO237-10,-0.23170853067013114,-0.13540473927148564,0.14314136334185393
