,x,y,z
Archaeognatha,-203.38216851477873,-257.4364633070454,153.91455174923328
Blattodea,-107.44159328956896,116.07154398124696,206.932308843607
Coleoptera,113.64428837700214,49.143184164675844,202.84261742229126
Dermaptera,-129.1149369379364,12.752931454116798,222.56951049876986
Diptera,192.22574307614627,176.72379565160955,-37.6593390801317
Embioptera,-254.58158500964706,94.88993696900366,13.987937760632551
Ephemeroptera,41.88950793428112,-224.94820399714078,213.60969363342886
Grylloblattodea,-205.63259872361337,149.24716509220417,75.95619979365848
Hemiptera,225.00921207401083,-110.23475539860496,91.28949544343725
Hymenoptera,-47.707517578664756,237.9341733484756,-113.3943143193458
Lepidoptera,57.514804057289545,228.4965081328386,73.00647752586185
Mantodea,-114.97056586280338,169.33397508048657,166.01819621003264
Mantophasmatodea,-167.67548433309148,202.17518275767307,50.435160075090806
Mecoptera,52.22120740977797,247.10528589671952,-35.640226251258305
Megaloptera,243.1244087930207,76.62624835295946,54.779574295812274
Neuroptera,194.97747820441356,109.98983984909019,115.30635387386619
Odonata,-57.531904216656514,-164.36499292087308,250.27018121040993
Orthoptera,-209.77884508004817,58.84519685369179,148.10717641339812
Phasmatodea,-218.70966081374712,162.95101177412448,-16.710749025209115
Phthiraptera-1,225.67058103311618,-10.446101997306759,-82.57829009241688
Phthiraptera-10,-37.22194720592525,-88.82933530769597,-158.72200186115663
Phthiraptera-11,7.204318052686433,-161.9669361370493,-105.6046099739599
Phthiraptera-12,30.99342647398934,-114.26320639450167,-64.90339733613598
Phthiraptera-13,87.9007996798366,62.9005305501095,-185.66624566730317
Phthiraptera-2,106.81404927731015,-20.576899330068155,-165.0347874592339
Phthiraptera-3,13.326320036969546,-27.98926038746614,-193.03683860255992
Phthiraptera-4,111.9579489510996,-117.1526036857472,-86.17069600639427
Phthiraptera-5,95.63099481023254,-84.6581118875109,-134.95655360605414
Phthiraptera-6,61.668475940061256,-159.3736645020309,-64.12603907721856
Phthiraptera-7,40.34708647016505,-87.5564656881948,-166.8943070876578
Phthiraptera-8,59.241074714593815,-137.20654042659322,-126.81021665178162
Phthiraptera-9,-1.1383679122782415,-162.00963858149007,-56.369669346483214
Plecoptera,-267.94696831147223,-14.770823630400495,57.37007565201173
Psocoptera-1,-72.63964875289636,48.5858049156682,-189.45149225254747
Psocoptera-2,-118.32371072997887,-9.654410798758395,-166.85213809041232
Psocoptera-3,-43.403059050447126,-141.5898679866656,-122.38791973039295
Psocoptera-4,-68.5817945566561,-101.19498825297332,-134.1531300198296
Psocoptera-5,-11.540544910604764,-120.22740274387793,-151.3491721083098
Psocoptera-6,-28.653387482369265,-82.40482105457738,-111.16096684490098
Psocoptera-7,-70.3288161410279,-120.80116765333372,-95.7838884289299
Psocoptera-8,-42.55766719327482,-146.93582946444292,-72.57906481584308
Psocoptera-9,-1.0318276877508412,75.72242993386581,-198.4946143693432
Raphidioptera,208.61479221839147,28.375932766957426,138.6873957254758
Siphonaptera,99.729533204888,231.28887170769178,-67.17825045337408
Strepsiptera,89.93059531213355,141.44223608821,176.35392097468096
Thysanoptera,143.34353105448238,-131.87672645515173,156.88040366143707
Trichoptera,127.26439782141979,209.14701163216313,56.564740102553124
Zoraptera,-205.0269118249399,-39.63922897557018,159.29011385579707
Zygentoma,54.67693714285966,-51.640349988510856,319.4968338366984
