,x,y,z,order,family,genus,species,order_eng,family_eng,genus_eng,species_eng
0,-0.1501519833992562,-0.6508784683450479,-0.7428193973900981,Monotremata,Ornithorhynchidae,Ornithorhynchidae_fakeus,Ornithorhynchidae_fakeus fakulus,egg-laying mammals,platypus,Ornithorhynchidae_fakeus,Ornithorhynchidae_fakeus fakulus
1,-0.1509597616529749,-0.6503095269239647,-0.7430128269435728,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus aculeatus,egg-laying mammals,echidnas,short-nosed echidnas,short-beaked echidna
2,-0.1508159819149651,-0.650534153283833,-0.7431570299833216,Monotremata,Tachyglossidae,Zaglossus,Zaglossus bruijni,egg-laying mammals,echidnas,Zaglossus,long-beaked echidna
3,-0.1500314976144357,-0.6498001078578663,-0.7384252616057874,Didelphimorphia,Didelphidae,Marmosa,Marmosa mexicana,Opossums,American opossums,Marmosa,Mexican mouse opossum
4,-0.1504787074696813,-0.649978833494718,-0.7366568781498327,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,Opossums,American opossums,Didelphis,white-eared opossum
5,-0.1503519628388571,-0.6501485559069569,-0.7365262539912327,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,Opossums,American opossums,Didelphis,southern opossum
6,-0.1502534515456778,-0.6496724692383897,-0.7381058630234414,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,Opossums,American opossums,Marmosa,murine mouse opossum
7,-0.1498123483929672,-0.6502593786290363,-0.7373891978611448,Didelphimorphia,Didelphidae,Marmosops,Marmosops parvidens,Opossums,American opossums,Marmosops,delicate slender mouse opossum
8,-0.1497347110056321,-0.6501768760347134,-0.7378986117253696,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis brevicaudata,Opossums,American opossums,short-tailed opossums,Red-legged short-tailed Opossum
9,-0.1498873347468664,-0.6502396535117689,-0.737248998443428,Didelphimorphia,Didelphidae,Marmosops,Marmosops pinheiroi,Opossums,American opossums,Marmosops,Marmosops pinheiroi
10,-0.1502166304410811,-0.6501547928588883,-0.7367483891312059,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana,Opossums,American opossums,Didelphis,Virginia opossum
11,-0.1503225174531816,-0.6500780289283858,-0.7367181757661317,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,Opossums,American opossums,Didelphis,big-eared opossum
12,-0.1500146066524632,-0.6498613387801951,-0.7381549009675776,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus microtarsus,Opossums,American opossums,Gracilinanus,Brazilian gracile mouse opossum
13,-0.1504568971208552,-0.6496899816426439,-0.7374271504320076,Didelphimorphia,Didelphidae,Philander,Philander andersoni,Opossums,American opossums,Philander,Philander andersoni
14,-0.1504674748117485,-0.6498817556157681,-0.7368908010084487,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra,Opossums,American opossums,Didelphis,Andean white-eared opossum
15,-0.1502948236308849,-0.649675130535409,-0.7379404446883581,Didelphimorphia,Didelphidae,Marmosa,Marmosa waterhousei,Opossums,American opossums,Marmosa,Marmosa waterhousei
16,-0.1496700290114128,-0.6503394643804195,-0.7375662667211248,Didelphimorphia,Didelphidae,Marmosops,Marmosops invictus,Opossums,American opossums,Marmosops,slaty slender mouse opossum
17,-0.1504257245658704,-0.6497485507620236,-0.737322602569083,Didelphimorphia,Didelphidae,Philander,Philander opossum,Opossums,American opossums,Philander,gray four-eyed opossum
18,-0.1501741353539112,-0.6498492165924495,-0.7376468201817218,Didelphimorphia,Didelphidae,Chironectes,Chironectes minimus,Opossums,American opossums,Chironectes,water opossum
19,-0.1504049612968732,-0.6500207025320142,-0.7366943938991103,Didelphimorphia,Didelphidae,Didelphis,Didelphis imperfecta,Opossums,American opossums,Didelphis,Guianan white-eared opossum
20,-0.1500136902665006,-0.6502259819898543,-0.7369934894214368,Didelphimorphia,Didelphidae,Caluromys,Caluromys philander,Opossums,American opossums,woolly opossums,bare-tailed woolly opossum
21,-0.1497796432480701,-0.6501915751218222,-0.7376899941825419,Didelphimorphia,Didelphidae,Marmosops,Marmosops noctivagus,Opossums,American opossums,Marmosops,white-bellied slender mouse opossum
22,-0.1499051707218709,-0.6501542841188375,-0.7374355895962588,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,Opossums,American opossums,Metachirus,brown four-eyed opossum
23,-0.1501086942371468,-0.6497426281401396,-0.738374721051491,Didelphimorphia,Didelphidae,Marmosa,Marmosa lepida,Opossums,American opossums,Marmosa,little rufous mouse opossum
24,-0.149794401968202,-0.65004772794108,-0.738217969355484,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis reigi,Opossums,American opossums,short-tailed opossums,Monodelphis reigi
25,-0.1499070653565786,-0.6499035410652401,-0.7384618545583107,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,Opossums,American opossums,Marmosops,gray slender mouse opossum
26,-0.1498281256782583,-0.6500308082923504,-0.7381449345247073,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,Opossums,American opossums,short-tailed opossums,Northern three-striped opossum
27,-0.1503017545780096,-0.6498975377149043,-0.7371832436425302,Didelphimorphia,Didelphidae,Philander,Philander frenatus,Opossums,American opossums,Philander,Southeastern four-eyed oppossum
28,-0.150063775208582,-0.6502272156832359,-0.7368871790504211,Didelphimorphia,Didelphidae,Caluromys,Caluromys lanatus,Opossums,American opossums,woolly opossums,western woolly opossum
29,-0.1497323780140259,-0.6500747927166909,-0.7383970181121128,Didelphimorphia,Didelphidae,Thylamys,Thylamys elegans,Opossums,American opossums,Thylamys,elegant fat-tailed opossum
30,-0.1499756086475858,-0.649992419515999,-0.737747909544594,Didelphimorphia,Didelphidae,Tlacuatzin,Tlacuatzin canescens,Opossums,American opossums,Tlacuatzin,grayish mouse opossum
31,-0.1495880682749816,-0.6503007307053343,-0.7379880979821944,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,Opossums,American opossums,short-tailed opossums,gray short-tailed opossum
32,-0.1501274697827577,-0.6497871858074437,-0.7380484938620928,Didelphimorphia,Didelphidae,Marmosa,Marmosa xerophila,Opossums,American opossums,Marmosa,Guajira mouse opossum
33,-0.150222782104297,-0.6496619042255933,-0.7382972965657967,Didelphimorphia,Didelphidae,Micoureus,Micoureus demerarae,Opossums,American opossums,Micoureus,Micoureus demerarae
