,x,y
Rallidae,-26.001556525672246,-35.8310378618704
Ramphastidae,-35.000885042158366,20.037043928012363
Recurvirostridae,-9.801525568930597,-39.375610782656835
Rheidae,-42.49976515161919,91.03284735057167
Rhinocryptidae,39.41946807633352,-6.10165931385463
Rhipiduridae,34.230143718767614,27.703371001748707
Rhynochetidae,-16.706758182580614,-30.5072306233433
Rostratulidae,-10.006913848974039,-51.78104318196442
Sagittariidae,50.35194832484666,-20.399298255730848
Scolopacidae,-4.594558610528687,-44.94353261145419
Sittidae,24.15712814598632,29.381198118500187
Spheniscidae,19.364864237774654,-44.082433790877545
Stenostiridae,5.063602739644133,25.630548979797275
Stercorariidae,6.952482463697072,-49.00138577461698
Strigidae,-6.466859577748229,-23.93951500758956
Struthionidae,-26.14926470453319,97.63513974493117
Sturnidae,22.122508227738845,24.394042961375515
Sulidae,38.61097519454872,-38.57317145952115
Sylviidae,14.201623755994078,19.091345952556832
Thamnophilidae,41.121318274790205,-4.31017912900243
Thinocoridae,-5.082539747585693,-52.87788515969787
Thraupidae,17.11700519087615,35.90888475819605
Threskiornithidae,20.08284475689757,-37.61681022290808
Timaliidae,18.070430263865717,18.91256947560118
Tinamidae,-88.54733730604568,46.91972407040016
Todidae,-29.595326948589644,0.47261570408477716
Trochilidae,-27.303116051188,-45.42531026795971
Trogonidae,-37.35395008555355,-8.549447852365665
Turdidae,8.406215881404597,34.54380260076488
Turnicidae,2.2850384762439324,-40.893259113139315
Tyrannidae,33.90282267390571,-8.095413778867327
Tytonidae,-17.25964373051391,-17.625607989950982
Upupidae,-31.035722004752355,-10.560440835084613
Vangidae,32.38715287317182,28.910496747497668
Vireonidae,35.78546951519686,19.454854542557232
Zosteropidae,12.447458134917749,15.793882575301854
