x,y,z,order,family,genus,species,order_eng,family_eng,genus_eng,species_eng
-0.09376375084686094,-0.697628835008556,-0.712322814328241,Passeriformes,Cisticolidae,Phragmacia,Phragmacia substriata,song birds,Cisticolidae,Phragmacia,Phragmacia substriata
-0.09375950741021498,-0.697688630036499,-0.7124177110538493,Passeriformes,Cisticolidae,Schistolais,Schistolais leucopogon,song birds,Cisticolidae,Schistolais,white-chinned prinia
-0.09309766055023706,-0.6969729631253475,-0.7115374423396802,Passeriformes,Cisticolidae,Rhopophilus,Rhopophilus pekinensis,song birds,Cisticolidae,Rhopophilus,Rhopophilus pekinensis
-0.09309521157725292,-0.6971240609493338,-0.7117196805242731,Passeriformes,Cisticolidae,Orthotomus,Orthotomus sutorius,song birds,Cisticolidae,Orthotomus,common tailor-bird
-0.09352381158592525,-0.6973193091510507,-0.7119003729385673,Passeriformes,Cisticolidae,Cisticola,Cisticola exilis,song birds,Cisticolidae,Cisticola,Cisticola exilis
-0.09320562817781489,-0.6975394438337699,-0.7122651326772746,Passeriformes,Cisticolidae,Prinia,Prinia inornata,song birds,Cisticolidae,Prinia,Prinia inornata
-0.09269623561919477,-0.697210404648404,-0.7119333544637789,Passeriformes,Cisticolidae,Prinia,Prinia socialis,song birds,Cisticolidae,Prinia,Prinia socialis
-0.09265619422898995,-0.6968113937829525,-0.7114614868673724,Passeriformes,Cisticolidae,Orthotomus,Orthotomus atrogularis,song birds,Cisticolidae,Orthotomus,Orthotomus atrogularis
-0.09245790466442994,-0.6968416037196071,-0.7115572727897145,Passeriformes,Cisticolidae,Prinia,Prinia atrogularis,song birds,Cisticolidae,Prinia,Prinia atrogularis
-0.09297489067663647,-0.6973744722082458,-0.7120783524561128,Passeriformes,Cisticolidae,Prinia,Prinia subflava,song birds,Cisticolidae,Prinia,tawny-flanked prinia
-0.092481994768438,-0.6969426861053167,-0.7116669746508077,Passeriformes,Cisticolidae,Prinia,Prinia crinigera,song birds,Cisticolidae,Prinia,Prinia crinigera
-0.09298663806547412,-0.6973440736170533,-0.7120329717056213,Passeriformes,Cisticolidae,Prinia,Prinia flaviventris,song birds,Cisticolidae,Prinia,Prinia flaviventris
-0.0944376069512781,-0.698550967281124,-0.7144162908209225,Passeriformes,Climacteridae,Cormobates,Cormobates leucophaea,song birds,Climacteridae,Cormobates,white-throated treecreeper
-0.09412291115234073,-0.6986691678935262,-0.7148813854519726,Passeriformes,Climacteridae,Climacteris,Climacteris affinis,song birds,Climacteridae,Climacteris,Climacteris affinis
-0.09414030165953798,-0.6986356624829508,-0.7147233828919319,Passeriformes,Climacteridae,Climacteris,Climacteris picumnus,song birds,Climacteridae,Climacteris,brown treecreeper
-0.0870817247009064,-0.6934821308182962,-0.7148996323029013,Coliiformes,Coliidae,Colius,Colius striatus,mousebirds,Coliidae,Colius,speckled mousebird
-0.0874646432043515,-0.6938038924289712,-0.7139253828649164,Coliiformes,Coliidae,Urocolius,Urocolius indicus,mousebirds,Coliidae,Urocolius,Urocolius indicus
-0.09653154596408854,-0.6844133552329109,-0.7169533806526406,Columbiformes,Columbidae,Goura,Goura victoria beccarii,pigeons and others,pigeons,Goura,Goura victoria beccarii
-0.09683443908934199,-0.6845163878278984,-0.7168037135362648,Columbiformes,Columbidae,Goura,Goura cristata,pigeons and others,pigeons,Goura,Western crowned-pigeon
-0.09658059446168499,-0.6844290566731998,-0.7169318746972654,Columbiformes,Columbidae,Goura,Goura scheepmakeri,pigeons and others,pigeons,Goura,Southern crowned-pigeon
-0.09518405605283996,-0.6840786699878052,-0.7156653563008658,Columbiformes,Columbidae,Oena,Oena capensis,pigeons and others,pigeons,Oena,namaqua dove
-0.09483036211222169,-0.6840025489170707,-0.7163500748407161,Columbiformes,Columbidae,Columbina,Columbina passerina,pigeons and others,pigeons,Columbina,common ground-dove
-0.09740340933622466,-0.6849133517684941,-0.717761871254056,Columbiformes,Columbidae,Macropygia,Macropygia amboinensis,pigeons and others,pigeons,Macropygia,Macropygia amboinensis
-0.09618269539204544,-0.6842725403860392,-0.716296603707161,Columbiformes,Columbidae,Phaps,Phaps chalcoptera,pigeons and others,pigeons,Phaps,common bronzewing
-0.09788677727275696,-0.6850351477993072,-0.716698310715281,Columbiformes,Columbidae,Alopecoenas,Alopecoenas jobiensis,pigeons and others,pigeons,Alopecoenas,Alopecoenas jobiensis
-0.09707098447376364,-0.68468061745692,-0.7173746575574981,Columbiformes,Columbidae,Columba,Columba livia,pigeons and others,pigeons,Columba,rock pigeon
-0.0959931260708246,-0.6842802129862207,-0.7172728574695226,Columbiformes,Columbidae,Zenaida,Zenaida macroura,pigeons and others,pigeons,Zenaida,mourning dove
-0.09679648506936839,-0.684564501601,-0.717377952019268,Columbiformes,Columbidae,Ectopistes,Ectopistes migratorius,pigeons and others,pigeons,Ectopistes,passenger pigeon
-0.09740683300394037,-0.6848394860919297,-0.7173602582684485,Columbiformes,Columbidae,Streptopelia,Streptopelia orientalis,pigeons and others,pigeons,Streptopelia,eastern turtle dove
-0.09753442935332127,-0.6848382212084698,-0.7167401385639045,Columbiformes,Columbidae,Alopecoenas,Alopecoenas salamonis,pigeons and others,pigeons,Alopecoenas,Thick-billed ground-dove
-0.096072656446408,-0.6842717460553464,-0.7170022909696055,Columbiformes,Columbidae,Caloenas,Caloenas maculata,pigeons and others,pigeons,Caloenas,Liverpool pigeon
-0.09598561977425397,-0.6842290871506614,-0.7167583393241042,Columbiformes,Columbidae,Caloenas,Caloenas nicobarica,pigeons and others,pigeons,Caloenas,Nicobar pigeon
-0.09657047228711868,-0.6844700956006539,-0.717323249078633,Columbiformes,Columbidae,Columba,Columba jouyi,pigeons and others,pigeons,Columba,Ryukyu pigeon
-0.09710266990191442,-0.6846785317716919,-0.7172629382020819,Columbiformes,Columbidae,Columba,Columba rupestris,pigeons and others,pigeons,Columba,hill pigeon
-0.09635850759821644,-0.684340111614457,-0.7167603954832518,Columbiformes,Columbidae,Didunculus,Didunculus strigirostris,pigeons and others,pigeons,Didunculus,Didunculus strigirostris
-0.09615330459368815,-0.6842675451304109,-0.7165679919605206,Columbiformes,Columbidae,Geopelia,Geopelia striata,pigeons and others,pigeons,Geopelia,zebra dove
-0.09673520855281421,-0.6844784991493159,-0.7168232960369013,Columbiformes,Columbidae,Goura,Goura sclaterii,pigeons and others,pigeons,Goura,Sclater's crowned-pigeon
-0.09645903916895286,-0.6843899508984725,-0.7169742235402023,Columbiformes,Columbidae,Goura,Goura victoria,pigeons and others,pigeons,Goura,Victoria crowned-pigeon
-0.09701836509477485,-0.6845836335122469,-0.71662607717028,Columbiformes,Columbidae,Otidiphaps,Otidiphaps nobilis,pigeons and others,pigeons,Otidiphaps,Otidiphaps nobilis
-0.09509221696655683,-0.6840820434547082,-0.7155008170721945,Columbiformes,Columbidae,Raphus,Raphus cucullatus,pigeons and others,pigeons,Raphus,Dodo
-0.09752850550384821,-0.6849030307166092,-0.7173596800265057,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto,pigeons and others,pigeons,Streptopelia,Eurasian collared-dove
-0.09619100062194137,-0.6843061926385525,-0.7170012115009161,Columbiformes,Columbidae,Trugon,Trugon terrestris,pigeons and others,pigeons,Trugon,Trugon terrestris
-0.09584449593732637,-0.6841920601950865,-0.7159208616420807,Columbiformes,Columbidae,Hemiphaga,Hemiphaga chathamensis,pigeons and others,pigeons,Hemiphaga,Hemiphaga chathamensis
-0.09589525213790175,-0.684196207287432,-0.7165526034775466,Columbiformes,Columbidae,Chalcophaps,Chalcophaps indica,pigeons and others,pigeons,Chalcophaps,Chalcophaps indica
-0.09542627320666593,-0.6841011601263232,-0.7159188075032612,Columbiformes,Columbidae,Turtur,Turtur tympanistria,pigeons and others,pigeons,Turtur,Turtur tympanistria
-0.09632312891675786,-0.6843246624459546,-0.715982236265351,Columbiformes,Columbidae,Ducula,Ducula bicolor,pigeons and others,pigeons,Ducula,pied imperial-pigeon
-0.09648643871433132,-0.6843952916961449,-0.7157423983506167,Columbiformes,Columbidae,Ducula,Ducula pacifica,pigeons and others,pigeons,Ducula,Pacific imperial-pigeon
-0.09589708061423961,-0.6842286923948574,-0.7156230397906052,Columbiformes,Columbidae,Ducula,Ducula badia,pigeons and others,pigeons,Ducula,mountain imperial-pigeon
-0.09616493688967044,-0.6842962969970321,-0.7156914802099165,Columbiformes,Columbidae,Ducula,Ducula goliath,pigeons and others,pigeons,Ducula,Ducula goliath
-0.09660977426669265,-0.6844329908270815,-0.7158220670065031,Columbiformes,Columbidae,Ducula,Ducula rubricera,pigeons and others,pigeons,Ducula,red-knobbed imperial-pigeon
-0.09650475258451875,-0.6844063554473764,-0.7156895890667209,Columbiformes,Columbidae,Ducula,Ducula aurorae,pigeons and others,pigeons,Ducula,Ducula aurorae
-0.09535496958786902,-0.6841246572759242,-0.7154953847608583,Columbiformes,Columbidae,Pezophaps,Pezophaps solitaria,pigeons and others,pigeons,Pezophaps,Pezophaps solitaria
-0.0962494082753317,-0.6844398737319902,-0.7177726533322307,Columbiformes,Columbidae,Patagioenas,Patagioenas fasciata monilis,pigeons and others,pigeons,Patagioenas,Patagioenas fasciata monilis
-0.09620849808872178,-0.6842950620098072,-0.7167945508572278,Columbiformes,Columbidae,Ducula,Ducula rufigaster,pigeons and others,pigeons,Ducula,Ducula rufigaster
-0.09586697830007651,-0.6842739342650672,-0.7174584785930094,Columbiformes,Columbidae,Geotrygon,Geotrygon violacea,pigeons and others,pigeons,Geotrygon,violaceous quail-dove
-0.09589293885881332,-0.684203376607057,-0.7159363120352725,Columbiformes,Columbidae,Hemiphaga,Hemiphaga novaeseelandiae,pigeons and others,pigeons,Hemiphaga,New Zealand pigeon
-0.0974900968298478,-0.6848486864037702,-0.7171142454642343,Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,pigeons and others,pigeons,Leptotila,white-tipped dove
-0.09589970732834334,-0.6842610336322698,-0.7173143453909654,Columbiformes,Columbidae,Zenaida,Zenaida auriculata,pigeons and others,pigeons,Zenaida,eared dove
-0.09742095267361445,-0.6847933205671736,-0.7169263725507496,Columbiformes,Columbidae,Geotrygon,Geotrygon montana,pigeons and others,pigeons,Geotrygon,ruddy quail-dove
-0.09701809248927079,-0.68474123062548,-0.717820271692302,Columbiformes,Columbidae,Columba,Columba palumbus,pigeons and others,pigeons,Columba,Columba palumbus
-0.09472602850707372,-0.6840044656062348,-0.7159124635315314,Columbiformes,Columbidae,Uropelia,Uropelia campestris,pigeons and others,pigeons,Uropelia,Uropelia campestris
-0.09746978569200415,-0.6848697629390572,-0.7173456186021987,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,pigeons and others,pigeons,Streptopelia,Streptopelia turtur
-0.09711062092281633,-0.6847341133561754,-0.7175821241455815,Columbiformes,Columbidae,Columba,Columba oenas,pigeons and others,pigeons,Columba,Columba oenas
-0.09664847909325239,-0.6845063875482387,-0.7173740352390763,Columbiformes,Columbidae,Columba,Columba janthina,pigeons and others,pigeons,Columba,Japanese wood-pigeon
-0.09524772080526363,-0.6840873846780807,-0.7169895188012808,Columbiformes,Columbidae,Treron,Treron sieboldii,pigeons and others,pigeons,Treron,white-bellied green-pigeon
-0.0953369302257627,-0.6841091737226079,-0.7170603209618311,Columbiformes,Columbidae,Treron,Treron formosae,pigeons and others,pigeons,Treron,Treron formosae
-0.09567014771820055,-0.6841392567173494,-0.7163632742942454,Columbiformes,Columbidae,Chalcophaps,Chalcophaps indica indica,pigeons and others,pigeons,Chalcophaps,Chalcophaps indica indica
-0.09692398734737366,-0.6845738255130944,-0.717042618747962,Columbiformes,Columbidae,Zenaida,Zenaida asiatica,pigeons and others,pigeons,Zenaida,white-winged dove
-0.0964989533019026,-0.6845419799963255,-0.7178581620184982,Columbiformes,Columbidae,Patagioenas,Patagioenas nigrirostris,pigeons and others,pigeons,Patagioenas,Patagioenas nigrirostris
-0.09778496559277883,-0.6849854215122784,-0.716851416020747,Columbiformes,Columbidae,Leptotila,Leptotila plumbeiceps,pigeons and others,pigeons,Leptotila,grey-headed dove
-0.09474501779447297,-0.6839968087457327,-0.7161356988432475,Columbiformes,Columbidae,Columbina,Columbina talpacoti,pigeons and others,pigeons,Columbina,Ruddy ground dove
-0.0960618701290996,-0.6842787971894962,-0.7171023882198406,Columbiformes,Columbidae,Zentrygon,Zentrygon goldmani,pigeons and others,pigeons,Zentrygon,Zentrygon goldmani
-0.09777953633524603,-0.6850062980086391,-0.7170926091341188,Columbiformes,Columbidae,Leptotila,Leptotila cassinii,pigeons and others,pigeons,Leptotila,grey-chested dove
-0.0977203143287015,-0.6849624128973545,-0.7170051191748797,Columbiformes,Columbidae,Leptotila,Leptotila battyi,pigeons and others,pigeons,Leptotila,Leptotila battyi
-0.09450170789673246,-0.6839874895848352,-0.7159151352786377,Columbiformes,Columbidae,Claravis,Claravis mondetoura,pigeons and others,pigeons,Claravis,maroon-chested ground-dove
-0.09618487638194159,-0.6844117625069596,-0.7177328222869409,Columbiformes,Columbidae,Patagioenas,Patagioenas fasciata,pigeons and others,pigeons,Patagioenas,band-tailed pigeon
-0.09684847439403994,-0.6846133853026023,-0.7175454325912833,Columbiformes,Columbidae,Columba,Columba vitiensis,pigeons and others,pigeons,Columba,Columba vitiensis
-0.09634329799488825,-0.6843276496056698,-0.7166086143537619,Columbiformes,Columbidae,Phapitreron,Phapitreron amethystinus,pigeons and others,pigeons,Phapitreron,amethyst brown-dove
-0.09725079593836111,-0.6847048941779879,-0.7168741271661422,Columbiformes,Columbidae,Phapitreron,Phapitreron leucotis,pigeons and others,pigeons,Phapitreron,white-eared brown-dove
-0.09726571357787192,-0.6847193712185696,-0.7169582995633619,Columbiformes,Columbidae,Geotrygon,Geotrygon mystacea,pigeons and others,pigeons,Geotrygon,Geotrygon mystacea
-0.0950444664989259,-0.6840295642515097,-0.7161846526486727,Columbiformes,Columbidae,Columbina,Columbina picui,pigeons and others,pigeons,Columbina,picui ground-dove
-0.09665792265545053,-0.6846026093765033,-0.7178665308021137,Columbiformes,Columbidae,Patagioenas,Patagioenas picazuro,pigeons and others,pigeons,Patagioenas,Patagioenas picazuro
-0.09753412811101421,-0.6849433004513104,-0.7175725647158393,Columbiformes,Columbidae,Treron,Treron calvus,pigeons and others,pigeons,Treron,African green-pigeon
-0.09526999045070826,-0.6840769321000849,-0.7168064503045193,Columbiformes,Columbidae,Streptopelia,Streptopelia capicola,pigeons and others,pigeons,Streptopelia,ring-necked dove
-0.09730369969570671,-0.6847583324472389,-0.7171483635883079,Columbiformes,Columbidae,Reinwardtoena,Reinwardtoena browni,pigeons and others,pigeons,Reinwardtoena,Reinwardtoena browni
-0.09762960350874647,-0.6848855622979007,-0.7160009776647283,Columbiformes,Columbidae,Ptilinopus,Ptilinopus pulchellus,pigeons and others,pigeons,Ptilinopus,Ptilinopus pulchellus
-0.09570327346363816,-0.6841849782389943,-0.7155908308119755,Columbiformes,Columbidae,Ocyphaps,Ocyphaps lophotes,pigeons and others,pigeons,Ocyphaps,crested pigeon
-0.09730074121045207,-0.6848533994381152,-0.717725016166486,Columbiformes,Columbidae,Turacoena,Turacoena manadensis,pigeons and others,pigeons,Turacoena,Turacoena manadensis
-0.09594872296330312,-0.6842071037449338,-0.7164042138248221,Columbiformes,Columbidae,Petrophassa,Petrophassa albipennis,pigeons and others,pigeons,Petrophassa,Petrophassa albipennis
-0.0961741179175503,-0.6843624820546785,-0.7174793571929161,Columbiformes,Columbidae,Patagioenas,Patagioenas speciosa,pigeons and others,pigeons,Patagioenas,scaled pigeon
-0.0949817479923954,-0.6840325778941264,-0.7159030447754954,Columbiformes,Columbidae,Metriopelia,Metriopelia morenoi,pigeons and others,pigeons,Metriopelia,bare-eyed ground-dove
-0.0966950062463584,-0.6844480491165899,-0.7165090090160354,Columbiformes,Columbidae,Lopholaimus,Lopholaimus antarcticus,pigeons and others,pigeons,Lopholaimus,Lopholaimus antarcticus
-0.09776595585778147,-0.6849823752017165,-0.7169424054313657,Columbiformes,Columbidae,Leucosarcia,Leucosarcia melanoleuca,pigeons and others,pigeons,Leucosarcia,Wonga pigeon
-0.09764807928708853,-0.6849321941380222,-0.7170988511656282,Columbiformes,Columbidae,Leptotila,Leptotila rufaxilla,pigeons and others,pigeons,Leptotila,grey-fronted dove
-0.09572475211459118,-0.6841698099044636,-0.7158212316428126,Columbiformes,Columbidae,Henicophaps,Henicophaps albifrons,pigeons and others,pigeons,Henicophaps,Henicophaps albifrons
-0.09652153163469014,-0.6843834050035906,-0.7164497946227738,Columbiformes,Columbidae,Gymnophaps,Gymnophaps albertisii,pigeons and others,pigeons,Gymnophaps,Papuan mountain-pigeon
-0.09454435412963824,-0.6839783921654969,-0.7162903701931304,Columbiformes,Columbidae,Columbina,Columbina squammata,pigeons and others,pigeons,Columbina,scaled dove
-0.09482080866854971,-0.6840075706331024,-0.7166333133053947,Columbiformes,Columbidae,Claravis,Claravis pretiosa,pigeons and others,pigeons,Claravis,blue ground-dove
-0.09571370770954565,-0.6841526001435235,-0.7165626579473748,Columbiformes,Columbidae,Chalcophaps,Chalcophaps stephani,pigeons and others,pigeons,Chalcophaps,Stephan's dove
-0.0957436888948781,-0.6842353764308003,-0.7174039347682344,Columbiformes,Columbidae,Zenaida,Zenaida galapagoensis,pigeons and others,pigeons,Zenaida,Galapagos dove
-0.09762541433409286,-0.6849437225258879,-0.717280686457788,Columbiformes,Columbidae,Streptopelia,Streptopelia decipiens,pigeons and others,pigeons,Streptopelia,Streptopelia decipiens
-0.09555918343061562,-0.6841905611445229,-0.7173775868800236,Columbiformes,Columbidae,Zenaida,Zenaida aurita,pigeons and others,pigeons,Zenaida,zenaida dove
-0.09703334303614498,-0.6847228069284254,-0.7177025968712015,Columbiformes,Columbidae,Columba,Columba guinea,pigeons and others,pigeons,Columba,speckled pigeon
-0.09755765503749611,-0.684913520492204,-0.7173263720214962,Columbiformes,Columbidae,Streptopelia,Streptopelia roseogrisea,pigeons and others,pigeons,Streptopelia,African collared-dove
-0.09699361487737701,-0.6847867764891575,-0.7180536108545233,Columbiformes,Columbidae,Columba,Columba bollii,pigeons and others,pigeons,Columba,Bolle's pigeon
-0.0968850158762263,-0.6847532673748778,-0.7181057630828023,Columbiformes,Columbidae,Columba,Columba junoniae,pigeons and others,pigeons,Columba,white-tailed laurel pigeon
-0.09708651158325478,-0.6848350436654967,-0.7180770513974437,Columbiformes,Columbidae,Columba,Columba palumbus palumbus,pigeons and others,pigeons,Columba,Columba palumbus palumbus
-0.09710325024431628,-0.6848312569021581,-0.7180330837045776,Columbiformes,Columbidae,Columba,Columba palumbus azorica,pigeons and others,pigeons,Columba,Columba palumbus azorica
-0.0971840058061565,-0.6848687844732755,-0.7180308942312135,Columbiformes,Columbidae,Columba,Columba trocaz,pigeons and others,pigeons,Columba,Columba trocaz
-0.09730147109619905,-0.6847081514340435,-0.7164256087112081,Columbiformes,Columbidae,Drepanoptila,Drepanoptila holosericea,pigeons and others,pigeons,Drepanoptila,Drepanoptila holosericea
-0.09647340789470166,-0.6843803535235701,-0.7158821050358949,Columbiformes,Columbidae,Ducula,Ducula aenea paulina,pigeons and others,pigeons,Ducula,Ducula aenea paulina
-0.09769570884059943,-0.684918349955596,-0.71608904028357,Columbiformes,Columbidae,Ptilinopus,Ptilinopus chalcurus,pigeons and others,pigeons,Ptilinopus,Ptilinopus chalcurus
-0.0977787988152709,-0.6849662701329263,-0.7160760381409699,Columbiformes,Columbidae,Ptilinopus,Ptilinopus coralensis,pigeons and others,pigeons,Ptilinopus,Ptilinopus coralensis
-0.09771223723888339,-0.684924923390425,-0.7164931127596401,Columbiformes,Columbidae,Ptilinopus,Ptilinopus dupetithouarsii viridior,pigeons and others,pigeons,Ptilinopus,Ptilinopus dupetithouarsii viridior
-0.09768945611993445,-0.6849112429821067,-0.7164528784152183,Columbiformes,Columbidae,Ptilinopus,Ptilinopus dupetithouarsii dupetithouarsii,pigeons and others,pigeons,Ptilinopus,Ptilinopus dupetithouarsii dupetithouarsii
-0.09731165831071165,-0.6847153112979115,-0.7161409035297274,Columbiformes,Columbidae,Ptilinopus,Ptilinopus eugeniae,pigeons and others,pigeons,Ptilinopus,Ptilinopus eugeniae
-0.09767274590023384,-0.6849074389472406,-0.716042298327874,Columbiformes,Columbidae,Ptilinopus,Ptilinopus greyi,pigeons and others,pigeons,Ptilinopus,Ptilinopus greyi
-0.09732710302352506,-0.6847204456333568,-0.7162611150938754,Columbiformes,Columbidae,Ptilinopus,Ptilinopus iozonus,pigeons and others,pigeons,Ptilinopus,orange-bellied fruit-dove
-0.0968705358925437,-0.6845188346119628,-0.716107560048024,Columbiformes,Columbidae,Ptilinopus,Ptilinopus jambu,pigeons and others,pigeons,Ptilinopus,Jambu fruit-dove
-0.09696946841930748,-0.6845696551157051,-0.7159091701336888,Columbiformes,Columbidae,Ptilinopus,Ptilinopus magnificus,pigeons and others,pigeons,Ptilinopus,Ptilinopus magnificus
-0.09721228366187677,-0.6846717287020894,-0.7160338900185352,Columbiformes,Columbidae,Ptilinopus,Ptilinopus melanospilus,pigeons and others,pigeons,Ptilinopus,black-naped fruit-dove
-0.09691823325643649,-0.6845385574013225,-0.716562640210118,Columbiformes,Columbidae,Ptilinopus,Ptilinopus occipitalis,pigeons and others,pigeons,Ptilinopus,yelow-breasted fruit-dove
-0.09780423929627041,-0.6849807911397969,-0.7165868236246248,Columbiformes,Columbidae,Ptilinopus,Ptilinopus perlatus,pigeons and others,pigeons,Ptilinopus,pink-spotted fruit-dove
-0.09756737507260935,-0.6848447449294864,-0.7161952244251221,Columbiformes,Columbidae,Ptilinopus,Ptilinopus perousii,pigeons and others,pigeons,Ptilinopus,many-colored fruit-dove
-0.09785718133726026,-0.6850072922431976,-0.7162801554765034,Columbiformes,Columbidae,Ptilinopus,Ptilinopus porphyraceus,pigeons and others,pigeons,Ptilinopus,crimson-crowned fruit-dove
-0.09699658658095214,-0.6845679908684653,-0.7163412758373788,Columbiformes,Columbidae,Ptilinopus,Ptilinopus porphyreus,pigeons and others,pigeons,Ptilinopus,pink-headed fruit-dove
-0.09776987305677953,-0.6849569520181649,-0.7162183520893217,Columbiformes,Columbidae,Ptilinopus,Ptilinopus purpuratus purpuratus,pigeons and others,pigeons,Ptilinopus,Ptilinopus purpuratus purpuratus
-0.09791746101339643,-0.6850458569348722,-0.7161556365061484,Columbiformes,Columbidae,Ptilinopus,Ptilinopus purpuratus,pigeons and others,pigeons,Ptilinopus,grey-green fruit-dove
-0.09775125885496874,-0.6849471794088714,-0.7161749748318671,Columbiformes,Columbidae,Ptilinopus,Ptilinopus purpuratus frater,pigeons and others,pigeons,Ptilinopus,Ptilinopus purpuratus frater
-0.09760734270593162,-0.6848651179971319,-0.7162740264928505,Columbiformes,Columbidae,Ptilinopus,Ptilinopus purpuratus chrysogaster,pigeons and others,pigeons,Ptilinopus,Ptilinopus purpuratus chrysogaster
-0.09776306506379064,-0.6849519789691886,-0.7163257013104748,Columbiformes,Columbidae,Ptilinopus,Ptilinopus rarotongensis goodwini,pigeons and others,pigeons,Ptilinopus,Ptilinopus rarotongensis goodwini
-0.0976951620969933,-0.6849133714007188,-0.716338393065204,Columbiformes,Columbidae,Ptilinopus,Ptilinopus rarotongensis rarotongensis,pigeons and others,pigeons,Ptilinopus,Ptilinopus rarotongensis rarotongensis
-0.09759062081309072,-0.6848599677718892,-0.7161007089654557,Columbiformes,Columbidae,Ptilinopus,Ptilinopus regina,pigeons and others,pigeons,Ptilinopus,Ptilinopus regina
-0.09748786391756688,-0.6848015577869325,-0.7163983859540813,Columbiformes,Columbidae,Ptilinopus,Ptilinopus roseicapilla,pigeons and others,pigeons,Ptilinopus,Mariana fruit-dove
-0.09711215102176361,-0.6846213978962801,-0.716152116335424,Columbiformes,Columbidae,Ptilinopus,Ptilinopus solomonensis,pigeons and others,pigeons,Ptilinopus,Ptilinopus solomonensis
-0.0973044988212202,-0.6847175090355164,-0.7159980659227855,Columbiformes,Columbidae,Ptilinopus,Ptilinopus superbus,pigeons and others,pigeons,Ptilinopus,Ptilinopus superbus
-0.09742712458744333,-0.6847749167320957,-0.7160796759297248,Columbiformes,Columbidae,Ptilinopus,Ptilinopus viridis,pigeons and others,pigeons,Ptilinopus,clared-breasted fruit-dove
-0.09578110244584495,-0.6841802749200464,-0.7168082794921049,Columbiformes,Columbidae,Treron,Treron vernans,pigeons and others,pigeons,Treron,pink-necked green-pigeon
-0.09496517752082397,-0.6840491500495365,-0.7170134525166444,Columbiformes,Columbidae,Treron,Treron waalia,pigeons and others,pigeons,Treron,Treron waalia
-0.09669024176269922,-0.6846083958949238,-0.7178366916497579,Columbiformes,Columbidae,Patagioenas,Patagioenas cayennensis,pigeons and others,pigeons,Patagioenas,Patagioenas cayennensis
-0.09760954426863748,-0.6849009315713478,-0.7170087585579257,Columbiformes,Columbidae,Leptotila,Leptotila megalura,pigeons and others,pigeons,Leptotila,white-faced dove
-0.09468282924652602,-0.6840102613042085,-0.7157694748955422,Columbiformes,Columbidae,Metriopelia,Metriopelia aymara,pigeons and others,pigeons,Metriopelia,Metriopelia aymara
-0.09527225911604782,-0.6840651008333307,-0.7165439383959349,Columbiformes,Columbidae,Metriopelia,Metriopelia melanoptera,pigeons and others,pigeons,Metriopelia,Metriopelia melanoptera
-0.09629491191281682,-0.6844442092045259,-0.7177226988364043,Columbiformes,Columbidae,Patagioenas,Patagioenas araucana,pigeons and others,pigeons,Patagioenas,Patagioenas araucana
-0.09658181315851452,-0.6845409380196628,-0.7177114570349205,Columbiformes,Columbidae,Patagioenas,Patagioenas maculosa,pigeons and others,pigeons,Patagioenas,Patagioenas maculosa
-0.09471333485284253,-0.6839935304519967,-0.7165184571562447,Columbiformes,Columbidae,Columbina,Columbina inca,pigeons and others,pigeons,Columbina,inca dove
-0.0967395504895967,-0.6846010644719488,-0.7177111394579205,Columbiformes,Columbidae,Patagioenas,Patagioenas flavirostris,pigeons and others,pigeons,Patagioenas,Patagioenas flavirostris
-0.09603033862906754,-0.6843403478058185,-0.7175941514021423,Columbiformes,Columbidae,Patagioenas,Patagioenas squamosa,pigeons and others,pigeons,Patagioenas,scaly-naped pigeon
-0.09631473752684179,-0.684364135798886,-0.7171825376429214,Columbiformes,Columbidae,Zentrygon,Zentrygon costaricensis,pigeons and others,pigeons,Zentrygon,buff-fronted quail-dove
-0.09603234323278702,-0.6842813757352024,-0.7171969213936664,Columbiformes,Columbidae,Zentrygon,Zentrygon chiriquensis,pigeons and others,pigeons,Zentrygon,rufous-reasted quail-dove
-0.09610407580886388,-0.6843511695978347,-0.7175357474694802,Columbiformes,Columbidae,Patagioenas,Patagioenas leucocephala,pigeons and others,pigeons,Patagioenas,white-crowned pigeon
-0.09743433288204988,-0.6849286977322794,-0.7177586118209918,Columbiformes,Columbidae,Macropygia,Macropygia phasianella,pigeons and others,pigeons,Macropygia,brown cuckoo-dove
-0.09642009250475475,-0.684450960732781,-0.7175367085967245,Columbiformes,Columbidae,Patagioenas,Patagioenas subvinacea,pigeons and others,pigeons,Patagioenas,Patagioenas subvinacea
-0.09641082649934235,-0.6845118970608224,-0.717861247807691,Columbiformes,Columbidae,Patagioenas,Patagioenas plumbea,pigeons and others,pigeons,Patagioenas,plumbeous pigeon
-0.0967783461237749,-0.684632398036615,-0.7177871090653152,Columbiformes,Columbidae,Patagioenas,Patagioenas inornata,pigeons and others,pigeons,Patagioenas,Patagioenas inornata
-0.09738284914795414,-0.6848477663735,-0.7174836986614486,Columbiformes,Columbidae,Streptopelia,Streptopelia tranquebarica,pigeons and others,pigeons,Streptopelia,Streptopelia tranquebarica
-0.09721418705139592,-0.684827710173985,-0.7178010657491813,Columbiformes,Columbidae,Macropygia,Macropygia nigrirostris,pigeons and others,pigeons,Macropygia,Macropygia nigrirostris
