,x0,xup,y0,yup,z0,zup
branch_Climacteridae,-0.09420809810772003,-0.09401298158886649,-0.6975592472428545,-0.6964306358250953,-0.7149170710310299,-0.7156311499099415
branch_88,-0.09108554091828007,-0.09052182509442032,-0.6942099176356271,-0.6943584934974891,-0.7192930683050222,-0.7181390392927761
branch_Pipridae,-0.08930801356821078,-0.09052182509442032,-0.6949947028502589,-0.6943584934974891,-0.7170578806730231,-0.7181390392927761
branch_89,-0.09144489333449839,-0.0920217624689282,-0.6956201398816079,-0.6957424038198018,-0.716342501019322,-0.7159431580883971
branch_Thamnophilidae,-0.09217822399479907,-0.0920217624689282,-0.6970051024063966,-0.6957424038198018,-0.7153718448833802,-0.7159431580883971
branch_Alcedinidae,-0.09065321790865395,-0.091213305595173,-0.6925840767979022,-0.692550956645833,-0.7136105818481387,-0.7140111384342864
branch_Momotidae,-0.09044245245544336,-0.091213305595173,-0.6930826521098594,-0.692550956645833,-0.7133189725658619,-0.7140111384342864
branch_Brachypteraciidae,-0.08899069001088213,-0.0902503237904895,-0.6933524656052573,-0.6927300026234567,-0.7137082060753949,-0.7142348374077054
branch_Coraciidae,-0.08787916250040871,-0.0902503237904895,-0.6933459668757505,-0.6927300026234567,-0.7127211934141586,-0.7142348374077054
branch_90,-0.09010147864713161,-0.09036945516371898,-0.6910497897665311,-0.6910668421676701,-0.713646404590158,-0.7136558264822693
branch_Megalaimidae,-0.08924986179742757,-0.09036945516371898,-0.6909615232979418,-0.6910668421676701,-0.7126075904706454,-0.7136558264822693
branch_Indicatoridae,-0.0900306713083069,-0.09035618775514348,-0.6918684019851775,-0.6917528640160775,-0.7137286692699222,-0.71361382066296
branch_Picidae,-0.09018226061892795,-0.09035618775514348,-0.691682655707683,-0.6917528640160775,-0.7131153990728801,-0.71361382066296
branch_91,-0.09658485687643555,-0.09600909894896159,-0.6955350510237879,-0.694385641333984,-0.7176350806109081,-0.7196468176420268
branch_92,-0.09521958726943791,-0.09600909894896159,-0.6929015324480567,-0.694385641333984,-0.7213635235103366,-0.7196468176420268
branch_Cotingidae,-0.09056781374230082,-0.09108554091828007,-0.6940053432358732,-0.6942099176356271,-0.7200831545348197,-0.7192930683050222
branch_Tyrannidae,-0.09118496775548689,-0.09108554091828007,-0.6947360001340545,-0.6942099176356271,-0.7189488798762869,-0.7192930683050222
branch_Furnariidae,-0.09039961929031927,-0.09144489333449839,-0.6955769277180499,-0.6956201398816079,-0.7155650642673992,-0.716342501019322
branch_Rhinocryptidae,-0.09127368731898328,-0.09144489333449839,-0.6981916899741176,-0.6956201398816079,-0.7173749361532279,-0.716342501019322
branch_Lybiidae,-0.08955092294542179,-0.09010147864713161,-0.6908687659702075,-0.6910497897665311,-0.71321095621161,-0.713646404590158
branch_Ramphastidae,-0.08788564189516804,-0.09010147864713161,-0.6910411912765486,-0.6910497897665311,-0.7122241021735052,-0.713646404590158
branch_93,-0.09803680051223629,-0.09658485687643555,-0.6944670700895678,-0.6955350510237879,-0.7173430860544369,-0.7176350806109081
branch_Picathartidae,-0.09568834855086038,-0.09658485687643555,-0.6983154134097086,-0.6955350510237879,-0.7184539623449524,-0.7176350806109081
branch_94,-0.09359548164223162,-0.09521958726943791,-0.693990634435452,-0.6929015324480567,-0.7211579254564264,-0.7213635235103366
branch_Vangidae,-0.09601033781917212,-0.09521958726943791,-0.6899017589188985,-0.6929015324480567,-0.7218551582946806,-0.7213635235103366
branch_Platysteiridae,-0.09476116925791664,-0.09521958726943791,-0.6958280281795631,-0.6929015324480567,-0.7222449004052798,-0.7213635235103366
branch_Malaconotidae,-0.09672580410874328,-0.09521958726943791,-0.6959116017579049,-0.6929015324480567,-0.7215848518767155,-0.7213635235103366
branch_Artamidae,-0.09776896787019597,-0.09521958726943791,-0.6930856350084155,-0.6929015324480567,-0.7225392121059856,-0.7213635235103366
branch_Laniidae,-0.09542505958512476,-0.09521958726943791,-0.6898792810195138,-0.6929015324480567,-0.7234760699460864,-0.7213635235103366
branch_Corcoracidae,-0.0974709873767427,-0.09521958726943791,-0.6907850839005687,-0.6929015324480567,-0.7229026245089837,-0.7213635235103366
branch_Monarchidae,-0.0952142400061281,-0.09521958726943791,-0.6966923570164479,-0.6929015324480567,-0.7214008788050085,-0.7213635235103366
branch_Dicruridae,-0.0964566204728236,-0.09521958726943791,-0.6919179669662373,-0.6929015324480567,-0.7233426979636024,-0.7213635235103366
branch_Rhipiduridae,-0.0970930810384066,-0.09521958726943791,-0.6945204790867338,-0.6929015324480567,-0.7223448802525988,-0.7213635235103366
branch_Vireonidae,-0.09403037151249959,-0.09521958726943791,-0.6911578644134665,-0.6929015324480567,-0.7237566870992908,-0.7213635235103366
branch_Callaeidae,-0.09377148742374909,-0.09521958726943791,-0.6923779261131594,-0.6929015324480567,-0.72368835081995,-0.7213635235103366
branch_Campephagidae,-0.09321493361097379,-0.09521958726943791,-0.6963378529610746,-0.6929015324480567,-0.7218047885723631,-0.7213635235103366
branch_95,-0.0981485244972123,-0.09803680051223629,-0.6939186218290635,-0.6944670700895678,-0.7181275875598316,-0.7173430860544369
branch_96,-0.09787010206951426,-0.09803680051223629,-0.6949304009661728,-0.6944670700895678,-0.7165953306916926,-0.7173430860544369
branch_Corvidae,-0.09449204656259685,-0.09359548164223162,-0.6934396006883522,-0.693990634435452,-0.7221620239281104,-0.7211579254564264
branch_Paradisaeidae,-0.09300380433248477,-0.09359548164223162,-0.6957664562324963,-0.693990634435452,-0.7222382097930075,-0.7211579254564264
branch_Melanocharitidae,-0.09274250247132187,-0.09359548164223162,-0.6949491392264073,-0.693990634435452,-0.7227160205089629,-0.7211579254564264
branch_97,-0.09931199964446612,-0.0981485244972123,-0.6913193613559642,-0.6939186218290635,-0.7163974215245735,-0.7181275875598316
branch_98,-0.09881905529805161,-0.0981485244972123,-0.6933935364860301,-0.6939186218290635,-0.7166170611226559,-0.7181275875598316
branch_Certhiidae,-0.09767198825324393,-0.0981485244972123,-0.6965414989546626,-0.6939186218290635,-0.7202750855009663,-0.7181275875598316
branch_Sittidae,-0.09794713846063019,-0.0981485244972123,-0.6960784901769081,-0.6939186218290635,-0.7205798393123164,-0.7181275875598316
branch_Paridae,-0.0984481228704306,-0.09787010206951426,-0.6938793322943244,-0.6949304009661728,-0.7176400382766563,-0.7165953306916926
branch_99,-0.09771057543499662,-0.09787010206951426,-0.69467713690243,-0.6949304009661728,-0.7139310741100625,-0.7165953306916926
branch_Stenostiridae,-0.09790556921951121,-0.09787010206951426,-0.6973580948786436,-0.6949304009661728,-0.7185025743877418,-0.7165953306916926
branch_100,-0.09888567236019932,-0.09931199964446612,-0.6922375146694831,-0.6913193613559642,-0.7185801339951359,-0.7163974215245735
branch_101,-0.09909715733848586,-0.09931199964446612,-0.6904474075701167,-0.6913193613559642,-0.7142978229350895,-0.7163974215245735
branch_102,-0.09741281316339191,-0.09881905529805161,-0.6958297304304769,-0.6933935364860301,-0.7176263121807817,-0.7166170611226559
branch_Sturnidae,-0.09892227893803435,-0.09881905529805161,-0.6948923954797596,-0.6933935364860301,-0.7207174996698045,-0.7166170611226559
branch_Mimidae,-0.10057932920405836,-0.09881905529805161,-0.6925577724957866,-0.6933935364860301,-0.7196903458568749,-0.7166170611226559
branch_Cinclidae,-0.10004661501437208,-0.09881905529805161,-0.6921300563231927,-0.6933935364860301,-0.7120060862007733,-0.7166170611226559
branch_Bombycillidae,-0.10062063455218352,-0.09881905529805161,-0.6922094882576016,-0.6933935364860301,-0.7129568097309996,-0.7166170611226559
branch_Alaudidae,-0.09997538716006822,-0.09771057543499662,-0.694646205732931,-0.69467713690243,-0.713249430328132,-0.7139310741100625
branch_103,-0.09757533287127315,-0.09771057543499662,-0.6956861269700878,-0.69467713690243,-0.7154348342292827,-0.7139310741100625
branch_Zosteropidae,-0.0966037186320188,-0.09771057543499662,-0.6974512443259201,-0.69467713690243,-0.7128857806194434,-0.7139310741100625
branch_Timaliidae,-0.09855869522773922,-0.09771057543499662,-0.6958545067259619,-0.69467713690243,-0.7124695860038822,-0.7139310741100625
branch_Phylloscopidae,-0.09568424404977725,-0.09771057543499662,-0.6982081707053033,-0.69467713690243,-0.7138899753618274,-0.7139310741100625
branch_Pellorneidae,-0.10041086332131241,-0.09771057543499662,-0.6937004831627662,-0.69467713690243,-0.7132613347057107,-0.7139310741100625
branch_Leiothrichidae,-0.09920391429202399,-0.09771057543499662,-0.6942109960317372,-0.69467713690243,-0.7117852315482407,-0.7139310741100625
branch_Locustellidae,-0.10047646078112996,-0.09771057543499662,-0.6946871851959444,-0.69467713690243,-0.7145822227588946,-0.7139310741100625
branch_Hirundinidae,-0.09626443630438274,-0.09771057543499662,-0.6984239660024902,-0.69467713690243,-0.7154598581876578,-0.7139310741100625
branch_Cettiidae,-0.09948209433325841,-0.09771057543499662,-0.6933161417978131,-0.69467713690243,-0.7116432120084507,-0.7139310741100625
branch_Aegithalidae,-0.09983181610236756,-0.09771057543499662,-0.6932460143941847,-0.69467713690243,-0.712049760041862,-0.7139310741100625
branch_104,-0.09956806118054118,-0.09888567236019932,-0.6915700690365567,-0.6922375146694831,-0.7171195190813257,-0.7185801339951359
branch_Irenidae,-0.0994137431976033,-0.09888567236019932,-0.6933362524884532,-0.6922375146694831,-0.7210963884925664,-0.7185801339951359
branch_Nectariniidae,-0.09941876532457451,-0.09909715733848586,-0.6898985221191084,-0.6904474075701167,-0.7145419989979662,-0.7142978229350895
branch_Dicaeidae,-0.10074134898398986,-0.09909715733848586,-0.6907616101846056,-0.6904474075701167,-0.7131574641075105,-0.7142978229350895
branch_Muscicapidae,-0.09880999031699923,-0.09741281316339191,-0.6954580030180091,-0.6958297304304769,-0.7175412464645158,-0.7176263121807817
branch_Turdidae,-0.096918959878004,-0.09741281316339191,-0.6976610306997831,-0.6958297304304769,-0.7181329768950003,-0.7176263121807817
branch_Pycnonotidae,-0.09912513520104216,-0.09757533287127315,-0.696795283125029,-0.6956861269700878,-0.7158514656035222,-0.7154348342292827
branch_Sylviidae,-0.09775627833453206,-0.09757533287127315,-0.6966066890022234,-0.6956861269700878,-0.7146643958160592,-0.7154348342292827
branch_105,-0.09965116721180471,-0.09956806118054118,-0.6908142576378106,-0.6915700690365567,-0.7175756810724556,-0.7171195190813257
branch_106,-0.09980860409348417,-0.09956806118054118,-0.692303955730364,-0.6915700690365567,-0.716728569246396,-0.7171195190813257
branch_107,-0.09921906293606587,-0.09965116721180471,-0.6906035667016793,-0.6908142576378106,-0.7192542490515876,-0.7175756810724556
branch_Passeridae,-0.101455380196895,-0.09965116721180471,-0.6909340878688512,-0.6908142576378106,-0.7158545684568256,-0.7175756810724556
branch_Ploceidae,-0.101254449034137,-0.09980860409348417,-0.6928794888349749,-0.692303955730364,-0.717404141672449,-0.716728569246396
branch_Estrildidae,-0.10143787700017748,-0.09980860409348417,-0.6922184828911104,-0.692303955730364,-0.7162635321256566,-0.716728569246396
branch_108,-0.09956200857510929,-0.09921906293606587,-0.6896031463804939,-0.6906035667016793,-0.718700749685098,-0.7192542490515876
branch_Fringillidae,-0.09975838985520831,-0.09921906293606587,-0.6915377638847024,-0.6906035667016793,-0.7203604417110059,-0.7192542490515876
branch_109,-0.10008484326789915,-0.09956200857510929,-0.6897285315791237,-0.6896031463804939,-0.7173496162119156,-0.718700749685098
branch_Thraupidae,-0.09945067928285269,-0.09956200857510929,-0.6893213974593057,-0.6896031463804939,-0.7203511697611992,-0.718700749685098
branch_Emberizidae,-0.10054700985493836,-0.10008484326789915,-0.6911206678212392,-0.6897285315791237,-0.7174825430512314,-0.7173496162119156
branch_110,-0.09968874283394541,-0.10008484326789915,-0.6883337348626172,-0.6897285315791237,-0.7172283780171701,-0.7173496162119156
branch_Parulidae,-0.1007575804970375,-0.09968874283394541,-0.6881842862504293,-0.6883337348626172,-0.716430796787525,-0.7172283780171701
branch_Icteridae,-0.10017096886964812,-0.09968874283394541,-0.687641688188586,-0.6883337348626172,-0.7182721280385181,-0.7172283780171701
