,x0,xup,y0,yup,z0,zup
branch_Coraciiformes,-0.09127309597436806,-0.09127453902698483,-0.6924118307264041,-0.691893047841885,-0.7145814631514817,-0.7145884304079246
branch_Piciformes,-0.0911115888432277,-0.09127453902698483,-0.6913991542656309,-0.691893047841885,-0.7144923592723776,-0.7145884304079246
branch_70,-0.09400717067634835,-0.09417098824488311,-0.6960628738737783,-0.6958162625337101,-0.7170443780562341,-0.7157074063863348
branch_Menuridae,-0.09447618441173448,-0.09417098824488311,-0.6981917174155028,-0.6958162625337101,-0.7133907697259827,-0.7157074063863348
branch_71,-0.09142233864119546,-0.09227275614719851,-0.6948873773692456,-0.6949755075342801,-0.7169841671124726,-0.7157935564104173
branch_72,-0.09285879452382823,-0.09227275614719851,-0.6955662862589724,-0.6949755075342801,-0.714545596473727,-0.7157935564104173
branch_Ardeidae,-0.09000150600892219,-0.09113487966902421,-0.689439594999538,-0.6898762661193052,-0.7156594166420727,-0.7156220943548474
branch_73,-0.09088021846768377,-0.09113487966902421,-0.6896206110230367,-0.6898762661193052,-0.7152991037242178,-0.7156220943548474
branch_74,-0.09105990660214099,-0.09095383421488651,-0.6888805896635355,-0.6890199190364845,-0.7159530826996485,-0.7159580142614459
branch_Sulidae,-0.09034468785152165,-0.09095383421488651,-0.6888093392202219,-0.6890199190364845,-0.7159046064196614,-0.7159580142614459
branch_Bucerotidae,-0.09159396052890874,-0.09134925415572083,-0.6923294105614299,-0.6923769389819551,-0.7118172452424093,-0.7121009993350286
branch_Bucorvidae,-0.08984641330278499,-0.09134925415572083,-0.6928678459655674,-0.6923769389819551,-0.7106713506240153,-0.7121009993350286
branch_Phoeniculidae,-0.09070850197569222,-0.09171453134405284,-0.691379234011943,-0.6913937928450726,-0.7122983141236152,-0.7128918042913139
branch_Upupidae,-0.09048051796568952,-0.09171453134405284,-0.6914212367057034,-0.6913937928450726,-0.7098291566268783,-0.7128918042913139
branch_75,-0.09125274861324636,-0.09127309597436806,-0.6925973751371582,-0.6924118307264041,-0.7142271265208144,-0.7145814631514817
branch_76,-0.09089864950300644,-0.09127309597436806,-0.6923721252712071,-0.6924118307264041,-0.7146859295958894,-0.7145814631514817
branch_77,-0.09032056067295566,-0.0911115888432277,-0.6913965523887662,-0.6913991542656309,-0.7143572593829822,-0.7144923592723776
branch_78,-0.0906125099216563,-0.0911115888432277,-0.691406802515644,-0.6913991542656309,-0.7138172754699488,-0.7144923592723776
branch_79,-0.09400124756406342,-0.09400717067634835,-0.6956937429066176,-0.6960628738737783,-0.7184762699631153,-0.7170443780562341
branch_80,-0.09401298158886649,-0.09400717067634835,-0.6964306358250953,-0.6960628738737783,-0.7156311499099415,-0.7170443780562341
branch_81,-0.09052182509442032,-0.09142233864119546,-0.6943584934974891,-0.6948873773692456,-0.7181390392927761,-0.7169841671124726
branch_82,-0.0920217624689282,-0.09142233864119546,-0.6957424038198018,-0.6948873773692456,-0.7159431580883971,-0.7169841671124726
branch_Eurylaimidae,-0.09164811268865224,-0.09285879452382823,-0.6977398959155129,-0.6955662862589724,-0.7133397422058732,-0.714545596473727
branch_Pittidae,-0.09291765618410924,-0.09285879452382823,-0.6970625130670747,-0.6955662862589724,-0.7141342616910239,-0.714545596473727
branch_Balaenicipitidae,-0.08764794421570521,-0.09088021846768377,-0.6882728531916652,-0.6896206110230367,-0.7142552757150128,-0.7152991037242178
branch_Pelecanidae,-0.08888582159560124,-0.09088021846768377,-0.6881285178128732,-0.6896206110230367,-0.7146413524460284,-0.7152991037242178
branch_Anhingidae,-0.08849546710834957,-0.09105990660214099,-0.6864737462737333,-0.6888805896635355,-0.716162279231841,-0.7159530826996485
branch_Phalacrocoracidae,-0.08907212533196121,-0.09105990660214099,-0.6874479259664306,-0.6888805896635355,-0.7152346796373134,-0.7159530826996485
branch_83,-0.091213305595173,-0.09125274861324636,-0.692550956645833,-0.6925973751371582,-0.7140111384342864,-0.7142271265208144
branch_Todidae,-0.0901039647684152,-0.09125274861324636,-0.6931767179655512,-0.6925973751371582,-0.7136120043299228,-0.7142271265208144
branch_84,-0.0902503237904895,-0.09089864950300644,-0.6927300026234567,-0.6923721252712071,-0.7142348374077054,-0.7146859295958894
branch_Meropidae,-0.08988742731089781,-0.09089864950300644,-0.6925231051998114,-0.6923721252712071,-0.7142769899649299,-0.7146859295958894
branch_Bucconidae,-0.08943092559117481,-0.09032056067295566,-0.6917865263661582,-0.6913965523887662,-0.7138890885070884,-0.7143572593829822
branch_Galbulidae,-0.08918661124475404,-0.09032056067295566,-0.6909908138505936,-0.6913965523887662,-0.7137549314250244,-0.7143572593829822
branch_85,-0.09036945516371898,-0.0906125099216563,-0.6910668421676701,-0.691406802515644,-0.7136558264822693,-0.7138172754699488
branch_86,-0.09035618775514348,-0.0906125099216563,-0.6917528640160775,-0.691406802515644,-0.71361382066296,-0.7138172754699488
branch_87,-0.09600909894896159,-0.09400124756406342,-0.694385641333984,-0.6956937429066176,-0.7196468176420268,-0.7184762699631153
branch_Maluridae,-0.0935045034209066,-0.09400124756406342,-0.6980699143505666,-0.6956937429066176,-0.7174104495167529,-0.7184762699631153
branch_Pardalotidae,-0.09297005663413743,-0.09400124756406342,-0.6974921849314831,-0.6956937429066176,-0.7204196807408545,-0.7184762699631153
branch_Meliphagidae,-0.09448248738701952,-0.09400124756406342,-0.6985714578947327,-0.6956937429066176,-0.7181656349946789,-0.7184762699631153
branch_Dasyornithidae,-0.09310942546973953,-0.09400124756406342,-0.6975969400694345,-0.6956937429066176,-0.7202946661682527,-0.7184762699631153
branch_Acanthizidae,-0.09341684241632599,-0.09400124756406342,-0.6979836972519754,-0.6956937429066176,-0.719684053631417,-0.7184762699631153
branch_Ptilonorhynchidae,-0.09378419367381845,-0.09401298158886649,-0.6979829606270936,-0.6964306358250953,-0.715995284626277,-0.7156311499099415
