name,x,y,z
internal0,0,0,0
internal1,-0.6085682649188097,3.663235629285071,18.563117308288234
internal2,-3.9950160225487603,19.349551571813056,1.0898496406961886
internal4,-8.412700599361617,-4.010001308548229,21.181816815557685
internal5,-20.64060274589944,24.636603120298524,11.134446976337241
internal6,7.926749740936213,36.94196202373745,-7.666078376282593
internal7,-5.963100784493525,-0.30089204939140624,25.49041183512314
internal8,-13.325049758486378,-8.89300567742106,23.07402555176099
Anseriformes,-31.435255125029965,29.967970710125236,4.082963426514331
Galliformes,-19.22088006766782,30.495142393420874,23.24317904484915
internal11,28.039538689837457,27.602263051845902,5.394768143183849
internal12,-13.071959281682462,42.152903713142805,-19.870138325943977
internal13,-0.3397783067492479,-8.00927514035007,25.92632701789509
Dinornithiformes,-57.67083900389207,-15.664073979651862,80.40623279146496
internal17,-27.059930100486213,38.99472655517864,6.040747047555094
internal19,-29.98049958299286,26.52588412520756,26.353974731093704
internal21,34.8471327466917,15.548681818201086,13.037888509581583
internal22,17.210988549346805,35.697594873182155,-3.021978566539033
internal23,-19.30321534652132,40.23073267533047,-21.582771802862148
internal24,-10.628478322429865,56.28944261060369,-23.915143292792365
internal32,-49.10291342744007,29.396710730503955,27.275700065833295
internal33,40.64571233800124,-1.117065597636621,-2.7999809864054006
internal34,17.76637803411414,27.1803579245571,24.65458599563807
internal35,31.175996284514788,24.326634840287998,7.616645695731844
internal36,-0.7900000510352517,38.6974605073298,-12.951948143771409
internal42,-47.28314951201921,32.88302041041142,31.673111358912973
internal43,28.660438551923168,-23.37293621958842,20.06659518913781
internal44,25.011571293949004,21.89786905244756,-23.763925077734754
Charadriiformes,14.539844540097869,41.8860087677012,12.374520362339045
Gruiformes,20.615251824878445,11.896934510753967,36.41056936450289
internal47,-10.516313205516068,36.036628858607855,-14.678685869502127
internal50,-15.708627413170282,40.3487494425309,2.9635098821003982
internal53,37.538027824622596,-18.54101795471033,-4.809732317130561
internal54,8.334345657197426,-18.868460539113133,36.92725722370095
internal55,40.54294309793405,20.174394433235502,-7.922502862349893
internal56,6.5316229466149265,21.039836805155943,-36.80385388678315
internal57,26.48368773116323,37.748305835536165,21.043968696183725
internal58,3.306174756702438,48.069560917732126,4.309483944300453
internal59,9.782890829850164,13.935555065478358,45.636811192333035
internal60,39.805387698490556,14.681534221820472,41.94579368487348
internal61,-11.018646775444662,12.948621586235683,38.65340842862134
Accipitriformes,37.41894466819336,-13.497408738551364,-20.989577455282927
internal66,35.29916492115225,-22.41997567566847,11.672235495642198
internal67,26.11203833428539,-19.69790251416174,-27.786134030985888
internal69,22.951359478503548,30.682601783707046,-26.3096411521604
Eurypygiformes,5.63018772722648,46.35994589980664,-59.29255221204612
internal73,22.196170582457512,36.69832796050131,32.42988024508931
internal74,36.61313651629045,47.12503277665538,14.300062736909068
internal76,16.98099023808076,56.16437573048887,-1.0755805707980548
internal78,21.585333517273735,12.044055564399155,63.72753455088407
Apodiformes,-14.366010550446134,28.143059046907656,30.248432874955697
internal84,41.77837444950905,-6.886140653176804,-28.109034032380336
internal86,33.86341651898814,-27.287127235604576,-0.9678160427977744
Strigiformes,42.42445806183558,-21.16649188742492,26.193626329199425
internal89,15.730811569515048,-31.582982696174774,-28.08392421129243
internal90,23.3296687771452,29.872333513693054,-27.08014074247559
internal91,23.377335485888665,32.56808155866129,-26.461111251934334
internal94,13.388720459113628,51.80873739444906,32.13026532820304
internal96,46.69637943605184,46.05217332537048,21.36665832732884
internal99,21.853875285110696,60.847176545168814,-7.2261605487828495
internal103,-14.238489592811069,22.45846709215856,41.75622171112183
internal107,23.934816465516437,-29.794951059679608,26.268606955545806
Passeriformes,-8.692455967515706,-48.433225558105406,22.06200907029021
internal111,36.01619329736502,-6.425045388055276,-70.84256720931356
internal113,37.46421934738054,21.899938913199534,-21.16315051379606
Procellariiformes,28.707190640029562,25.976971689832453,-37.6557328277118
internal116,17.465827689402925,53.44399072982591,38.752012962973495
internal117,19.1687074604857,49.58240330519219,32.91795619705799
internal119,47.10558745809389,47.23219467417674,28.00051325227696
internal120,54.463106398649934,52.93529476315288,18.473830253562884
internal125,34.24775673424887,-20.198521501797256,25.06983607158134
internal128,-5.362049550945663,-52.516356057751636,-15.436555996469457
internal136,33.37863088903618,-1.7242308897275176,-74.66358449868095
Pelecaniformes,35.85775838303919,28.161526780075704,-16.078280567086484
Suliformes,38.62568629352274,15.378227067095642,-25.99664793629619
internal140,29.3754969289152,19.89318397598357,-40.92818565257753
Bucerotiformes,25.76103986858433,-20.391744046067018,39.579116265653475
internal150,43.446354228489504,-20.425149410641335,11.081662436383159
internal151,-27.770621300825194,-58.54049023029434,-13.960760774887907
internal152,16.242031452317853,-54.37147068607128,-19.22836235162762
internal155,45.65063339789416,11.933722591150824,-16.236305986548043
internal157,45.973091932590165,26.865909196345974,-23.302713180677966
internal161,34.82194234851421,-39.04247601354531,54.99066780009957
internal162,33.34502381569351,-14.916655042829357,49.74067429840978
Coraciiformes,39.86599588124602,-30.906293516580956,8.01964446755566
Piciformes,48.29019953477342,-10.5380001375265,14.465952232651524
internal165,-30.223000608996873,-50.60378878111703,-37.86177845779289
internal167,21.72943891754346,-52.251655074757494,-33.22821780345852
internal168,14.071384510920371,-67.59440157723535,-9.155101511620364
internal170,51.68337677152703,19.31180921984823,-9.743280908360484
internal171,43.34719838743652,32.21867909994746,-21.657781362312882
internal177,36.825788648549945,-37.76227956819737,15.584561983890637
internal178,47.36583657271676,-27.507658463139247,1.3518492732498408
internal179,61.479915664605386,-10.746126813915224,5.5744485886548345
internal180,54.24008149327463,-14.506561261771509,29.090969392130845
internal181,-35.013233484380635,-33.761013467982046,-52.06115484487856
internal182,-25.23684378531111,-67.11851942968335,-23.416958899092474
internal183,26.33453496644655,-51.070584543954396,-45.7808150702022
internal184,21.047004076051543,-62.86534561763551,-26.67407459085069
internal191,37.47180936990692,-36.25337621238999,23.267715021334734
internal193,54.305534911297926,-39.47312117368387,6.354740836783779
internal197,58.83357512791137,-9.105093918526984,32.27636177054327
internal198,57.28791945943112,-21.951709992223424,30.00390683907757
internal199,-40.361160927840494,-35.434727433155146,-48.25927828385341
internal207,24.2436605719531,-48.75318338947907,-51.42561580906807
internal209,24.425655019916558,-62.11639604589392,-31.24695713170628
internal215,65.16830550289221,-8.184995753808893,27.12007240443496
internal219,-48.82420975873657,-46.95265802108723,-30.93348328458996
internal220,-33.60156544534639,-25.41232878008579,-67.62186873929977
internal227,-62.64771354543962,-35.22005165865214,-24.70630907227983
internal229,-23.114166625050018,-32.50198690328313,-71.05105344091301
internal242,-67.31645245246659,-26.06265408556328,-23.8650998497844
