name,x0,y0,z0,x1,y1,z1
branch_internal1,0,0,0,-0.6085682649188097,3.663235629285071,18.563117308288234
branch_internal2,0,0,0,-3.9950160225487603,19.349551571813056,1.0898496406961886
branch_Struthionidae,-0.6085682649188097,3.663235629285071,18.563117308288234,4.243389765669111,29.10688669672117,105.99439423921444
branch_internal4,-0.6085682649188097,3.663235629285071,18.563117308288234,-8.412700599361617,-4.010001308548229,21.181816815557685
branch_internal5,-3.9950160225487603,19.349551571813056,1.0898496406961886,-20.64060274589944,24.636603120298524,11.134446976337241
branch_internal6,-3.9950160225487603,19.349551571813056,1.0898496406961886,7.926749740936213,36.94196202373745,-7.666078376282593
branch_internal7,-8.412700599361617,-4.010001308548229,21.181816815557685,-5.963100784493525,-0.30089204939140624,25.49041183512314
branch_internal8,-8.412700599361617,-4.010001308548229,21.181816815557685,-13.325049758486378,-8.89300567742106,23.07402555176099
branch_Anseriformes,-20.64060274589944,24.636603120298524,11.134446976337241,-31.435255125029965,29.967970710125236,4.082963426514331
branch_Galliformes,-20.64060274589944,24.636603120298524,11.134446976337241,-19.22088006766782,30.495142393420874,23.24317904484915
branch_internal11,7.926749740936213,36.94196202373745,-7.666078376282593,28.039538689837457,27.602263051845902,5.394768143183849
branch_internal12,7.926749740936213,36.94196202373745,-7.666078376282593,-13.071959281682462,42.152903713142805,-19.870138325943977
branch_internal13,-5.963100784493525,-0.30089204939140624,25.49041183512314,-0.3397783067492479,-8.00927514035007,25.92632701789509
branch_Rheidae,-5.963100784493525,-0.30089204939140624,25.49041183512314,-30.409170128850263,6.4577142250159785,105.51591879465312
branch_Dinornithiformes,-13.325049758486378,-8.89300567742106,23.07402555176099,-57.67083900389207,-15.664073979651862,80.40623279146496
branch_Tinamidae,-13.325049758486378,-8.89300567742106,23.07402555176099,-40.38657929851425,-49.77847171299601,89.39271103675308
branch_internal17,-31.435255125029965,29.967970710125236,4.082963426514331,-27.059930100486213,38.99472655517864,6.040747047555094
branch_Anhimidae,-31.435255125029965,29.967970710125236,4.082963426514331,-85.66374121230345,68.46741004283776,8.600350199531562
branch_internal19,-19.22088006766782,30.495142393420874,23.24317904484915,-29.98049958299286,26.52588412520756,26.353974731093704
branch_Megapodiidae,-19.22088006766782,30.495142393420874,23.24317904484915,-39.925950350607614,84.38512189733602,58.181599419315674
branch_internal21,28.039538689837457,27.602263051845902,5.394768143183849,34.8471327466917,15.548681818201086,13.037888509581583
branch_internal22,28.039538689837457,27.602263051845902,5.394768143183849,17.210988549346805,35.697594873182155,-3.021978566539033
branch_internal23,-13.071959281682462,42.152903713142805,-19.870138325943977,-19.30321534652132,40.23073267533047,-21.582771802862148
branch_internal24,-13.071959281682462,42.152903713142805,-19.870138325943977,-10.628478322429865,56.28944261060369,-23.915143292792365
branch_Casuariidae,-0.3397783067492479,-8.00927514035007,25.92632701789509,-6.488844906578491,-47.934132958781596,98.79394014455228
branch_Apterygidae,-0.3397783067492479,-8.00927514035007,25.92632701789509,3.769019356709896,-16.177762150306954,108.73869286005787
branch_Emeidae,-57.67083900389207,-15.664073979651862,80.40623279146496,-64.07013594361824,-18.316927231363003,87.51877899619252
branch_Dinornithidae,-57.67083900389207,-15.664073979651862,80.40623279146496,-62.56270846176365,-16.07803350235855,89.0361340616413
branch_Anatidae,-27.059930100486213,38.99472655517864,6.040747047555094,-53.74319019528424,93.01587869832379,23.65892300231307
branch_Anseranatidae,-27.059930100486213,38.99472655517864,6.040747047555094,-69.76086062494794,84.95969892910348,3.911611274122724
branch_Cracidae,-29.98049958299286,26.52588412520756,26.353974731093704,-57.97603578671869,65.34366513418055,66.85068078416518
branch_internal32,-29.98049958299286,26.52588412520756,26.353974731093704,-49.10291342744007,29.396710730503955,27.275700065833295
branch_internal33,34.8471327466917,15.548681818201086,13.037888509581583,40.64571233800124,-1.117065597636621,-2.7999809864054006
branch_internal34,34.8471327466917,15.548681818201086,13.037888509581583,17.76637803411414,27.1803579245571,24.65458599563807
branch_internal35,17.210988549346805,35.697594873182155,-3.021978566539033,31.175996284514788,24.326634840287998,7.616645695731844
branch_internal36,17.210988549346805,35.697594873182155,-3.021978566539033,-0.7900000510352517,38.6974605073298,-12.951948143771409
branch_Columbidae,-19.30321534652132,40.23073267533047,-21.582771802862148,-38.22846563503987,85.09913494724606,-58.28164776701273
branch_Pteroclidae,-19.30321534652132,40.23073267533047,-21.582771802862148,-46.92786547531981,92.37915201235094,-36.930969868477604
branch_Phoenicopteridae,-10.628478322429865,56.28944261060369,-23.915143292792365,-19.81502549873984,102.50371836798192,-34.64651938130139
branch_Podicipedidae,-10.628478322429865,56.28944261060369,-23.915143292792365,-17.74656551741811,96.4260773869778,-49.870831476061404
branch_Numididae,-49.10291342744007,29.396710730503955,27.275700065833295,-88.53639729485013,48.428813253586156,43.77196843774438
branch_internal42,-49.10291342744007,29.396710730503955,27.275700065833295,-47.28314951201921,32.88302041041142,31.673111358912973
branch_internal43,40.64571233800124,-1.117065597636621,-2.7999809864054006,28.660438551923168,-23.37293621958842,20.06659518913781
branch_internal44,40.64571233800124,-1.117065597636621,-2.7999809864054006,25.011571293949004,21.89786905244756,-23.763925077734754
branch_Charadriiformes,17.76637803411414,27.1803579245571,24.65458599563807,14.539844540097869,41.8860087677012,12.374520362339045
branch_Gruiformes,17.76637803411414,27.1803579245571,24.65458599563807,20.615251824878445,11.896934510753967,36.41056936450289
branch_internal47,31.175996284514788,24.326634840287998,7.616645695731844,-10.516313205516068,36.036628858607855,-14.678685869502127
