,x,y
Cercopidae-6,-30.758655415055596,264.89011373527984
Cerylonidae-1,194.70913589284484,-38.92813558561772
Cerylonidae-2,191.59466272942078,-36.06305533609289
Cerylonidae-3,187.8021542305736,-40.08046904443112
Cerylonidae-4,190.0883827710872,-48.05264984809555
Cerylonidae-5,186.96915466969412,-35.4229328897638
Chaeteessidae,-248.67785354973665,91.17553862829341
Chaetosomatidae,250.0329490494601,28.276583985996332
Chalcididae,-55.55010364136129,28.918349113358133
Chaoboridae-1,97.5027466016561,-132.47789311699978
Chaoboridae-2,100.47932634462141,-131.60479971607185
Charilaidae,-265.9538066971399,9.46291906744522
Chathamiidae,-28.129887251827526,-113.83267308050617
Chelisochidae,-294.7747341472916,39.46744716958008
Chelonariidae,169.30285652837776,47.48518021327395
Chironomidae,90.1040695801516,-137.34587236116414
Chlorocyphidae,-225.83439883246788,-223.71675882925595
Chlorogomphidae,-229.8806098148682,-220.49386697618152
Chloroperlidae,-194.21734394607324,155.909215605933
Chloropidae,128.09836843472996,-217.74217906506254
Choreutidae,-1.0095810323977719,-208.65010409126188
Choristidae,48.32388833087085,-83.72850186238855
Chorotypidae,-276.36422390826635,-2.3919670162890116
Chroicopteridae-1,-244.53385835591473,113.98606509891353
Chroicopteridae-2,-242.2173837646916,109.21549291587512
Chroicopteridae-3,-252.07176048325783,101.13709355542711
Chrysididae,-2.837579989796177,85.34410894905017
Chrysomelidae-1,242.61296794806458,-30.979285242899557
Chrysomelidae-2,249.55780047672613,-33.1030320490533
Chrysomelidae-3,251.50942875329127,-26.60934623695589
Chrysopidae,81.21608825034326,50.691606042417554
Chyphotidae,1.9527547154708595,63.45652586631171
Chyromyidae,140.9566167420829,-196.5323603825773
Cicadellidae,85.58005231976087,259.00722196410476
Cicadidae,-25.655278981864747,268.4930344793184
Ciidae,240.3872069646408,-68.34945764541271
Cimbicidae-1,-73.52727238651046,-20.41728120827969
Cimbicidae-2,-76.12346883362957,-22.00428934067581
Cimeliidae,-8.192799019283472,-230.71839941933393
Cimicidae,45.423102029223095,265.48267612181974
Cixiidae,-32.84776825849841,232.24893730548013
Clambidae,222.72756150094617,95.52108708008326
Clastopteridae,-31.392925845250566,260.3799444608329
Cleridae,246.40634802150572,25.41900698793866
Clothodidae,-230.15220459324325,-36.554378749664245
Clusiidae,130.85852316184196,-215.8714842770508
Coccidae,-56.15784789554823,244.12750031478564
Coccinellidae,189.90640172133635,-23.12390902474759
Coelopidae,142.69214110872406,-207.11814643443736
Coelostomidiidae,-74.61410385416393,224.45057351626093
Coenagrionidae,-225.7304557632879,-225.21122299066147
Coleophoridae,-5.5204540251106184,-206.19622160243784
Colletidae,-25.69270615969496,82.04876672081686
Colobathristidae,54.49654629414386,222.9212437945188
Coloburiscidae,-261.1454977841509,-190.36389261416204
Compsocidae,185.9054447752186,210.0350922357953
Coniopterygidae,71.67872849599489,19.799817000450826
Conoesucidae,-8.381142788269836,-124.44426973761631
Conopidae,143.76823395661026,-202.77053071178597
Copromorphidae,-58.17959512356791,-204.73149238381947
Coptopsyllidae,61.19549819078777,-256.6314529615741
Cordulegastridae,-216.10099741882527,-238.14061008634968
Corduliidae-1,-230.7909773203495,-216.40249252399497
Corduliidae-2,-184.95545621329637,260.46142423418894
Corduliidae-3,-187.11122261121668,256.49879552899694
Corduliidae-4,-231.8198127316754,-218.9268786135673
Corduliidae-5,-176.74268428219253,267.08098913176224
Corduliidae-6,-178.29276255305982,265.9397313763339
Corduliidae-7,-215.8545169349816,-233.8316656325178
Coreidae,40.28751851647369,227.0709722203077
Corixidae,7.6759995661509,238.35480573580014
Corydalidae,111.09676759881765,98.2498244194224
Corydiidae-1,-216.3926893836488,129.96873822456467
Corydiidae-2,-221.08378871457552,58.571425280966146
Corylophidae,199.50756033781505,-14.795079377453792
Cosmopterigidae,-22.902276949412688,-205.014776568112
Cossidae-1,-9.83116149556339,-204.63620622665246
Cossidae-2,-13.997108846583146,-201.52834346895452
Cossidae-3,-15.01722659649617,-204.4920888182074
Cossidae-4,-11.36321040543759,-202.37077901540056
Cossidae-5,-21.796756430323697,-187.4243906819577
Crabronidae-1,-24.217264346028816,67.2681112039638
Crabronidae-2,-15.827328341308625,84.52771163374506
Crabronidae-3,-27.619837809592042,76.02713524430439
Crambidae,-18.30113443559932,-214.81908185054263
Crinopterygidae,-47.18585151466047,-176.70708468260042
Cryptocercidae,-234.1322989093185,136.51799905912344
Cryptophagidae,223.53816164659116,1.1543182790989737
Ctenophthalmidae,58.64844716165021,-87.03488266003141
Ctenostylidae,120.98936947307966,-217.1045718623493
Cucujidae,228.92293325119707,-11.013129720908465
Culicidae,179.65207041546796,-168.4892168399585
Cupedidae,115.1159971980723,-8.95212285633933
Curculionidae,253.55092083620664,-2.489704093633843
Cyclotornidae,-12.773264947970928,-204.66649142138758
Cydnidae,65.72923984619146,238.173625021744
Cylindrachetidae,-291.4911717577989,23.15146835708144
Cymidae,60.40637223604161,249.51784296425654
Cynipidae-1,-23.119537869852067,38.01182795913744
Cynipidae-2,-20.400584599085946,33.86010928621487
Dactylopiidae,-61.44420189420066,239.64993381211275
Dalceridae,-34.84499743030293,-224.28814429639323
Damasippoididae,-260.5414474193548,-71.08430055499318
Dascillidae,251.96839695356616,54.42066487926161
Dasydemellidae,171.47315314935952,204.13109854242964
Decliniidae,118.24752397713725,-19.18623798006674
Delphacidae,-28.619653321404673,233.05020201734905
Depressariidae-1,-52.23967766824965,-214.2587092501591
Depressariidae-2,-26.415963627715108,-208.16709933265147
Depressariidae-3,-28.071177907952393,-210.15734702774253
Derbidae,-1.8626152178664905,197.8227035941999
Dermestidae,218.0595536803566,31.39740077238579
Derodontidae,236.53088018681956,-103.01854815815426
Deuterophlebiidae,81.70701137721251,-249.47753997574608
Diadocidiidae,125.78374809142068,-154.76561669702775
Diamphipnoidae,-201.73168567589724,162.29416345604625
Diapheromeridae-1,-257.9554824994743,-72.6617219587476
Diapheromeridae-10,-269.2350201691375,-64.38579027218569
Diapheromeridae-2,-253.12006483832278,-71.85969032756009
Diapheromeridae-3,-254.54091520485423,-71.63925113662697
Diapheromeridae-4,-254.14448717183492,-70.81385801703819
Diapheromeridae-5,-254.77896696507628,-71.05914795013362
Diapheromeridae-6,-248.65249659923523,-65.87749669812344
Diapheromeridae-7,-267.6872833473489,-59.177238516957644
Diapheromeridae-8,-268.0539113473484,-60.05426057482732
Diapheromeridae-9,-268.5893008036325,-59.789647018459846
Diapriidae,-31.569187066837756,14.607647828744787
Diaspididae,-67.59379446183591,245.83879162227166
Dicteriadidae,-224.46849219886005,-225.34704044151175
Dictyopharidae,-25.191306104395668,207.0981766261647
Dilaridae,103.2070546739764,93.75245582505438
Dinidoridae,64.2615996862266,233.35722775033088
Diopsidae,131.9313437060611,-213.51363589727148
Diphlebiidae,-198.6584239061307,245.15659581340208
Diphyllostomatidae,208.2146444386414,67.03395227516398
Diprionidae,-76.5523818678033,-19.868788988222445
Dipseudopsidae,-66.94398035084714,-139.3842114681528
Dipsocoridae,12.929408599021702,272.2837627223558
Dipteromimidae,-166.12553092924247,281.3655144700068
Discolomatidae,192.81071209274296,-41.9379453160901
Dixidae,85.72731457816388,-235.81819497672186
Doidae,-14.276607481453228,-218.53114846182
Dolichopodidae,146.41029220488502,-189.97573021762258
Douglasiidae,-32.2701053321277,-228.37607038215205
Drepanidae,-8.828938281089489,-229.21114767213766
Drosophilidae,132.32190739317406,-196.06251112666735
Dryadaulidae,-40.438883139176426,-220.87466193027558
Dryinidae,0.20974249874384426,84.05751176228614
Dryomyzidae,145.09634062015775,-205.99608156173207
Dryopidae,160.60234786901313,43.382471859364294
Dudgeoneidae,-37.18264307338916,-213.97530401702988
Dytiscidae,119.72569281806487,18.208054345684612
Echinophthiriidae,154.39020025554012,226.76568634690656
Ecnomidae,-65.04792756386061,-136.45338444006794
Ectobiidae-1,-229.46232957334843,56.12461318211314
Ectobiidae-2,-233.85641643618462,55.87463292786984
Ectopsocidae,179.17168929307624,205.5724589978479
Elachistidae-1,-23.596929530345925,-205.62164956456905
Elachistidae-2,-4.820897421426091,-206.37043404949839
Elateridae-1,232.36194315146878,69.65762977616475
Elateridae-2,235.27286236119033,73.10061891831937
Elateridae-3,237.42006459141652,74.58062450879346
Elateridae-4,240.9526637630719,71.86952494691491
Elateridae-5,243.1014054924883,69.73056369289978
Electrentomidae,184.88024049467882,211.718629280386
Elipsocidae,173.2657899209155,197.7767768632329
Elmidae,166.6423597851779,45.12676401765999
Embiidae,-228.43617177853076,-34.091347030498156
Empididae,144.27596706177744,-187.34184574242914
Empusidae,-250.52408646513524,108.44689212273153
Encyrtidae,-55.487756285652196,41.012078186214325
Enderleinellidae,153.34522579478528,219.9814737425543
Endomychidae-1,194.22188980748913,-13.067412649324726
Endomychidae-2,199.9504409809658,-18.383033720454232
Endomychidae-3,193.3382309279916,-17.397311105758476
Endomychidae-4,197.77810032048458,-7.2601993584748525
Endomychidae-5,201.35954760970574,-25.606125501839866
Endomychidae-6,203.0323660011435,-1.2599509535148998
Endromidae,-14.542836081517752,-228.03705043618746
Enicocephalidae,11.676453825490746,261.31734383910276
Ephemerellidae,-272.28995691887593,-178.25022405461175
Ephemeridae,-275.96586998416825,-172.76240547530324
Ephydridae,123.17633005957406,-193.39542391642314
Epicopeiidae,-17.79437165178182,-224.89350088832904
Epimetopidae,192.45713673417427,25.745125865732366
Epiophlebiidae,-231.27948768298577,-223.26290094831327
Epipsocidae,183.7440368280825,196.50221875923057
Epipygidae,-32.36363091977451,259.17422888077164
Epipyropidae,-38.14618568731845,-214.63554459116364
Episactidae,-243.03148589795518,4.04907945268719
Erebidae-1,-8.609893004139787,-223.2235611639404
Erebidae-2,-5.214415372833964,-225.0767880766492
Erebidae-3,-8.995266880232595,-218.8302503700117
Erebidae-4,-3.6355363110054233,-218.61773385489775
Erebidae-5,-3.4488776093584157,-220.54437135306816
Eremiaphilidae-1,-252.14119218802963,87.75849773812787
Eremiaphilidae-2,-234.45467170640205,105.62989520735486
Eremiaphilidae-3,-235.44070836445664,111.93458222769229
Eremiaphilidae-4,-234.14451860914647,110.9219516054898
Eremiaphilidae-5,-253.37901357351055,103.0709600680788
Eriococcidae-1,-66.06696846771749,248.25505599168417
Eriococcidae-2,-69.98887033041083,242.68283375267114
Eriococcidae-3,-63.17049287588937,237.98505782318742
Eriocottidae,-41.4434417868474,-216.1380927635927
Eriocraniidae,-59.52718586143157,-179.4242241426556
Erirhinidae-1,254.9473057477978,0.9092283118536415
Erirhinidae-2,252.75220478181308,2.1799171761058918
Erotylidae,237.4638547389122,4.821260949480104
Eucharitidae,-61.6783680012107,38.797322644818756
Eucinetidae,216.48059280099605,96.48354504010956
Eucnemidae,231.97212259937646,78.29192443446712
Eulichadidae,163.5549368874027,53.94054924405103
Eulophidae,-58.097492755099,50.736708456863994
Eumastacidae,-278.4174657276741,-0.13248580079419228
Eupelmidae,-57.75918407252955,30.618199330112688
Euphaeidae,-225.60149580238044,-226.98669877112937
Eupterotidae,-19.814438262439403,-230.56657816830185
Eurybrachidae,-18.32369414106247,208.9519129295901
Eurytomidae,-55.151700420885994,27.505672312813576
Euschmidtiidae,-242.17245478130073,7.304919168987454
Eustheniidae,-201.57618488645542,161.33224180785925
Euteliidae,-3.58444205680368,-224.12218179174604
Euthyplociidae,-232.6690301700382,228.28572558760783
Evaniidae,-44.75469411408059,84.24557609680544
Evocoidae,159.84746968628545,-197.38396376183553
Fanniidae,126.47668709275344,-195.13325144091155
Fergusoninidae,129.8133399713652,-214.03489801782197
Figitidae,-19.567287179027215,37.45060489287904
Flatidae,-19.465223393422846,197.47927256170013
Forficulidae,-237.25528222675732,-113.07492657220038
Formicidae,5.654974514125436,74.3080941728565
Fulgoridae,-28.653398249699933,206.09068400543936
Gasteruptiidae,-48.933223634961045,82.40586531906558
Gelastocoridae-1,18.453446447159163,272.9891912693936
Gelastocoridae-2,18.022552127900724,269.9919338544684
Gelechiidae,-20.41050964014547,-202.18871749627507
Geocoridae,51.47870717540202,218.96134483143052
Geometridae,-16.88007689646425,-222.32870791952425
Georissidae,182.2033086387741,15.827107604601924
Geotrupidae-1,209.11504279422226,75.45140560431116
Geotrupidae-2,205.96635555033848,78.46265203529309
Gerridae,4.065436293511453,258.9384308036683
Glaphyridae-1,190.08892717010343,63.69719687025816
Glaphyridae-2,184.5837896477834,69.81370954519917
Glaresidae,198.5987993370385,62.93061479300841
Glossinidae,125.23281173882012,-194.23983870179174
Glossosomatidae,-80.74973717045089,-152.41608204455085
Glyphipterigidae,-29.16827273889011,-200.47020767733056
Goeridae,-49.321070097387164,-127.19151454758668
Gomphidae-1,-207.55814147614154,-247.91563688376598
Gomphidae-2,-206.27643097016087,-248.33638987818406
Gomphidae-3,-174.0800514245004,268.7905071687694
Gomphidae-4,-214.30080726222408,-236.1740444553812
Gomphidae-5,-211.26881230551808,-241.52262886536576
Gonypetidae,-234.62446256541065,102.10971886191084
Gracillariidae,-24.289211564659144,-198.52051441083873
Gripopterygidae,-199.50616688270463,163.54119950551237
Gryllacrididae,-290.48471791585393,-21.763266647273294
Gryllidae-1,-289.39831603654756,-27.97016851807291
Gryllidae-2,-292.006152875412,32.82477293045068
Grylloblattidae,-222.829570550889,-63.23657133026964
Gryllotalpidae,-289.45194102792794,36.66241225267021
Gyrinidae,235.16217280235452,-109.92631816502116
Gyropidae,198.29387480800418,192.01964019404443
Haaniidae-1,-221.48073174219348,85.37777576066405
Haaniidae-2,-219.4565716581231,90.16143136546631
Haematomyzidae,160.38024843043755,227.34632290982807
Haematopinidae,154.3680928147776,225.51942066716933
Halictidae,-24.10241264084748,79.1471663627998
Haliplidae,116.32009855734897,5.58996750685255
Hebridae,3.164900946209933,269.3030083817688
Hedylidae,-24.98520935680171,-222.3211808612497
Helcomyzidae,146.1356404084434,-203.80617577916496
Helicophidae-1,-16.18116175030368,-122.97027720055765
Helicophidae-2,-19.890567356940267,-116.55148721112343
Helicopsychidae,-10.930525719138766,-127.16439550064067
Heliozelidae,-41.828790100526895,-174.85119984641477
Helophoridae,182.35347816047567,19.956994753728644
Heloridae,-21.493158480157994,16.27353911114775
Helosciomyzidae,145.36510360379185,-202.4253842503054
Helotidae,234.35600173545805,-27.266223098661865
Helotrephidae,27.913357615410913,207.24188581203262
Hemerobiidae,84.60067829839865,60.30474135332478
Hemiphlebiidae,-222.2311590865554,-232.29208771374712
Hemipsocidae,186.0557973933536,198.60752777698275
Hepialidae,-63.675935469168145,-188.63315857867389
Heptageniidae,-237.07719951775923,225.31603936648298
Heptapsogasteridae,173.67424990009516,218.9137282457615
Hermatobatidae,7.5476741416518305,267.0973304161151
Hesperiidae-1,-25.189320648981663,-225.96685031415703
Hesperiidae-2,-25.081368268777183,-220.10467867196706
Hesperinidae,117.98173373491849,-154.72692777774543
Heterobathmiidae,-65.47538916600125,-180.94028766305016
Heteroceridae,155.2829360412275,31.64856845115347
Heterocheilidae,144.18181260128426,-203.56095529306438
Heterogynidae,-32.93941095635406,-222.43281074775803
Heteronemiidae,-253.59790991881977,-62.03406280858242
Heteropterygidae,-265.66851484617166,-57.86506404391202
Heterothripidae,-102.49524200790565,180.51389309499055
Hilarimorphidae,143.60100562490373,-162.87425353717586
