,x,y
Himantopteridae,-55.422029695625106,-199.05446276861423
Hippoboscidae,125.34552044257772,-192.28306496699463
Histeridae,164.704155570292,-30.121185355956264
Hobartiidae,221.35714085052737,-15.444270329777419
Hodotermitidae,-272.37723525463514,70.76744502943957
Hoplopleuridae-1,151.33368297914785,221.8737987294238
Hoplopleuridae-2,151.19944436445982,221.20305862884732
Hoplopleuridae-3,151.77629822203423,221.42033320854642
Hoplopleuridae-4,156.0663472905183,227.0343557170531
Hormaphididae,-67.1169555976158,204.61963543469886
Hyblaeidae,-16.57607517216597,-213.25742992979406
Hybosoridae,200.84925647923706,67.53814240233254
Hybotidae,147.6074021463294,-191.66650506570627
Hydraenidae,160.96800758390597,-18.007941557532458
Hydrobiosidae,35.37154316620314,-240.33451795797282
Hydrochidae,186.93909830316653,18.197026180910147
Hydrometridae,0.004474497585136203,262.08481255821147
Hydrophilidae,188.06970616442467,24.404289303152986
Hydropsychidae,-78.17019170747176,-148.63891001965243
Hydroptilidae,-75.39565930011608,-145.4436778342755
Hydrosalpingidae,-20.877847430615674,-120.19113285362793
Hydroscaphidae-1,115.96739223240078,-1.83677437512052
Hydroscaphidae-2,142.30084633946467,72.69130369299421
Hygrobiidae,118.849652322049,10.560890355112207
Hymenopodidae-1,-258.6518946923177,93.63041096028365
Hymenopodidae-10,-256.0890716363119,94.61019063658637
Hymenopodidae-11,-245.72532630214158,87.88346633157765
Hymenopodidae-12,-254.6352245138084,91.73841989950765
Hymenopodidae-13,-243.1650394683394,79.8648378608364
Hymenopodidae-2,-240.11300174664729,106.82102418582497
Hymenopodidae-3,-251.03081984661776,104.86977001057096
Hymenopodidae-4,-248.24871408917338,103.78409693301082
Hymenopodidae-5,-248.77847821594014,106.96597724281548
Hymenopodidae-6,-248.30166341697242,111.11903129239737
Hymenopodidae-7,-240.64282117996362,113.65511802826515
Hymenopodidae-8,-242.30284315125024,114.28677665451492
Hymenopodidae-9,-230.6122140496262,93.356600237382
Hyocephalidae,41.41558762067743,237.14323274972332
Hystrichopsyllidae,60.00462242486746,-257.4686315400237
Ibaliidae,-13.785844368242131,30.168264010179552
Ichneumonidae,-51.81256451284378,75.31221182466143
Ichthybotidae,-233.13285435747864,227.9171858791034
Idiostolidae,41.974701167788744,233.39263369523508
Immidae,-34.1972649816073,-227.18737867678226
Incurvariidae,-48.93959054081195,-177.46263852386352
Inocelliidae,66.46395438434787,-1.8755200946304413
Ischnopsyllidae,56.09390916541859,-96.04104573642837
Isonychiidae,-273.95696835379374,-174.38479442028034
Isostictidae,-219.1425181273618,-236.6625974118414
Issidae,-12.217395236413036,198.25300238648651
Ithonidae,87.82354111530475,73.03775982807159
Ithyceridae,256.93458642121243,-3.688395664316824
Jacobsoniidae,199.63146216257772,32.04393679579981
Joppeicidae,23.689065347242536,236.66134902123014
Kalotermitidae,-272.1286746325981,72.55308997343916
Kateretidae,226.0828140799763,-26.784935809937952
Kermesidae,-62.116645149253145,251.74826069840563
Keroplatidae,122.37390178446402,-157.6451236346127
Kinnaridae,-30.262593559034226,222.32352332399233
Kokiriidae,-46.25421492722746,-121.18910690346158
Kuwaniidae,-77.39833012938452,230.95074851894034
Labiduridae,-239.0339887420567,-114.1566418562686
Lachesillidae,176.18325873316323,196.70100745973724
Lacturidae,-35.1764710127571,-222.33158879348235
Laemobothriidae,200.41837641345552,194.17554302808122
Laemophloeidae,221.65219107923855,-4.523658447804656
Lamproblattidae,-245.35995423812983,58.02567828926638
Lampyridae-1,236.48728554224962,64.83458556945486
Lampyridae-2,229.21517239807585,59.71428877900319
Largidae,47.72723742677146,219.78523267764928
Lasiocampidae,-10.32729987080656,-231.3286069486885
Latridiidae,201.4244535907437,-8.130428442368645
Lauxaniidae,145.95078539450665,-205.80816748953592
Lecanodiaspididae,-58.90801718235649,250.76102374223174
Leiodidae,172.00067392420792,10.143875001300067
Lemoniidae,-19.18658020815825,-229.00113962704296
Lentulidae,-260.33322440428657,3.7826062338224533
Lepiceridae,151.95637366804846,83.21788986639126
Lepidopsocidae,136.709526891246,233.39860600176243
Lepidostomatidae,-40.62344195855784,-128.9089679736431
Lepidotrichidae,-122.56341758438515,335.42176323602405
Lepismatidae,-171.33216414221303,-312.20160399584574
Leptoceridae,-29.63149381962533,-127.87033211860177
Leptohyphidae,-224.48716726705894,236.3637910653492
Leptomantellidae,-249.05783067301232,99.96893472003828
Leptophlebiidae,-221.07876577680685,239.33949333132006
Leptopodidae,19.04182742624018,216.3579433357898
Leptopsyllidae,57.650121608436095,-97.43397150494192
Lestidae,-220.91675673386945,-232.7587945584019
Lestoniidae,65.06255744201162,241.60466072091054
Leucospidae,-56.0123958934305,49.69440465091415
Leuctridae,-222.4183501724837,-102.06280269476572
Libellulidae-1,-231.59595003222253,-213.9486256674621
Libellulidae-2,-183.24549007226076,261.4496748126509
Libellulidae-3,-189.56231884640175,256.77953515619816
Libellulidae-4,-232.76443029727398,-214.58686690276798
Libellulidae-5,-174.63302741438497,267.4720646878722
Limacodidae,-32.919044662648304,-224.6266546047012
Limnephilidae,-48.90086094864924,-128.05600735780894
Limnichidae-1,157.79111869052878,33.435331326861935
Limnichidae-2,155.43684431927085,35.06578454746766
Limnocentropodidae,-3.7597884774516777,-128.91471521979068
Limoniidae,89.34026042258759,-245.35507478498883
Linognathidae,151.71957823887857,220.00275972334396
Liopteridae,-14.998706551645522,34.5816141858584
Liposcelididae,205.81727219678012,187.90132488803027
Liturgusidae-1,-257.14377617562815,97.47269566049697
Liturgusidae-2,-229.77666625010875,96.997146033678
Liturgusidae-3,-234.7828169866492,81.0863672397025
Lonchaeidae,114.92037219451588,-211.59356340577483
Lonchodidae-1,-263.1667751221352,-56.98548435039419
Lonchodidae-2,-269.30655796483535,-63.491772750495706
Lonchodidae-3,-264.2439765727196,-51.6957987764211
Lonchopteridae,137.90186217830893,-185.00949516832628
Lophocateridae,256.0044283519144,25.458601762267236
Lophocoronidae,16.64611304099413,-230.12007537384002
Lophopidae-1,-15.869394057465113,208.98723090667315
Lophopidae-2,-15.220677906702972,205.5634200273261
Lucanidae,205.28713061661435,64.18753929243773
Lutrochidae,159.1524041863769,45.317043263668154
Lycaenidae,-26.08771874392275,-229.83898405003583
Lycidae,238.85299298903695,66.87973540412412
Lycopsyllidae,61.30151015811843,-255.4687714445286
Lyctocoridae,49.39292753379116,266.72969009325305
Lygaeidae-1,65.90191656567656,249.2073222594863
Lygaeidae-2,55.854316714579305,221.56017580141145
Lymexylidae-1,252.92530058304547,-47.095004696965916
Lymexylidae-2,207.3640571085513,-52.68571770801166
Lymexylidae-3,256.4004689930995,-49.1108941082659
Lyonetiidae,-39.43768357174155,-210.95062907758793
Lypusidae,-65.21212002283347,-202.19955970663244
Maamingidae,-44.86314869776912,7.23151098400092
Machaerotidae,-29.538321781937647,262.3972042410145
Machilidae,-175.3065130083959,-345.13196570789466
Macromiidae-1,-181.23262551881717,263.580645112979
Macromiidae-2,-184.19186017738033,259.2361183817358
Macromiidae-3,-186.4364040778023,259.14143156313764
Macromiidae-4,-185.4416042805313,258.0883051459225
Macromiidae-5,-187.21550978351993,257.77145180197755
Macromiidae-6,-187.2332895807827,256.5279668989427
Macromiidae-7,-232.5229681908151,-211.70228347120096
Macromiidae-8,-186.48371091963412,257.0564514001568
Macropsyllidae,58.95035211523391,-256.64030031424113
Macroveliidae,1.6146987531937684,267.16715308829635
Malcidae,54.69903555926927,227.23708169251745
Mantidae-1,-225.54458087885672,70.50530518161561
Mantidae-10,-246.73087087705898,108.3777916159441
Mantidae-11,-243.50561654896472,106.30114851796161
Mantidae-12,-245.58667226219745,104.50629018681458
Mantidae-13,-241.13072262741858,102.74960426247107
Mantidae-14,-236.898794714764,113.26486640784445
Mantidae-15,-233.3605645080664,107.98181376955725
Mantidae-16,-242.14050552339287,90.82561477205246
Mantidae-17,-227.24313872151606,105.90030709769957
Mantidae-18,-224.2861826319152,97.68388172221935
Mantidae-19,-249.9825915907754,84.492079216025
Mantidae-2,-250.35512992712046,96.31866260969434
Mantidae-3,-235.88167432589057,99.20421651202888
Mantidae-4,-251.310567561335,107.00964137735754
Mantidae-5,-249.48117943426504,109.73614661384894
Mantidae-6,-246.37066762916987,112.13977572166935
Mantidae-7,-247.48731504446474,110.38606175698976
Mantidae-8,-247.498101785956,111.79088177467987
Mantidae-9,-246.10646641437728,110.72639538759105
Mantispidae-1,79.24175416137389,44.57500336341704
Mantispidae-2,90.83527295324105,77.27972675786454
Mantispidae-3,83.39491579668474,56.71200256233735
Mantoididae,-236.69653536109783,91.67171137135772
Mantophasmatidae,-222.74576216549656,-53.971176825594014
Margarodidae-1,-53.11504368037538,226.98154076899428
Margarodidae-2,-78.9127707625829,224.0410687578855
Margarodidae-3,-79.27464159491855,228.82999601115233
Margarodidae-4,-64.58121371002984,225.53821009733812
Marginidae,113.42801410382862,-206.52331651897387
Mastotermitidae,-238.113050263976,135.67349267738842
Mauroniscidae,252.91179152047448,29.414380946525675
Meenoplidae,-28.777491256205973,201.5362322974754
Meessiidae,-29.03017370277319,-191.8696947217819
Megachilidae,-19.815543914314965,76.55192961885088
Megalodontesidae,-85.62573072092867,-14.262026485466507
Megalopygidae,-32.83905355412298,-218.0559287345169
Megalyridae,-37.751738527554295,14.061233859536292
Megapodagrionidae,-224.18394939178506,-229.33906926242045
Megaspilidae,-55.700829540854095,74.36847939513329
Megastigmidae,-48.554705277015216,39.65571230624074
Meinertellidae,-171.7483175150964,-346.995736722195
Melandryidae-1,238.93517275727862,-70.72018073348143
Melandryidae-2,235.6392775498902,-62.40027543358833
Melandryidae-3,223.1446062437137,-69.5792439563034
Melandryidae-4,228.3768515291627,-65.1348392305417
Melandryidae-5,210.39382376076117,-64.65265399487636
Melandryidae-6,244.51341721475484,-55.501459707652344
Melandryidae-7,246.70298407199988,-58.73502563457198
Melandryidae-8,249.62546331668756,-60.50122668454177
Melittidae,-20.06875094991144,80.8286064548789
Meloidae,233.54468434304042,-72.44041727094839
Melyridae,251.690800128004,26.136321554540743
Membracidae,84.3255793887789,261.2957029148633
Mengenillidae,238.01426991583577,-130.91859829280804
Menoponidae,201.32038045713375,196.43007909021176
Meropeidae,51.501801144775634,-80.79397911486367
Mesopsocidae,171.66116560403134,198.6208997206405
Mesoveliidae,6.307051515418988,264.7265864844826
Metallyticidae,-229.48013578075674,100.71774904784593
Metretopodidae,-227.67192147558276,231.73568878190028
Metropodidae,-159.44928799119134,286.7402156391723
Micromalthidae,231.32080033219663,-110.50368320094849
Micropezidae,117.63936232199755,-215.1830322660188
Microphysidae,23.140530168361057,211.14216072202257
Micropterigidae,9.197667988163522,-171.43683016071014
Milichiidae,117.84596644859872,-208.67427468636438
Mimallonidae,-18.57851617905188,-218.81880752872686
Mindaridae,-61.212931612416675,200.90044213888055
Miridae-1,24.188722536495064,230.1776511811284
Miridae-2,26.649289626470363,246.96778089256568
Miridae-3,52.66962062264655,265.99645706002207
Miridae-4,48.80484058329294,267.15974323627796
Miridae-5,42.62043952477653,267.8270945468619
Miridae-6,56.374809470305266,265.39466709514045
Miridae-7,39.29495886003106,259.4183129567342
Mnesarchaeidae,-62.095764248618,-185.42612508781767
Molannidae,-35.66026890671036,-117.40157597190192
Momphidae,-57.08088057802127,-201.88704128541954
Monomachidae,-30.18914430848689,16.712324151303264
Monommidae,216.83704066834963,-66.1081910082271
Monophlebidae,-72.58912192038336,226.61707892100102
Monotomidae,228.22679543458102,-21.0610274519874
Mordellidae,212.32236365912573,-44.16030077697259
Musapsocidae,182.72855352900592,211.25437937795277
Muscidae,127.52128276838988,-195.9081631056526
Mutillidae,-6.902480835705645,70.55947602542211
Mycetophagidae,234.23914416886404,-52.61319575890534
Mycetophilidae-1,125.44471997721712,-157.10784659514147
Mycetophilidae-2,130.15333267286763,-156.66805512646678
Mycteridae,247.63686860295616,-53.64863396123383
Mydidae-1,159.7654536183026,-187.3738580668905
Mydidae-2,157.69228918051476,-185.20594566404813
Myerslopiidae,-16.94625390169452,275.0348499753906
Mymaridae,-53.60893684998226,36.83377195180745
Mymarommatidae,-40.9515896258131,7.977589349520855
Myopsocidae,183.91298035099294,200.20552394978782
Myraboliidae,229.88627708809253,-2.0836548064091898
Myrmeleontidae,93.50103206561299,83.1201504617648
Mythicomyiidae-1,160.3968741474716,-193.03856209740553
Mythicomyiidae-2,159.75946974340334,-190.3897873230825
Nabidae,55.02823844797156,262.52393175596495
Nannochoristidae,39.21312423428317,-77.34207711162765
Nanomantidae-1,-240.94658973529,111.32035765632219
Nanomantidae-2,-241.8813918404731,98.68526481650048
Nanomantidae-3,-246.09226455018126,98.67237703715101
Nanomantidae-4,-236.83914265837254,80.43801172179576
Nanomantidae-5,-233.8251275510967,81.53219423306584
Nanomantidae-6,-238.3539083643789,80.12983768784481
Nanomantidae-7,-228.65548741361152,85.19799981968902
Naucoridae,6.820627144370936,246.8683722754302
Nemestrinidae,99.34619904484548,-176.551588987789
Nemonychidae-1,259.65458076354065,-19.613930831521376
Nemonychidae-2,253.9814244514957,-17.40761725122197
Nemopteridae,95.30610556228905,86.59438458620251
Nemouridae,-226.25842545924365,-106.62023496699283
Neoephemeridae,-258.7996588184567,-193.17295723816912
Neolinognathidae,137.19723562902067,242.39166351005952
Neopetaliidae,-213.72961803789943,-238.9652373834476
Neopseustidae,-67.32686721967195,-190.79140212769747
Nepidae,7.691954186726664,234.74691723804568
Nepticulidae,-66.30781888336965,-198.41131138136953
Nesameletidae,-268.6080172955046,-181.86772951817485
Neurochaetidae,131.49278875056996,-215.2411167327765
Nevrorthidae,69.5407808720501,10.390824860121704
Nicoletiidae,-174.4030632887346,-310.3300206073693
Nitidulidae,222.53984391355874,-23.32468515954798
Nocticolidae,-224.17384641417587,56.112880685866244
Noctuidae-1,-29.25418216451588,-229.0066430171265
Noctuidae-10,-6.7700229498447895,-220.12430285977595
Noctuidae-2,-6.233064523590876,-223.96437307489904
Noctuidae-3,-6.1114505791800005,-225.87376375423744
Noctuidae-4,-5.132080491159129,-225.8153659481955
Noctuidae-5,-7.222141124656438,-225.061755049148
Noctuidae-6,-6.434508434041415,-218.08874625971313
Noctuidae-7,-4.759615146781836,-218.24174921888672
Noctuidae-8,-4.7724787608165045,-220.0439370024932
Noctuidae-9,-3.3105130620441723,-219.41279978408772
Nogodinidae-1,-3.7916094305315897,200.4689591643223
Nogodinidae-2,-25.05776459440926,198.49977229994465
Nolidae,-3.684023418717429,-222.97603206295815
Nosodendridae,252.72418493933094,57.68738505745094
Noteridae,119.93631616350592,24.256099400093287
Notodontidae,-10.41318281204434,-221.08906593258703
Notoligotomidae,-228.11009300745695,-39.577618494772246
Notonectidae,1.2150050213628107,246.9287266156622
Notonemouridae,-226.7127796424641,-111.21816242799183
Nycteribiidae,125.24371796725767,-191.71700165072264
Nymphalidae-1,-26.589893685227707,-227.35527750833697
Nymphalidae-2,-26.618249684053982,-225.11059012889524
Nymphidae,99.31461050814411,86.88780416629307
Nymphomyiidae,93.837927201929,-242.94700178546813
Ochodaeidae,194.39345203231056,75.47592291373226
Ochteridae,9.991002275620568,252.97678375959094
Odiniidae,114.25761029018703,-199.47558637156806
Odontoceridae,-33.31285664835868,-124.63143414246268
Oeconesidae,-43.21198023347962,-122.50725220325675
Oecophoridae,-22.82609212374615,-206.246152380558
Oedemeridae,249.6783916866921,-55.288840985006566
Oenosandridae,-23.995204270740082,-231.6526061755391
Oestridae,130.9072334692794,-193.75801478190607
Oligoneuriidae,-265.0710902620014,-184.27825036804592
Oligotomidae,-225.78960832460382,-37.38598475378053
Omalisidae,233.82933635873982,66.99133389361889
Omethidae,246.05954307093822,60.00148225286032
Ommatidae,117.95952715968161,-11.875933198673405
Ommexechidae,-251.35844223611397,6.841968795493751
Oniscigastridae,-262.1284059862001,-190.80976261354581
Opomyzidae,136.71429319360797,-205.9441556541326
Opostegidae,-57.8336875332076,-183.95018632179134
Ormyridae,-61.99750291663663,32.70667456179337
Orsodacnidae,253.12777978638488,-33.687698746398866
Ortheziidae,-55.48506934806308,222.41775395305208
Orussidae,18.473111182168783,88.26228008929928
Osmylidae,233.91348191330812,-138.982322613386
Pachygronthidae,47.20518786820408,223.82578157041698
Pachyneuridae,116.50195983843717,-156.32811586512523
Pachytroctidae,207.92111901132526,192.20969764253812
Palaephatidae-1,13.088580044968845,-236.74429316945242
Palaephatidae-2,-64.08591592176077,-193.8829002464957
Palingeniidae,-231.9505460105347,228.79084557107467
Pallopteridae-1,113.73238592269311,-211.54242705443943
Pallopteridae-2,114.27059551116821,-212.52145943789472
Pamphagidae,-266.55117284959164,7.2976427126286945
Pamphiliidae,227.8960561007894,-149.7299779934681
Panorpidae,41.71366203554131,-81.78966848307017
Panorpodidae,42.995121437089985,-78.88170807214401
Pantophthalmidae,101.37180611658391,-167.67915699298808
Papilionidae,-23.85632509619501,-217.70995471838668
Paraphrynoveliidae,4.7089049273829175,270.2590742417811
Passalidae,200.35235065559934,79.20360839497015
Passandridae,230.80021604946205,-5.868274164401817
Pediciidae,88.3683269497871,-244.69471684425903
Pedicinidae,155.98188877019203,225.01226531595773
Pediculidae,156.55902656631756,225.1897609479302
Pelecinidae,-47.7994406833727,66.44530202297761
Pelecorhynchidae,149.75974914483052,-161.5435054625888
Peloridiidae,-19.590297657291234,243.52338923126996
Peltidae,246.32544280157822,32.477758153011195
Peltoperlidae,-220.83089812960566,-96.89304983165782
Pemphigidae-1,-69.95573887203412,200.24760194706957
Pemphigidae-2,-69.35811377962217,202.48500778753834
Pemphigidae-3,-66.08060959045378,201.74964389450008
Pentatomidae,61.85105696069664,237.0361518285716
Pergidae,221.63103401581895,-144.49166348532646
Perilampidae-1,-49.56321912615231,30.36673189051634
Perilampidae-2,-58.17718174683025,38.834039597024024
Perilampidae-3,-47.75917571482124,35.53068834710887
Perilestidae,-193.3383674945771,251.47055316251135
Perimylopidae,222.91968744436718,-63.53640378055093
Peripsocidae,179.7860825016459,201.70487197188157
Periscelididae,129.76809692931198,-214.90227416016236
Perissommatidae,173.43217616917215,-179.72942302892613
Perlidae,-195.6322007428549,157.41026158410946
Perlodidae,-218.8879207527283,-92.84955729149837
Petaluridae,-208.65022277008987,-246.22288644181896
Petrothrincidae,-13.539502483717182,-116.06181646907089
Phalacridae,222.9744529251891,-8.191431142602383
Phasmatidae-1,-255.35227784294213,-68.4024178187055
Phasmatidae-10,-255.0535101142978,-74.10278885871452
Phasmatidae-11,-253.62131870624268,-73.04320227909199
Phasmatidae-12,-253.18661964608293,-71.44906290473526
Phasmatidae-13,-253.34871459963088,-72.16753517464753
Phasmatidae-14,-253.5555166797948,-71.82970265162702
Phasmatidae-15,-253.55783310048454,-70.73943243316955
Phasmatidae-16,-254.60064859507727,-72.50846832025017
Phasmatidae-17,-254.28441700856465,-73.51011287908263
Phasmatidae-18,-257.4050474023934,-68.17291098927981
Phasmatidae-19,-260.2110587968699,-69.73874333266158
Phasmatidae-2,-254.52191245984375,-69.06713597287306
Phasmatidae-20,-259.84533763861276,-69.1678467850143
Phasmatidae-21,-260.4835139386116,-71.89770550724252
Phasmatidae-22,-250.00405607997712,-64.12539787536512
Phasmatidae-23,-249.27450937736364,-64.9126630693861
Phasmatidae-24,-255.90693640260943,-52.59947737003265
Phasmatidae-3,-257.16407362361014,-74.04859212542638
Phasmatidae-4,-256.3315672995913,-74.10020408688854
Phasmatidae-5,-257.1187524148544,-71.2405832156066
Phasmatidae-6,-257.59125122243717,-72.10866601547818
Phasmatidae-7,-257.46464298471653,-72.60657634168747
Phasmatidae-8,-257.8326420334917,-73.20548109674871
Phasmatidae-9,-256.76560267230013,-73.13736417086537
Phengodidae,237.54868445839568,71.19810296328912
Phiditiidae,-16.503571033261498,-231.64808967165783
Philopotamidae,-72.93363195732809,-142.6323594958533
Philopteridae-1,227.5042864136833,176.73195988039512
Philopteridae-10,172.99738896986983,218.0378429454484
Philopteridae-11,174.51084294811614,218.52492164915128
Philopteridae-12,173.94404540388967,218.0640586301359
Philopteridae-13,174.43898970729424,219.2804415246122
Philopteridae-2,160.84534267699934,197.20458078378044
Philopteridae-3,163.2202226176774,201.72465517842855
Philopteridae-4,192.84906701942523,201.7551723451777
Philopteridae-5,167.56112891349605,209.2574906837262
Philopteridae-6,182.50009478376202,205.57283750749355
Philopteridae-7,190.01171783764445,204.41866266021046
Philopteridae-8,190.86197467388376,207.5862032530801
Philopteridae-9,175.86558779586932,218.7394190323596
Philorheithridae,-4.1329047098854685,-118.57437550867044
Philotarsidae,174.83529219437898,208.6770403427755
Phlaeothripidae,232.56666155122045,169.2264769844106
Phloeidae,56.249583465938755,240.6002537325411
Phloeostichidae,227.67207666776315,4.247141394213871
Phloiophilidae,234.18091975939333,30.548588375555457
Phoenicococcidae,-65.92470987326824,245.24471347823146
Phoridae,113.53841592878217,-190.28132553749893
Phryganeidae,-51.368775271887706,-123.57179443233534
Phryganopsychidae,-55.72451722106158,-128.46505546156735
Phylliidae,-258.46432919796547,-52.09231085758824
Phylloxeridae,-70.4599208149727,207.58751042480003
Phymatidae,35.26396871313185,265.129904569227
Pieridae,-22.54147445904798,-215.2490234070405
Piesmatidae,60.685472388531366,225.75224711973704
Piophilidae,113.9529035264354,-210.24861870990995
Pipunculidae,109.13811570329413,-202.7020406861969
Pisuliidae,-44.482538390280425,-120.30614390846559
Plataspidae,60.32405730235084,233.92281398764266
Platycnemididae,-197.86802849344232,245.05969602264577
Platygastridae,-41.761232070990594,61.7790860394293
Platypezidae,110.02301547650688,-195.17558753317488
Platystictidae,-196.95065071713506,249.85195844481981
Platystomatidae,122.64470115820778,-217.76965611962424
Pleciidae,123.51650227271116,-154.38479663598955
Plectrotarsidae,-43.799539698449294,-123.47168782510421
Pleocomidae,209.8379510495883,70.68074984664055
Plokiophilidae,46.374597133650816,262.26502308427825
Plumariidae,5.383822474744718,80.33183720414405
Plutellidae,-34.04355332658574,-205.5136263056242
Pneumoridae-1,-277.69335140821096,11.051938374830724
Pneumoridae-2,-279.7377864506408,5.308519113905149
Polycentropodidae-1,13.05434134752456,-137.34528972310156
Polycentropodidae-2,14.846987311520051,-134.97319408430008
Polycentropodidae-3,-66.54600786307688,-134.91531261349252
Polymitarcyidae,-272.5806841232834,-175.89438916667348
Polyplacidae-1,160.71074585547134,225.18274821887564
Polyplacidae-2,156.9147728497215,221.07689906291546
Polyplacidae-3,152.44496784991745,220.65372999476685
Polyplacidae-4,151.31069586646345,220.94575804137418
Polyplacidae-5,156.99656378843957,226.49119898154115
Polyplacidae-6,155.52072562954055,226.89362933309485
Polyplacidae-7,153.81859569465715,225.93356711044848
Polythoridae,-222.35386067403834,-229.7973314079731
Pompilidae,-1.9433717584462882,73.01329759356848
Potamanthidae,-255.44366617626054,-201.43119378783857
Prionoceridae,253.5186313092148,28.26974660554663
Prionoglarididae,141.9967071727789,241.02554419857535
Proctotrupidae,-24.214551397112743,23.662660529928306
Prodoxidae,-43.292912992434,-175.1855235610969
Propalticidae,223.1135829041086,-4.350456029867818
Prophalangopsidae,-216.59685540214048,8.483887270757426
Proscopiidae,-264.8085402756458,2.4048996595163423
Prosopistomatidae,-256.5297996419077,-200.48517235101247
Prostomidae,225.62217629091813,-50.50903587611937
Protocucujidae,233.3234638958747,-28.502155756997244
Protoneuridae,-225.43889858616646,-224.94431624328163
Prototheoridae,-63.578396678401894,-187.718082299596
Psephenidae,166.09817569773273,55.27497139279134
Pseudironidae,-267.8704384305169,-181.1892466961363
Pseudocaeciliidae,179.68235252649293,196.47193713793752
Pseudococcidae-1,-74.93638516644486,237.46382834625445
Pseudococcidae-2,-54.346036620717825,236.72077003589123
Pseudolestidae,-197.053845131852,247.15409265879205
Pseudophasmatidae-1,-256.99411933767954,-68.01997540093024
Pseudophasmatidae-2,-257.64357984893286,-68.42558619221593
Pseudophasmatidae-3,-267.0060456747637,-56.98522153068222
Pseudostigmatidae,-224.51812938878479,-224.90393725105858
Psilidae,118.21101833812689,-214.582582568709
Psilopsocidae,185.58018917020922,202.7344253853017
Psocidae-1,187.14709903787983,200.73961851050217
Psocidae-2,215.5992813600586,184.01050208623738
Psoquillidae,212.1009054083424,189.37507362631516
Psychidae,-20.36710484765154,-193.94863234550837
Psychodidae,95.83745352864884,-149.15577431541885
Psychomyiidae-1,-67.97397578485234,-137.3793891273838
Psychomyiidae-2,10.854401032607685,-135.22966139409098
Psychopsidae,85.93613142038846,65.2305943974623
Psyllipsocidae,138.97041389738243,237.69185688257087
Pterolonchidae,-8.379321220488073,-192.55459597268646
Pteromalidae-1,-49.686849302372096,41.890896467383456
Pteromalidae-2,-60.62426076906508,40.393270323468336
Pteromalidae-3,-60.17415323370983,49.23713415265976
Pteromalidae-4,-53.61367417260422,49.67651884137205
Pteromalidae-5,-55.19005096699038,50.50142933616821
Pteromalidae-6,-62.27082523124885,46.71448218014536
Pteronarcyidae,-199.23016692261254,157.55104450827918
Pterophoridae,-5.626723204998345,-212.60094680585925
Pthiridae,156.53229135942092,224.92474724043785
Ptiliidae,165.4003536422951,-19.296711476644152
Ptilocerembiidae,-230.83739498939525,-34.84921757128941
Ptilodactylidae,168.05022333506767,51.17751784536013
Ptinidae,212.15956766387555,26.677455573524334
Ptychopteridae,184.5194872163205,-175.18561058242256
Pulicidae,61.86072291122655,-94.2799230338058
Pygidicranidae,-241.79277185563464,-113.2421325416544
Pygiopsyllidae,60.63693928052341,-99.53898994919467
Pyralidae,-14.380227139770628,-213.29153360620438
Pyrgacrididae,-245.90443706879321,10.772709324315066
Pyrgomorphidae,-265.4161702565596,11.46509055751597
Pyrgotidae,121.53375223920905,-216.74467750359898
Pyrochroidae,216.79681394398642,-68.08579383502708
Pyrrhocoridae,45.61798262294138,220.44254164334436
Pythidae,216.4495229027608,-59.59764364816806
Rallidentidae,-268.20417705412507,-183.30084819909803
Raphidiidae,106.69361075942622,97.91751139925125
Reduviidae-1,35.064417105924804,260.8989517743372
Reduviidae-2,35.10115453214767,268.0790256367895
Reduviidae-3,33.37804097181849,265.50043470833685
Rentoniidae,244.31684553885097,-79.38926956828573
Rhadalidae,250.46329290834205,31.139346915686044
Rhagionidae,106.41008614419182,-164.23536224585445
Rhagophthalmidae,238.34964981833053,74.0180432284792
Rhaphidophoridae,-288.7660491513543,-23.67108198806952
Rhinophoridae,131.3720388540494,-193.2576596009552
Rhinorhipidae,240.99213333066487,-101.79040629106808
Rhinotermitidae-1,-265.47770099273185,64.48387698175925
Rhinotermitidae-2,-264.5361644046669,64.763297258226
Rhinotermitidae-3,-266.0922082855508,65.85810569436411
Rhinotermitidae-4,-268.2960348133472,66.0183573491096
Rhinotermitidae-5,-269.18349602323906,67.19490909587064
Rhipiceridae,252.9655214548522,54.79690590359176
Rhopalidae,39.06260121786202,234.4234811306462
Rhopalopsyllidae,55.59568243550474,-87.62304344323283
Rhopalosomatidae,-13.683745634462179,66.42601441147819
Rhyacophilidae,10.741967735285236,-127.15665724531014
Rhyparochromidae,67.38459657262877,247.76267296453025
Ricaniidae,-17.093467284816352,199.43131298464047
Richardiidae,118.03573048026797,-207.31521357947085
Ricinidae,140.8193802973876,208.34778551281659
Riodinidae,-24.514945604816177,-229.6559174518465
Ripiphoridae-1,204.09347872927543,-61.97682347757531
Ripiphoridae-2,204.86238444491414,-57.27635885822743
Ripiphoridae-3,215.03193142677952,-41.007409656282846
Ripiphoridae-4,209.96630104614528,-48.18431935628558
Ripipterygidae,-193.40122496359888,125.27929891090939
Roeslerstammiidae,-38.2123936008736,-209.29453938830048
Romaleidae,-257.8040674434053,8.869459903354556
Roproniidae,-17.429045552573857,24.050313942926575
Rotoitidae,-57.501779462928475,26.458005984649088
Saldidae,32.9067283372911,205.22576616642567
Salpingidae,219.61618019756548,-55.55410889579558
Sapygidae,-5.518043606326471,72.94972676025763
