taxon,x,y,z
Saimiri boliviensis,2.5711277,2.928488,7.088922
Saimiri boliviensis boliviensis,2.5411792,2.784172,6.9572964
Saimiri boliviensis peruviensis,2.6300507,2.8332264,7.3199186
Saimiri oerstedii,2.898882,2.5847306,7.1851845
Saimiri oerstedii citrinellus,2.9534385,2.7533195,6.927789
Saimiri oerstedii oerstedii,3.0331087,2.7180896,7.085357
Saimiri sciureus,2.816389,2.883222,7.12053
Saimiri sciureus macrodon,2.7936683,2.687904,7.3390865
Saimiri sciureus sciureus,2.9454744,2.8863032,7.093747
Sapajus apella,3.0225616,4.1766148,3.9380302
Sapajus apella macrocephalus,3.1464787,3.8186774,4.531987
Sapajus flavius,3.3327868,3.9097874,4.4841537
Sapajus libidinosus,3.101909,3.7537131,4.6411104
Sapajus nigritus,3.2872443,4.145656,4.5490303
Sapajus xanthosternos,3.337873,3.8104403,4.7155704
Semnopithecus entellus,-4.116357,-0.22131383,-1.8867315
Simias concolor,-4.171437,-0.34396064,-1.5060827
Symphalangus syndactylus,-1.3051186,-2.1565564,-6.21968
Tarsius bancanus,3.6297407,6.993287,1.5123637
Tarsius dentatus,4.1835117,6.701129,1.1796136
Tarsius lariang,4.165297,6.8742676,1.2984486
Tarsius syrichta,3.9743528,6.6335797,1.4709789
Tarsius wallacei,3.873024,6.867539,1.2559391
Theropithecus gelada,-5.3370748,-4.340416,-7.7083826
Trachypithecus auratus,-4.496566,-0.7600182,-1.1537824
Trachypithecus barbei,-4.606223,-0.6698321,-1.2525506
Trachypithecus cristatus,-4.1130714,-0.8910006,-1.2637953
Trachypithecus delacouri,-3.85505,-1.0998516,-1.3708295
Trachypithecus francoisi,-3.988139,-0.765252,-1.6214252
Trachypithecus germaini,-4.152918,-0.6610495,-1.017567
Trachypithecus hatinhensis,-4.1646094,-1.0854639,-1.4251051
Trachypithecus johnii,-4.2616596,-0.34631884,-2.2222147
Trachypithecus mauritius,-4.3699903,-0.92826307,-1.0857804
Trachypithecus obscurus,-4.528394,-0.676754,-1.4134465
Trachypithecus phayrei crepuscula,-4.265749,-0.8404702,-1.6506041
Trachypithecus phayrei phayrei,-4.606584,-0.9097465,-1.3644305
Trachypithecus pileatus,-3.9990726,-0.6326548,-1.9072877
Trachypithecus poliocephalus,-3.9590435,-0.9894899,-1.722157
Trachypithecus shortridgei,-3.6474707,-0.52791417,-1.6261808
Trachypithecus vetulus,-3.9824433,-0.07852232,-1.8671304
Varecia rubra,4.49707,7.6960864,2.1830347
Varecia variegata,4.545608,7.5641966,1.9013921
Varecia variegata variegata,4.334542,7.4733396,1.8510704
